s_name,b_hour,county,address,rate,geo_loc,pic_url,gmaps_url,type,comm,area,create_time,update_time
映月橋,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,新竹市,新竹市東區映月橋,4.6,"120.97164,24.77534",https://lh3.googleusercontent.com/p/AF1QipNrxY_rfI0s8F17sx6PJN_2J-1vYl74XnQjrMuu=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJMQ1nvaVLaDQRDO_2AAo2iI4,戶外,25,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
無上和尚紀念公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,新竹市,新竹市東區,2.7,"120.97199,24.77243",https://lh3.googleusercontent.com/p/AF1QipP1DYP9AJe6dmJymTheQExWpj0vHvUNa1DPGJFn=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJw4AFXQ5KaDQRh7mDyNzX7Wg,戶外,54,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
進益摃丸文化會館,星期一休息星期二09:00–21:00星期三09:00–21:00星期四09:00–21:00星期五09:00–21:00星期六09:00–21:00星期日09:00–21:00,新竹市,新竹市北區北門街31號,4.4,"120.96591,24.80563",https://lh3.googleusercontent.com/p/AF1QipMWZxJpiHLbGfZz7YTtMMtLIHh5SYrUCWn7Mzx4=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJORXOZ8A1aDQRcCt7YhBV9t4,室內,124,北區,2025-05-05 12:54:26,2025-05-05 12:54:26
風livehouse,,新竹市,新竹市東區東大路一段1號,4.5,"120.97693,24.80074",https://lh3.googleusercontent.com/p/AF1QipOPfG8AP_hjt00XUWRZx9d9RHRbYMblvlKyTMcV=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJi7Zk9uc1aDQRBRvbeZwPCyg,室內,222,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
竹科科技生活館,星期一06:00–21:00星期二06:00–21:00星期三06:00–21:00星期四06:00–21:00星期五06:00–21:00星期六06:00–19:00星期日06:00–19:00,新竹市,新竹市東區工業東二路1號,4.1,"121.00564,24.77984",https://lh3.googleusercontent.com/p/AF1QipPxexpIl3ihdieZ6woOeLFCdA_eQjfExRD0WFNT=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJXZ0dQxk2aDQRs3MLj4Vo8Yg,室內,1242,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
北門大街,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,新竹市,新竹市北區北門街,4.0,"120.96610,24.80516",https://lh3.googleusercontent.com/p/AF1QipPIaXQoIUnENrQ9ZC6ovY-j7MimSOZd5gQE68M=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJu4IDPsA1aDQR1GN2QThvcF8,戶外,92,北區,2025-05-05 12:54:26,2025-05-05 12:54:26
清大夜市,星期一17:00–00:00星期二17:00–00:00星期三17:00–00:00星期四17:00–00:00星期五17:00–00:00星期六17:00–00:00星期日17:00–00:00,新竹市,新竹市東區建功路&建功一路,4.2,"120.99839,24.79646",https://lh3.googleusercontent.com/p/AF1QipO8l1Tjxc-O13QXMI9OTr4SKAuT1IzmzHMP6Izg=w408-h873-k-no,https://www.google.com/maps/place/?q=place_id:ChIJhZ2qTwA3aDQRbOX_IsgnOYM,戶外,12,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
福康安紀功碑,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區啟明路26號台灣號,4.5,"120.46402,23.48339",https://lh3.googleusercontent.com/p/AF1QipOwRGphYbRV7IMbN9EJyAjDLRLM6NnEYzInozTl=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJocoApbSVbjQRH0fyjQWvtyQ,戶外,13,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
丙午震災紀念碑,,嘉義市,嘉義市東區,,"120.46455,23.48386",,https://www.google.com/maps/place/?q=place_id:ChIJbdcsiwGVbjQRxGYK4omP2Qw,戶外,,東區,2025-05-05 12:54:26,
陳澄波畫架-市政府前,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區中山路199號,4.0,"120.45373,23.48120",https://lh3.googleusercontent.com/p/AF1QipOIf6OCSNfjrVxyXn9Ap0nEarxOIuRP_FwGsgY5=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJq-L7bzSUbjQRbGcA4eNh7_4,戶外,2,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
一江山紀念碑,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區,4.5,"120.46463,23.48316",https://lh3.googleusercontent.com/p/AF1QipNzjFLS9Dwqxtex43UZ2TlfBKnKlEt5ifeoXb5M=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJWQ3tasOVbjQR-Ed2J1yyTEU,戶外,2,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義九華山地藏庵,星期一06:00–21:30星期二06:00–21:30星期三06:00–21:30星期四06:00–21:30星期五06:00–21:30星期六06:00–21:30星期日06:00–21:30,嘉義市,嘉義市東區民權路255號,4.7,"120.45633,23.48317",https://lh3.googleusercontent.com/p/AF1QipMSI54bqLkoU15lE9V863tyC2onZyqiFQrYv4Cs=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJFefxJDWUbjQRXsoKifrWy1o,戶外,1236,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
昭和十八J18-原嘉義市史蹟資料館,星期一10:00–18:00星期二10:00–18:00星期三10:00–18:00星期四休息星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,嘉義市,嘉義市東區公園街42號,4.3,"120.46751,23.48109",https://lh3.googleusercontent.com/p/AF1QipO4m_OFqnROQcRtyotRymlfeKmFF9_1_c9ACisv=w408-h271-k-no,https://www.google.com/maps/place/?q=place_id:ChIJeawkLLOVbjQR-4AcOK6ryzg,室內,5436,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義市二二八紀念公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區大雅路二段695號,3.9,"120.46241,23.47633",https://lh3.googleusercontent.com/p/AF1QipPkYqgYpuvk2zRv89geyJzF1eZms-XyGiycflvw=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJDYUeQ0mUbjQRL5Xvh3KV620,戶外,482,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
祥太文化館,星期一09:00–13:00星期二09:00–13:00星期三09:00–13:00星期四09:00–13:00星期五09:00–13:00星期六休息星期日09:00–12:0014:00–17:00,嘉義市,嘉義市東區大雅路二段285巷30號,4.6,"120.47696,23.47667",https://lh3.googleusercontent.com/p/AF1QipOS_ZhQ2fWjLVNBxAxO5OKr5cSZSV2xWJJMOQfh=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYVpXZFSUbjQRvZAY-TGwjas,室內,22,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義蘇周連宗祠,星期一休息星期二休息星期三10:00–16:00星期四10:00–16:00星期五10:00–16:00星期六09:30–16:30星期日09:30–16:30,嘉義市,嘉義市東區垂楊路326號,4.3,"120.45154,23.47432",https://lh3.googleusercontent.com/p/AF1QipPhu_2ketwVf4cn4WrFfiOA4UV8xfUXLoG-9h2N=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJsTp8CzqUbjQRkH0TelcIO44,戶外,54,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
紅毛井,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區蘭井街83號,3.8,"120.45447,23.47787",https://lh3.googleusercontent.com/p/AF1QipO6U5POyJZYxwl5PXQmHSXEMAifcJ_Nvc1_26ZD=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJMcNwkjaUbjQRRpW1Gr5ElvY,戶外,129,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
月桃故事館,星期一08:30–17:00星期二08:30–17:00星期三08:30–17:00星期四08:30–17:00星期五08:30–17:00星期六08:30–17:00星期日08:30–17:00,嘉義市,嘉義市東區保忠一街359號,4.0,"120.44847,23.51255",https://lh3.googleusercontent.com/p/AF1QipOjGChL0jEiRhecfTs0TsbjWe4Ea7VJtPjgh40b=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJcwBttOiVbjQRsmw3TXRHz08,室內,4120,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
檜意森活村,星期一10:00–18:00星期二10:00–18:00星期三10:00–18:00星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,嘉義市,嘉義市東區共和路370號,4.3,"120.45481,23.48564",https://lh3.googleusercontent.com/p/AF1QipOXm-yL7zDZpGNSlwAZfrHVakAPTkXt_csmtFGa=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJOb09b8uVbjQRigoLMNW9rpE,室內,38184,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義製材所動力室,星期一休息星期二休息星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,嘉義市,嘉義市東區林森西路4號,4.3,"120.45097,23.48673",https://lh3.googleusercontent.com/p/AF1QipO29B6DcaqJKTKZ4GQaQYAu014RR_koHLQbTLYZ=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ5Z4CscyVbjQR461oXndOROA,戶外,56,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
阿里山森林鐵路車庫園區,星期一08:00–18:00星期二08:00–18:00星期三08:00–18:00星期四08:00–18:00星期五08:00–18:00星期六08:00–18:00星期日08:00–18:00,嘉義市,嘉義市東區林森西路2號,4.3,"120.45126,23.48634",https://lh3.googleusercontent.com/p/AF1QipNDqcwC_kOF0nMi5Ql5fg9m8YLPMb4fUzMryAYw=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJxQNAhDKUbjQR0rls6oi0wfA,戶外,8234,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
北門駅,,嘉義市,嘉義市東區共和路428號,4.4,"120.45462,23.48768",https://lh3.googleusercontent.com/p/AF1QipNkqNojYyNGOy3UV4sk8sAd6m3EvA_lEWxTTeSo=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJWQrlZXyVbjQR-1aquDgVdYM,戶外,101,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義市立博物館,星期一休息星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,嘉義市,嘉義市東區忠孝路275之1號,4.4,"120.45172,23.48716",https://lh3.googleusercontent.com/p/AF1QipM9mLlrUMn7Bz6p85i8V8y8XXv979yqflIUkeBn=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJIXui7MyVbjQRSJfxMod_QfM,室內,3019,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
國定古蹟-嘉義舊監獄,星期一休息星期二09:30–12:0013:30–16:00星期三09:30–12:0013:30–16:00星期四09:30–12:0013:30–16:00星期五09:30–12:0013:30–16:00星期六09:30–12:0013:30–16:00星期日09:30–12:0013:30–16:00,嘉義市,嘉義市東區維新路140號,4.3,"120.45866,23.48616",https://lh3.googleusercontent.com/p/AF1QipOxz46ff9uh7V-bGBRxyy5MQsXdZjuou4a8yyYt=w408-h271-k-no,https://www.google.com/maps/place/?q=place_id:ChIJZQXTocqVbjQRC5IKyMH0RdY,室內,5795,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
蘭潭月影潭心,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區鹿寮里紅毛埤187之4號,4.2,"120.48071,23.46588",https://lh3.googleusercontent.com/p/AF1QipN1iGtFxxThiXPwrvUpXKtA76TOp7U5t14lYEth=w408-h307-k-no,https://www.google.com/maps/place/?q=place_id:ChIJy3BFYViUbjQRi9ogODhF5v0,戶外,3904,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
港坪運動公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區大同路320號,4.2,"120.42218,23.47696",https://lh3.googleusercontent.com/p/AF1QipMD7DwWKnm5vz7vV316agaQtll4J8FRmDGxm267=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJU-BuIJGWbjQRiQUfFZsvu9k,戶外,3317,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義市圓林仔社區,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區東義路566巷,3.9,"120.47652,23.50263",https://lh3.googleusercontent.com/p/AF1QipPnHGVHkLyIL4evZqtrwDSKEwhIMYAJFaSocvsF=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJk6TZmrqVbjQR8br5jgCuv3g,戶外,161,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區啟明路264號,4.4,"120.46523,23.48333",https://lh3.googleusercontent.com/p/AF1QipPYqwK7uWFWcy9FXBXaGTUyE_p9OSpFUffu1j3u=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJw58UX7OVbjQRj_JrF6q5EdA,戶外,14953,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
埤子頭植物園,,嘉義市,嘉義市西區埤子頭植物園,,"120.44801,23.49204",,https://www.google.com/maps/place/?q=place_id:ChIJqRqN4M2VbjQRkjjPQmIqLW0,戶外,,西區,2025-05-05 12:54:26,
中正公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區北榮街115號,3.9,"120.44808,23.48100",https://lh3.googleusercontent.com/p/AF1QipNo2aPfR1T-uquA_qF6OgfF1xsuB6jpi_pHO8Xd=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJI5uIireVbjQRjjR-UUA-_Bw,戶外,37,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義火車站(前站),星期一04:50–23:00星期二04:50–23:00星期三04:50–23:00星期四04:50–23:00星期五04:50–23:00星期六04:50–23:00星期日04:50–23:00,嘉義市,嘉義市西區中山路528號,4.3,"120.44121,23.47908",https://lh3.googleusercontent.com/p/AF1QipM2rzw1Luc_QZ3hmwEotyhSmYSfRj3yqSjt08S9=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ-wf60yiUbjQRZwAVNn6qjU0,戶外,2420,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義文化創意產業園區,星期一休息星期二10:00–18:00星期三10:00–18:00星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,嘉義市,嘉義市西區中山路616號,4.1,"120.44002,23.47699",https://lh3.googleusercontent.com/p/AF1QipMOuMn5Qd9i-4QGxxK5h8hsCMVeEKas6YRpT1Hs=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJxTUh1SeUbjQRXIAyiFmbjyw,戶外,3169,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉油鐵馬道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區世賢路四段,4.3,"120.44729,23.46222",https://lh3.googleusercontent.com/p/AF1QipO8x641o1J2ggmQ0rLkiIzyerMn_6BW1YcY5-w=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJM_Lr1BmUbjQRUx0htDYsHkY,戶外,369,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
農業部農業試驗所嘉義農業試驗分所,星期一06:30–17:30星期二06:30–17:30星期三06:30–17:30星期四06:30–17:30星期五06:30–17:30星期六06:30–17:30星期日06:30–17:30,嘉義市,嘉義市東區民權路2號,4.2,"120.46787,23.48424",https://lh3.googleusercontent.com/p/AF1QipMNL-V2U6t0AjCO0hPbrr8B9mz428JGsgoz6erZ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ13hn-LKVbjQRXuBmE8Yf-Wc,戶外,25,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義之心城市願景館,星期一休息星期二10:00–18:00星期三10:00–18:00星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日休息,嘉義市,嘉義市西區中山路524號,4.2,"120.44179,23.47930",https://lh3.googleusercontent.com/p/AF1QipNCtgnhjswHcIb8jNngqwkes2zdY5I5FUNcGnwB=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYxx1Ki-UbjQRP-Uiq5C_5jw,室內,58,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
KANO園區,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區山仔頂249之1號,4.3,"120.46485,23.48164",https://lh3.googleusercontent.com/p/AF1QipPd4XC6H3BRnz1MrEZrG8JPMK-Fv-kS_WDou7j0=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJzbLMp0yUbjQRi8vyQOW4CEc,戶外,1865,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
沉睡森林主題公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區共和路239號,4.0,"120.45466,23.48727",https://lh3.googleusercontent.com/p/AF1QipOVrCDARQzfvk26JHLHLjTK2ckXjFGXaYKZH13G=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ8-h_oMuVbjQRgaL-jr9xXAA,戶外,1433,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
北香湖公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區文化路600號,4.3,"120.44713,23.49284",https://lh3.googleusercontent.com/p/AF1QipMPH5WnFcRHSO4Guz9F8lFP7QKpY1qNnt0qRKrO=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJTYu-j9GVbjQRko6zoS_YyWA,戶外,3560,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
彌陀映月橋,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區600嘉義市東區,4.2,"120.46823,23.46154",https://lh3.googleusercontent.com/p/AF1QipPBW-KrCLv-BmX0ueoU5aM6SylEnmJ9_qKmZL35=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJCWIRjW-VbjQRK1Ku9xDD1_Q,戶外,711,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
臺灣花磚博物館,星期一10:00–17:30星期二休息星期三10:00–17:30星期四10:00–17:30星期五10:00–17:30星期六10:00–17:30星期日10:00–17:30,嘉義市,嘉義市西區林森西路282號,4.5,"120.44603,23.48336",https://lh3.googleusercontent.com/p/AF1QipNsNDiYSkhlBuXisuK_aW_QUMkz_lPOPIcX6EfC=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJJU4OmS2UbjQRgjVPo5_9ARw,室內,4276,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
蘭潭音樂噴泉,,嘉義市,嘉義市東區紅毛埤187號,4.2,"120.48018,23.46546",https://lh3.googleusercontent.com/p/AF1QipMmIsYMbxv1Vmn45Nd_dAd1Ls5K0vbrJAhnJyn4=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJnRJTFO2UbjQRsuSmLuZXY1U,戶外,491,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
森林之歌,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區文化路,4.2,"120.44825,23.48665",https://lh3.googleusercontent.com/p/AF1QipNOP2QQD-sVtOERjTB3Rt6TzHsI1g77wVG8TkCK=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJY3tuyjKUbjQRykskI4yLiX4,戶外,5868,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
蘭潭後山步道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市東區,4.4,"120.48969,23.47937",https://lh3.googleusercontent.com/p/AF1QipP2T_2XhlebeLw1cNNpETNKytGr2l8BUE43el9f=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJwzwMTgKVbjQRm6UC6yOu2k8,戶外,418,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義市環市自行車道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區文化路638號,5.0,"120.44395,23.49537",https://lh3.googleusercontent.com/p/AF1QipOr6qJKqKMM9naTLsgd598OkHrZFm1R8QXDipMg=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJeSWdJaSVbjQRatC46J750HE,戶外,4,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
大溪厝水環境教育園區,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,嘉義市,嘉義市西區大溪路651號,4.5,"120.40116,23.48020",https://lh3.googleusercontent.com/p/AF1QipOuDpweZePXRDEqimlfnjB3HUP8vnp5ZgtcN2ve=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ7XBziCeXbjQRp5109ywQH8g,戶外,89,西區,2025-05-05 12:54:26,2025-05-05 12:54:26
實驗木場,,嘉義市,嘉義市東區維新路134巷24號,4.2,"120.45915,23.48510",https://lh3.googleusercontent.com/p/AF1QipNy_MUciLkUOoIpR_O_5Fo222IgTdhRR7WmVwoJ=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ8RIsWvKVbjQRqjWYNXvrVUg,戶外,18,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
嘉義製材所園區,,嘉義市,嘉義市東區林森西路4號,4.4,"120.45077,23.48683",https://lh3.googleusercontent.com/p/AF1QipMPri0yxBEBPT23KT6EDdFu4gtKF78RyDETk4PF=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJmw5T5MyVbjQRNRgb1OpP1hY,戶外,432,東區,2025-05-05 12:54:26,2025-05-05 12:54:26
國立臺灣科學教育館,星期一休息星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–18:00星期日09:00–18:00,台北市,台北市士林區士商路189號,4.3,"121.51647,25.09626",https://lh3.googleusercontent.com/p/AF1QipOMSNzJtzK_fvkgwjL3eLGzjOM_Y4HMuE5RuzfH=w408-h244-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ42fAy7iuQjQRE2DgdH7p7fQ,室內,8485,士林區,2025-05-05 12:54:26,2025-05-05 12:54:26
國立中正紀念堂,星期一09:00–18:00星期二09:00–18:00星期三09:00–18:00星期四09:00–18:00星期五09:00–18:00星期六09:00–18:00星期日09:00–18:00,台北市,台北市中正區,4.5,"121.52018,25.03550",https://lh3.googleusercontent.com/p/AF1QipOHc35SyY9a2W3GILjiDaB0ddL5UaeFCDYk5Tpy=w408-h444-k-no,https://www.google.com/maps/place/?q=place_id:ChIJTamiuZ2pQjQRsmnfkkID6UM,戶外,76374,中正區,2025-05-05 12:54:26,2025-05-05 12:54:26
國民革命忠烈祠,星期一09:00–17:00星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,台北市,台北市中山區北安路139號,4.4,"121.53296,25.07941",https://lh3.googleusercontent.com/p/AF1QipPJ1lPee5Lpi8Q0WN3IZQ2eJ1Okxp-tunLakofm=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJb5w3o6uuQjQRlsXYoJ97zS4,戶外,5165,中山區,2025-05-05 12:54:26,2025-05-05 12:54:26
陽明山中山樓,星期一10:00–14:00星期二10:00–14:00星期三10:00–14:00星期四10:00–14:00星期五10:00–14:00星期六10:00–14:00星期日10:00–14:00,台北市,台北市北投區陽明路二段15號,4.4,"121.55265,25.15562",https://lh3.googleusercontent.com/p/AF1QipPUIznornzY8oZPHRC83zo_gyu5JoDpYYOirMVE=w408-h287-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ4djAF_atQjQRQPDzjrL3Ihc,戶外,1787,北投區,2025-05-05 12:54:26,2025-05-05 12:54:26
陽明書屋,星期一09:00–16:30星期二09:00–16:30星期三09:00–16:30星期四09:00–16:30星期五09:00–16:30星期六09:00–16:30星期日09:00–16:30,台北市,台北市北投區,4.3,"121.53905,25.16182",https://lh3.googleusercontent.com/p/AF1QipPshwMztVB6AEMU1j0dGXPIE_jlBt52GJPlHQZk=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJPRTlDwGyQjQRJ0lg4_VI4tk,戶外,1230,北投區,2025-05-05 12:54:26,2025-05-05 12:54:26
臺北市立美術館,星期一休息星期二09:30–17:30星期三09:30–17:30星期四09:30–17:30星期五09:30–17:30星期六09:30–20:30星期日09:30–17:30,台北市,台北市中山區中山北路三段181號,4.6,"121.52481,25.07241",https://lh3.googleusercontent.com/p/AF1QipO1pINoenq9CNGKQv2JrzVuwU_mbmK_m_mlQtec=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ-ffZ_VGpQjQRcaEDDIjDQHo,室內,16322,中山區,2025-05-05 12:54:26,2025-05-05 12:54:26
二二八和平公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,台北市,台北市中正區凱達格蘭大道3號,4.2,"121.51503,25.04157",https://lh3.googleusercontent.com/p/AF1QipN1KO1lZtlpuU6LPxpOgM1zlymCzSuKEkRnXv2_=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJKX1kH3WpQjQRcyy76pvtt-s,戶外,23679,中正區,2025-05-05 12:54:26,2025-05-05 12:54:26
台北當代藝術館,星期一休息星期二10:00–18:00星期三10:00–18:00星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,台北市,台北市大同區長安西路39號,4.4,"121.51898,25.05080",https://lh3.googleusercontent.com/p/AF1QipOowe-w1GuQmzRFEid4VVSHvQd-HDEbbf9sVF7z=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJc-TxSWypQjQR-8Eh7elK97Q,室內,6763,大同區,2025-05-05 12:54:26,2025-05-05 12:54:26
