s_name,b_hour,county,address,rate,geo_loc,pic_url,gmaps_url,type,comm,area,create_time,update_time
蘇澳冷泉公園,星期一10:00–21:00星期二10:00–21:00星期三10:00–21:00星期四10:00–21:00星期五10:00–21:00星期六10:00–21:00星期日10:00–21:00,宜蘭縣,宜蘭縣蘇澳鎮冷泉路6之4號,3.8,"121.85070,24.59731",https://lh3.googleusercontent.com/p/AF1QipMRKVzKJG9pEW2PwSECkQ352bHMLJos88DiBoiB=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJl46E4DXoZzQRguSwNiYmEyM,戶外,7309,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
豆腐岬風景區,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣蘇澳鎮,4.3,"121.87143,24.58382",https://lh3.googleusercontent.com/p/AF1QipNQnWEmxpfZvww96IEisSJSH8O26HqLUskmlBW5=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJtUP3qTXoZzQRH9XGPtgr2j0,戶外,6291,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
武荖坑風景區,,宜蘭縣,宜蘭縣蘇澳鎮武荖坑路75號,4.2,"121.81447,24.61061",https://lh3.googleusercontent.com/p/AF1QipOBOjoRhbHY15zAFMztbCKvkzv4ZWDrzwqq4Uqb=w408-h270-k-no,https://www.google.com/maps/place/?q=place_id:ChIJTZgZcHboZzQRDdgb5km-Ros,戶外,3218,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
頂寮生態公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣蘇澳鎮頂寮,3.6,"121.84275,24.63944",https://lh3.googleusercontent.com/p/AF1QipPKH9Hkuk1U-32MbZs7eC2L1af04zYMfQe_Lp_4=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJibyDQejoZzQReCK_U9UbbVU,戶外,222,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
砲台山風景區,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣蘇澳鎮,3.9,"121.85699,24.59322",https://lh3.googleusercontent.com/p/AF1QipNhUf_17jdt2-W1J-Hkx5mIYy9wC5_z5jHoE8xv=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJAQAAQDPoZzQRuVNnGlQBeoU,戶外,613,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭餅發明館,星期一08:30–18:00星期二08:30–18:00星期三08:30–18:00星期四08:30–18:00星期五08:30–18:00星期六08:30–18:00星期日08:30–18:00,宜蘭縣,宜蘭縣蘇澳鎮海山西路369號,4.4,"121.82917,24.61456",https://lh3.googleusercontent.com/p/AF1QipOPmkYjvUEJVXL7HfuuovRB8FBHYTfeuGDJxkvU=w408-h275-k-no,https://www.google.com/maps/place/?q=place_id:ChIJb6lDH2boZzQR871NrJByho4,室內,20573,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
南方澳討海文化館,星期一09:00–12:0013:00–16:00星期二09:00–12:0013:00–16:00星期三09:00–12:0013:00–16:00星期四09:00–12:0013:00–16:00星期五09:00–12:0013:00–16:00星期六09:00–12:0013:00–16:00星期日09:00–12:0013:00–16:00,宜蘭縣,宜蘭縣蘇澳鎮跨港路2號,3.8,"121.87187,24.58525",https://lh3.googleusercontent.com/p/AF1QipO9eVoiz2foh-DnC9Hv6_jBHqPqAZIqeIgk3IkG=w408-h299-k-no,https://www.google.com/maps/place/?q=place_id:ChIJtWzbZ9DpZzQRCBe38uch6IY,室內,153,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
奇麗灣珍奶文化館,星期一10:00–17:00星期二10:00–17:00星期三10:00–17:00星期四10:00–17:00星期五10:00–17:00星期六09:30–17:30星期日09:30–17:30,宜蘭縣,宜蘭縣蘇澳鎮頂強路23號,4.2,"121.83672,24.63421",https://lh3.googleusercontent.com/p/AF1QipPU8vDdqD3vhcKoZEz2Llk-GOo0BOjZ7Y2WTCSo=w408-h270-k-no,https://www.google.com/maps/place/?q=place_id:ChIJE9Hm6u3oZzQRHOcpGbeT_8A,室內,21795,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
祝大漁物產館 ZHU DAYU Culture Museum,星期一09:00–17:00星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣蘇澳鎮江夏路52之2號,3.7,"121.86639,24.58526",https://lh3.googleusercontent.com/p/AF1QipMEfGfyaDjk7UM8dizk-NxSIfJX7vbXwl5KFiA=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJiYeA6c_pZzQRdLkmO0Blx_Q,室內,4312,蘇澳鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
橘之鄉蜜餞形象館,星期一08:30–17:30星期二08:30–17:30星期三08:30–17:30星期四08:30–17:30星期五08:30–17:30星期六08:30–17:30星期日08:30–17:30,宜蘭縣,宜蘭縣宜蘭市梅洲二路33號,4.3,"121.73683,24.78010",https://lh3.googleusercontent.com/p/AF1QipO4ATuszP1YbhXYV5JXCtTKjnCmdYGNRthpRRN7=w408-h271-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYa-rS0n7ZzQRq6rvo8hKYmg,室內,6728,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
亞典菓子工場,星期一09:30–18:00星期二09:30–18:00星期三09:30–18:00星期四09:30–18:00星期五09:30–18:00星期六09:30–18:00星期日09:30–18:00,宜蘭縣,宜蘭縣宜蘭市梅洲二路122號,4.1,"121.73201,24.78099",https://lh3.googleusercontent.com/p/AF1QipOXu5E9e6vwqS7bRdaFJFIWZ8VVOiQG5w24fwNu=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJxwxiEU77ZzQRZ3a_KNM6LXg,室內,15863,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭吳沙故居,星期一09:00–17:00星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣礁溪鄉北門巷39號,4.3,"121.75937,24.78818",https://lh3.googleusercontent.com/p/AF1QipMyHJ5jkU0eByQqHVyanLTlLe8uuJgKeI4l42Lo=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJcS8qGSL7ZzQRg1e94JtaomY,戶外,398,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
柴圍佃圳水門公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣礁溪鄉四結路33之之36號,3.4,"121.75441,24.79380",https://lh3.googleusercontent.com/p/AF1QipMtab3YQtKooPJJg7q633_xtq3zqiuVHS9UHtZI=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJiRnm0Rn7ZzQRHN3eaTqBRzM,戶外,51,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭養殖場,星期一09:00–21:00星期二09:00–21:00星期三09:00–21:00星期四09:00–21:00星期五09:00–21:00星期六09:00–21:00星期日09:00–21:00,宜蘭縣,宜蘭縣礁溪鄉奇立丹路86號,4.0,"121.77652,24.82134",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q94gEIYO0JtzmOZYAW4oRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.45694&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJnwYPYE_6ZzQRS5ZPtsrl66Y,戶外,4,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
金車生技水產養殖研發中心,星期一08:00–17:00星期二08:00–17:00星期三08:00–17:00星期四08:00–17:00星期五08:00–17:00星期六08:00–17:00星期日08:00–17:00,宜蘭縣,宜蘭縣礁溪鄉淇武蘭路162之13號,4.0,"121.79362,24.81700",https://lh3.googleusercontent.com/p/AF1QipMSGe4iKhIsv-h4g_N6taUng3MndRyIxexH7fFY=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ4XxrOGn6ZzQRNaC6GgG-bMI,室內,11135,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
呂美麗精雕藝術館,星期一09:00–18:00星期二09:00–18:00星期三09:00–18:00星期四09:00–18:00星期五09:00–18:00星期六09:00–18:00星期日09:00–18:00,宜蘭縣,宜蘭縣礁溪鄉興農路322巷1號,4.5,"121.78350,24.81562",https://lh3.googleusercontent.com/p/AF1QipM5fHCZANWbkL0FbIfQFEX4Vu7Knpi46tjOSaT0=w408-h544-k-no,https://www.google.com/maps/place/?q=place_id:ChIJvREktVz6ZzQRf6hIck9261s,室內,571,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
五峰旗聖母朝聖地,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣礁溪鄉五峰路91巷10號,4.6,"121.74510,24.83290",https://lh3.googleusercontent.com/p/AF1QipM90MWK2DVEgUYKbCIDulrwCsyDSS2hhVvFj5F6=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJW8dCqr_7ZzQRnF1ccABiBLg,戶外,4564,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
礁溪溫泉廣場,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣礁溪鄉礁溪路五段156號,4.2,"121.77364,24.82873",https://lh3.googleusercontent.com/p/AF1QipO8koDhHK5kk6EqIAAe69dllUetFntAUwGd-TS8=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ86DaKjb6ZzQREjjojIctFB0,戶外,995,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
湯圍溝溫泉公園,星期一08:00–12:0013:00–21:30星期二08:00–12:0013:00–21:30星期三08:00–12:0013:00–21:30星期四08:00–12:0013:00–21:30星期五08:00–12:0013:00–21:30星期六08:00–12:0013:00–21:30星期日08:00–12:0013:00–21:30,宜蘭縣,宜蘭縣礁溪鄉德陽路99之11號,4.2,"121.76996,24.82851",https://lh3.googleusercontent.com/p/AF1QipNyQSjYM2K99OpEz3l9JA-eiCPFVMC_nyBHnu-6=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ772ubUr6ZzQRuY_2y4RvRrM,戶外,19804,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
猴洞坑瀑布,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣礁溪鄉白石腳路196號,4.2,"121.78205,24.84343",https://lh3.googleusercontent.com/p/AF1QipN2TriQmDRSNo-mW8gIMKpClRI2QKMi_0A-vqog=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJO_MKTSH6ZzQRc62tjx_IfU8,戶外,5651,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
淡江大學蘭陽校園,星期一08:00–12:0013:00–17:00星期二08:00–12:0013:00–17:00星期三08:00–12:0013:00–17:00星期四08:00–12:0013:00–17:00星期五08:00–12:0013:00–17:00星期六休息星期日休息,宜蘭縣,宜蘭縣礁溪鄉林尾路180號,4.5,"121.72908,24.82185",https://lh3.googleusercontent.com/p/AF1QipP7EWv-KECABgx7kFfgjW9ZI9Cs_2VTdnUaQGG9=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJNdAqNIX7ZzQRUJBEbAOPvCo,戶外,59,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
林美石磐步道,,宜蘭縣,宜蘭縣礁溪鄉林尾路,4.5,"121.73570,24.82256",https://lh3.googleusercontent.com/p/AF1QipMPbupJroRSGQPtdR6MuSfi3eXaXP1AgbM8GOHZ=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJNdNOwpv7ZzQR6K_ktSipnsY,戶外,8030,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
礁溪高爾夫球場,星期一05:30–18:30星期二05:30–18:30星期三05:30–18:30星期四05:30–18:30星期五05:30–18:30星期六05:30–18:30星期日05:30–18:30,宜蘭縣,宜蘭縣礁溪鄉林尾路156號,4.2,"121.73940,24.82499",https://lh3.googleusercontent.com/p/AF1QipNDv-_SpV2_1qKBg5chMydzWHVwHUuUnUMnmEzr=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJF-JlaKb7ZzQRpKuvrk6aPOY,戶外,999,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
金棗文化館,星期一08:10–17:00星期二08:10–17:00星期三08:10–17:00星期四08:10–17:00星期五08:10–17:00星期六08:30–17:00星期日08:30–17:00,宜蘭縣,宜蘭縣礁溪鄉林尾路139之2號,3.9,"121.74944,24.81479",https://lh3.googleusercontent.com/p/AF1QipO2PpzC0TsWWhquMXUUbFSam6pOyRNpaxxiIIoQ=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJYdT_Faf7ZzQRc-NfATdn8vQ,室內,132,礁溪鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭幾米公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣宜蘭市宜興路一段240號,4.1,"121.75700,24.75263",https://lh3.googleusercontent.com/p/AF1QipPwc_eA-Gc5YYl6Dhzu8PNT0n8N95OK6ICiA3f6=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJdTXpxtvkZzQRYSmxKq3qjSI,戶外,16592,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
頭城老街,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣頭城鎮和平街,3.9,"121.82416,24.85697",https://lh3.googleusercontent.com/p/AF1QipNjgIDlZGDV-WJivenIaFAYRb6Vho48Vou8nz5-=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJZZ9djkL3ZzQRF9H_SPRrAfo,戶外,9299,頭城鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
羅東運動公園 東丘 落羽松,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣羅東鎮公正路666號,4.5,"121.75752,24.68277",https://lh3.googleusercontent.com/p/AF1QipOSzw38C_saJWOtAGd28Ziik1Zb_L8uJq_k1wBp=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJR_I4YILmZzQRmijPLPyNOug,戶外,11730,羅東鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭河濱公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣宜蘭市環河東路,4.3,"121.75623,24.76482",https://lh3.googleusercontent.com/p/AF1QipP9KPeTgLEABiOKLb1_-6zRPIULXGgcp1VuOKLX=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJJSKrw9PkZzQRGHa6tlIuCeQ,戶外,2288,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
清水地熱公園,星期一09:00–17:00星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣大同鄉三星路八段501巷150號,4.4,"121.63657,24.61181",https://lh3.googleusercontent.com/p/AF1QipO3GwwaNlgaUwptEFQxD-CtOap_kYZ1Z1cObrp-=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVRVxaDQRDc3Y8MyRVlE,戶外,22866,大同鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
中興文化創意園區,星期一10:00–18:00星期二10:00–18:00星期三休息星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,宜蘭縣,宜蘭縣五結鄉中正路二段6之8號,4.2,"121.77108,24.69430",https://lh3.googleusercontent.com/p/AF1QipMM9WIm-YFS6om1imAw8Jop51J_P8INsHhapexa=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJkYBhy83lZzQRyqzQY4ByOGQ,室內,11156,五結鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭運動公園,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣宜蘭市中山路一段755號,4.4,"121.75250,24.73806",https://lh3.googleusercontent.com/p/AF1QipNNm24DAy0IYyJbzNRi-BWVZ9PHjXsKljt-2L8F=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJw0XSCuXkZzQRIg4juN22z6E,戶外,6160,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
冬山河生態綠舟,星期一08:00–18:00星期二08:00–18:00星期三08:00–18:00星期四08:00–18:00星期五08:00–18:00星期六08:00–18:00星期日08:00–18:00,宜蘭縣,宜蘭縣冬山鄉冬山路二段172號,4.3,"121.78828,24.63872",https://lh3.googleusercontent.com/p/AF1QipNQmZ8JXbMW_3U-y8DX2c4LkzkJdP0DrrdHXZEW=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJnZcO8jXmZzQRBLiQt-TL26M,戶外,10176,冬山鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭文學館,星期一休息星期二10:00–18:00星期三10:00–18:00星期四10:00–18:00星期五10:00–18:00星期六10:00–18:00星期日10:00–18:00,宜蘭縣,宜蘭縣宜蘭市舊城南路縣府二巷19號,4.1,"121.74941,24.75502",https://lh3.googleusercontent.com/p/AF1QipNkh1CwFq8Y-Dwrp9clalaNEfEpOt2pVUBqoT9e=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ2UlVcMTkZzQRWeDcngOvOlA,室內,1319,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭設治紀念館,星期一休息星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣宜蘭市舊城南路力行3巷3號,4.3,"121.74954,24.75532",https://lh3.googleusercontent.com/p/AF1QipO8dV0agL0VXz-rQGBJYFLVvzFQI-2W380_C8hf=w408-h271-k-no,https://www.google.com/maps/place/?q=place_id:ChIJC_DVbEPvZzQRXuKuQ79CIGA,室內,2943,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
台灣戲劇館,,宜蘭縣,宜蘭縣宜蘭市中山路三段1號,4.8,"121.75175,24.75486",https://lh3.googleusercontent.com/p/AF1QipNM26mDNuvWxBQABaTdtIg7TDP8S_NnWtg_c5pR=w426-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJVTBXopvlZzQRvyi7jOkCG0s,室內,9,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
宜蘭美術館,星期一休息星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣宜蘭市中山路三段1號,4.4,"121.75179,24.75492",https://lh3.googleusercontent.com/p/AF1QipNkfNeUZFxrsJ2uailJZTvHhgnet0iGUliHZwBG=w408-h270-k-no,https://www.google.com/maps/place/?q=place_id:ChIJMyZ6msTkZzQR-ihlfGlEKDw,室內,857,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
甲子蘭酒文物館,星期一08:30–17:00星期二08:30–17:00星期三08:30–17:00星期四08:30–17:00星期五08:30–17:00星期六08:30–17:30星期日08:30–17:30,宜蘭縣,宜蘭縣宜蘭市舊城西路3號,3.9,"121.74910,24.75693",https://lh3.googleusercontent.com/p/AF1QipPqcrgKKqXEiFM8p6F3qi6oKvZz50v88invsyMa=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJWUkzSMTkZzQR39me2A_ZYBI,室內,7336,宜蘭市,2025-05-05 12:54:26,2025-05-05 12:54:26
羅東文化工場,星期一休息星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣羅東鎮純精路一段96號,4.3,"121.76457,24.67187",https://lh3.googleusercontent.com/p/AF1QipN4yeiDo7P603RUx8eb4VolilJsLthiRjFPSSDN=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJv4AbDojmZzQR0aMfle7r4MU,戶外,4093,羅東鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
二結庄生活文化館,,宜蘭縣,宜蘭縣五結鄉舊街一路80號,4.1,"121.76880,24.70830",https://lh3.googleusercontent.com/p/AF1QipNMNHEOr5HXRcG9kcFvnp1Sw6XlJevHaTfpGvl1=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ9Sbnk7PlZzQR7giX4sssNWk,室內,26,五結鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
壯圍濱海自行車道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣壯圍鄉,3.9,"121.82818,24.71741",https://lh3.googleusercontent.com/p/AF1QipMsHsz1Gp98el39tQStXxsfHpXGuVtb_8rMrjog=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJz89XeZnvZzQR0MLQbTbPLaU,戶外,27,壯圍鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
安農溪自行車道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣三星鄉,4.5,"121.65014,24.65969",https://lh3.googleusercontent.com/p/AF1QipPycbS8aGzy_BUtL43UEEHAuMuy_WjqmjYMBfh_=w425-h240-k-no,https://www.google.com/maps/place/?q=place_id:ChIJR3vIOzbgZzQRdVzw4t1jeVI,戶外,348,三星鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
冬山河自行車道,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣冬山鄉,4.6,"121.80982,24.66707",https://lh3.googleusercontent.com/p/AF1QipPsdnazq9mZJpHal3SjRMy4w-Z3Gb5OECM7jMf-=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJO4gx-wHmZzQRtQGX44Cp3mI,戶外,218,冬山鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
蜊埤湖,星期一24 小時營業星期二24 小時營業星期三24 小時營業星期四24 小時營業星期五24 小時營業星期六24 小時營業星期日24 小時營業,宜蘭縣,宜蘭縣員山鄉蜊埤路,4.1,"121.69719,24.75531",https://lh3.googleusercontent.com/p/AF1QipOpJURMeLIcsApxNsbSrNGvPkQOaF-BMvoyA2yu=w408-h305-k-no,https://www.google.com/maps/place/?q=place_id:ChIJHTubuhTjZzQRPxPjCG-lBbE,戶外,3469,員山鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
太平山國家森林遊樂區,星期一06:00–20:00星期二06:00–20:00星期三06:00–20:00星期四06:00–20:00星期五06:00–20:00星期六04:00–20:00星期日04:00–20:00,宜蘭縣,宜蘭縣大同鄉太平巷58之1號,4.6,"121.53503,24.49772",https://lh3.googleusercontent.com/p/AF1QipOEcQyK8HTh70LpkcaGDANZaTxG7MqFk8IZ-6qn=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ_TaOy7JwaDQRFf4T-zm2dqo,戶外,8487,大同鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
力麗馬告生態園區棲蘭山莊,,宜蘭縣,宜蘭縣大同鄉泰雅路四段6號,3.9,"121.49224,24.58015",https://lh3.googleusercontent.com/p/AF1QipME_EUicxT7_DIhmOYo7JH38phkcV9Uq2prhPw=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJDaFSx9RzaDQR-xAsg5lw52s,戶外,2222,大同鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
仁山植物園,星期一08:00–17:00星期二08:00–17:00星期三08:00–17:00星期四08:00–17:00星期五08:00–17:00星期六08:00–17:00星期日08:00–17:00,宜蘭縣,宜蘭縣冬山鄉新寮路500號,4.3,"121.75942,24.62459",https://lh3.googleusercontent.com/p/AF1QipPLDVIsnJLwFck_NNVWfk6v2gtIHr53oeev8OOr=w408-h293-k-no,https://www.google.com/maps/place/?q=place_id:ChIJI5W_Vw3nZzQRrzAvR-_n9i0,戶外,3961,冬山鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
東岳湧泉,,宜蘭縣,宜蘭縣南澳鄉,4.4,"121.83100,24.52431",https://lh3.googleusercontent.com/p/AF1QipOBrHDTY3d92lb3GUb9MhLy-Suc8RmhW551Gour=w408-h307-k-no,https://www.google.com/maps/place/?q=place_id:ChIJmV4fbkXDZzQRnzpRESRVlMM,戶外,382,南澳鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
望龍埤,星期一08:00–18:00星期二08:00–18:00星期三08:00–18:00星期四08:00–18:00星期五08:00–18:00星期六08:00–18:00星期日08:00–18:00,宜蘭縣,宜蘭縣員山鄉,4.3,"121.69910,24.77660",https://lh3.googleusercontent.com/p/AF1QipP4YPukbGFiCSu4HWZ4YqcoQtft9iKoa5TyWHhW=w408-h272-k-no,https://www.google.com/maps/place/?q=place_id:ChIJX3qwoUvjZzQRD_TNlJmeDzQ,戶外,14004,員山鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
長埤湖風景區,星期一09:00–17:00星期二09:00–17:00星期三09:00–17:00星期四09:00–17:00星期五09:00–17:00星期六09:00–17:00星期日09:00–17:00,宜蘭縣,宜蘭縣三星鄉,4.0,"121.61096,24.64405",https://lh3.googleusercontent.com/p/AF1QipOQ-oTSGbhIT6qe9Xf8irCY_EX07D3jwVa1NaIu=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJ2WyDKrcKaDQRrbGZayWe9bg,戶外,2276,三星鄉,2025-05-05 12:54:26,2025-05-05 12:54:26
羅東林業文化園區,星期一08:00–17:00星期二08:00–17:00星期三08:00–17:00星期四08:00–17:00星期五08:00–17:00星期六08:00–17:00星期日08:00–17:00,宜蘭縣,宜蘭縣羅東鎮中正北路118號,4.4,"121.77225,24.68193",https://lh3.googleusercontent.com/p/AF1QipOOjEr-3HO6C7bARFBi2RsxYV67fHygJeb7r1gl=w408-h306-k-no,https://www.google.com/maps/place/?q=place_id:ChIJMY-Oj9blZzQR-KxtOScEVwc,戶外,23512,羅東鎮,2025-05-05 12:54:26,2025-05-05 12:54:26
