gov Id 識別碼,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
C3_376430000A_000034,ChIJXwb1Kf4eaDQRG05sWy1vobo,老賊壽司,4.3,5974,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市桃園區中正路328號,121.3092407,24.9979175,OPERATIONAL,{'open_now': False},AeeoHcIALvdCaE8VWK-A2q6PfoHGGZ8n4SQsN0VUy8suI2kMPgkokO2C-yBixmd-6OM8bkvJfb68o0PPTNZi5m96OtX5gUnSkFET1vfxl9q1cSfqpbcp2UcZZaG9I7bbD60R_0pnhgsKaHXjW1v2ldyM7SCka4oWlza4C05mddlq3Hhbwsuu2bJGrPX0kNGX_zZH_mwORy4RR9Pq3NKIpNdC7caEyODfaL2J20gKGRyYRL6ShM4P0qik192JSJlzlV_xU0SAH1CqUal1j5X_7aYcuc5nwzc3xA8pFOHw5mkBYD8Qr-fzJB8
C3_376430000A_000045,ChIJo4GzY0weaDQRXuZCaV5BVMc,灶腳小館,4.3,1915,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市桃園區大興路218號,121.3130027,25.0160734,OPERATIONAL,{'open_now': True},AeeoHcIFTekEZIHaBA95saGJwSWwx-GpRT51kvFeLfXidlM02kRp8WDNtpT756RcfKs_lxhLZoACMJ-eDy26ZHT8npOzknLsVExsVY6rr5Zvlpzp8g2tm9u2YUEPS-tLcLLd38Pa_IteD0mBUstm8JaCNPf9SlTh9PJsx8Fib4Fl0izK62SPmbLF1rOwZwu-jus6a0Ad6gBgCcJLHrhFxhSzskPvg14N6JQRQykBSqX2GSZng1jAWBI75QkLIpKV3Jpc6_Y9yTKyokLQccYalcrJU6TNB40CMrlhY4RdpRwWq9jakwa2MSs
C3_376430000A_000071,ChIJu-QjudMWaDQRH7yFvP3NkEY,元發飲食店,4.3,43,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市復興區中山路13之1號,121.3502569,24.8145824,OPERATIONAL,{'open_now': False},AeeoHcL7gmqDPS3bMgbcOf9TPlrZOiNirpLkrDtlSoUYGUkkkZlpfn34b9YrUidrzrTMnu1lKl9EylOAMBIi17iUvDaHjqNo-KyqlHC6zK5WPHvEBbIylbfTe59fAifVtkDZxjPTQEF5ysOEUBJ3DB135mNxboI_6t7GHbRNTxDH8ThRubuYk5MnyD9RnGy13BEM_1VZycxBZhbIt3WiXTxyb3WDyqruqOx3Pq8decsMEb4rA4fy10OjcCBzufmtElQ7RQCYW8bIIm5JtSdIoZ5tLi119aJFleQTNegmwc7ysgdi6dHMIAVm3-_fRKqDY7diy5cS-v160AmxV0H1Tl6yVNgdF3-h0kH5xGm1I5izXkIwgPNi4FFcUZEBepKHkcl7ekni1eYjmaMIWEyp0bNw08v5ezia2b4GV1xkM5EfcWfhxdKHaWXyBlNKfNKJb2CSBAGO7r7JEfSH1BScuGwV_RagVoV6SGr_mYJ18z-H2H-y3gwML-Br8JCgwq8lUODBhW-rGMijwmeP06RMZP7uExiAUPuC4cNf04IreMDAegiS8UUslfqIbc0hOmBXVO_LSMnjp-o5P40eXA
C3_376430000A_000113,ChIJK8FVtsokaDQRnKDHlI1qaAs,首烏客家海鮮餐廳,4.2,1762,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市楊梅區新成路61號,121.1469346,24.9115827,OPERATIONAL,{'open_now': True},AeeoHcIoZevbD32oldM2AqNOEnnAtdTRCso7lZYNjOAyLiJbshWG2JE1fw4WkBt6ftzadkxB_eUqw8qRf_THBzhBIMODSRg_JoKP4PLZHUAIy9g6aq5vpJRZPPt0GwYR8V-Eki7MmzbnkJnKwoPYY-nkfGtC1Nn140nnOGZFrpSq69UHgG0lcgC65F1Yd1uToPmTHy9rLPofouyxZBfs-DxkXT7rXf8PeB2EIFC8lkPQy69HDIATTUuZ3pl9Kckc67eDUjv_1iJWx3_h8CLPbXRqrSe74Kk3N36Nui632GK1Mj1o1yWSff0CigX9M_kMFS-Hm2fDy8XRjtsIWzkqHPaQlJOJNvUhqQwQMglsmXUcRcfIIN3IfIfMLd1gj2c7FPmEDDOVRPrG6nSWq13ibw5iZQKhHybM_IpCF8fd8XENgi-Tw9M43jDesz4eJXdn4BjeIuoLo6__kgE5_1aYTltOYAbyTJBKBUBW6UGdNOWTSAJEnlPk41pWTbULpNqmVRl5SijCIeuSbp8UuTEMrrCy5emnu21-cibgB_XsaF-_uX269klk-QsfZsZ5IZQiHGcFZGUJRg
C3_376430000A_000138,ChIJbX8Wu6ygQjQRF9QJGX_TQbc,稻鄉村客家莊,4.0,1252,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市龜山區忠義路二段118巷69號,121.3570094,25.0424338,OPERATIONAL,{'open_now': True},AeeoHcKn-U3LE2hgzzG_iy3zws2_4V_njjIaCcdkVSUn9YssoobGjOOHKCvRgAImH-i46uXuC8_nN511aO6OfJGuQCuCCR0oZdPEWfXtkODh29gfusNJPtk9-YFuF5jY1NP1BHtA0g0nix0TjXKVxN_DJyOjr6yc3DJnfCF9_R_HYflTPT1G4A3eYuAr8vhnYsteGyhKXgoku5WXc8EkXe-XLzUImatJMlejKgibiGeh_UBbibts3lLfbbUoeT_3FYJ_qi2CCF_aO02EXv66dJYfGhlKuXZ56k0qv8iQEfEXl-T92h8OsJAwNW1zmHjBwA_YsSVlQ-_3oFaCFO_1_0zrRdMOtRw81aRO6Pys5xvVexPfw_h_htgGJE41BosHRoPbThe7wUuEyct5NwkgSJoTSTYJRupk5f9NUC3eL_F8yQpdhtcN9iLn7zwzqyd9d1YHOp0wz-Omid0gWl6ibMDPOWJwuWyKHnqIu54KF6UKnbp6vu6JaiUP3oC1rO2UOGeR4UIhrdEkAOybdCg2tPqsHUk6_RqSapIzMkenn3UiWxhevlUWfNE_7KKU0PXNiQgElr25diM9O4f_-A
C3_376430000A_000198,ChIJiQqMgO8faDQR05Ye6ku0vsE,張家土雞城,4.0,2681,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市蘆竹區蘆興街451號,121.2764779,25.0405628,OPERATIONAL,{'open_now': True},AeeoHcJXcIoepUWyAwGJ3ca4WvFaWcnkcudRwBJRpLSpfQ9QiNvzwfkJyxRbyHwvndYBN1KwpXVKjwxsQXUgIba6-sVruSkv7eaG58rX2zi_d9aa9PnGtNbb7Vz2HO1KQMN3biVGagMOj4itp8KMXGKPlh8vHLsj-Y3C9bYJkIe5gO2HPLAc9-fb8AB5aLvoWtImPwmFAqh7PGqloSP7-58xPPP-T0vXgfVpIgGyfUIZ63_RfarwwEtwPlldYk_Hy5-v0UJ5PdMYm3WYVJxwuQYSMF-a0z6vAMG07jjdyin-FQaI7vw-I_k
C3_376430000A_000219,ChIJYwoRBUsiaDQRmaW_78LntJ4,三角店客家菜包,3.8,1071,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市中壢區中正路272號,121.2190691,24.9551273,OPERATIONAL,{'open_now': True},AeeoHcLwdNe6DsxcDgiez4MJGenzkTsvLyOlyH_m-SvDSQHzonBzQdWE_eZKbuvqHKr1fnupTUp-uDMsYNB-rU9GiHrMQ6ppNshAkecsJXHPr0mVxf7Zp1rlNS5m7U_Lz6U4djA05YsslkoYIHTgQZGrZlv91TyTnOp7cAf5yeN4XMmfivHICjY6nBXvWDmtbEIXBXvjcVeYkXthD-g1eiTCT0WxGrgeKHUg-WEZqF0qYml_kYUtHO5JD3tpO6KvoHpfaVuxBj_o_HocNn9JOUlrm-4KGrzziLfSme131LviNA09OrZ8mOP3ARpaTfKXvNmXOiP0VfvGH4Ycycz8nzh7hrNkToRPzlK0XPzjM4ICUZ3eZu-4c2wgt2YrCE5Q-XGtWLl5HQp2nxpRLd-CUWFVUWsdl25nlGxwbDXVuvcJ3ddxXPFoKge76mG2IdOuBUvP4XMH8zsPRcv3FbIUd7MbqUHQZgVZDa44pbQ-pP3PCnDlcALWSaE_ExbGyJzyq9BfMyTxAcFI7icVzrHJ8CZRB_vCAGFDsMmnJmUrwhYVvJW5aIgLcOpbullshwW2ZnOlUkAdWGqq
C3_376430000A_000220,ChIJoeupBUsiaDQRqNJ0pxx7UAg,劉媽媽菜包店,3.8,3531,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",桃園市中壢區中正路268號,121.2190801,24.9551126,OPERATIONAL,{'open_now': True},AeeoHcJGoQVtArriMLdVsdG6ymdx3gMTkvq3jUv2dzGM58Zc-dnNZJ4ru0RXUouKAs86MyjFlYm0cmBd6ZZKgRw9TkFhXcnwIqJ91dw9boJEEQxiTDySJADC6-dZ4suMbREDePg-pMmb5CA0JEk7hXlrxSuvkhwq8YzJ3AuYn9jSjqAU50bMRbmW9GlxUmO_Zy6q2pHjGeuT4MfmFX9PIxHpB8Vjr4tuJ2cylpiXrtUd05ih9ef0FDQSDs7-bVMgqJG21A_vXXjh5IPiXBJlOegVGevhp2U3lExvACRFLyP07Q5VlKcscZM
C3_376430000A_000223,ChIJjQ0EDTYiaDQRQSn6Q_tiPu0,禪園人文花園餐廳,4.1,1281,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市中壢區廣安街32號2樓,121.2229989,24.9584619,OPERATIONAL,{'open_now': True},AeeoHcJK2SvtHNI9gAY8RS5PelUvN6mSWQlncegK_wQzATAv_HzIb6xYy8WPdSwbcIMu3nh8A58fQQd7YgveHTyIwyx3cmPXo5lTPVFV3_jbff2SzjfVV0W7LoqLFIMUJMbXyNBPsNR8b1ajgiBWnADb6jyc6YBYB0KUm8rhIT0nCBuvvZJhgfPbOrOjDjSE6Gifo8x7PUhXumEVX2Y9uEooHB7KUCCsz61pWiSToOc7uODolv_sZmcB07TLB32-HCRYHw3dQLKSX7A-ldrqCVG0RPrGJJcRwGAqChIibYDa55VRPMYQXMA
C3_376430000A_000234,ChIJyfzFx5oiaDQRhJ7g--DycLc,雲南館,4.2,1165,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市平鎮區平東路39號,121.2527494,24.91789,OPERATIONAL,{'open_now': True},AeeoHcK7lfS4-6NnH3WaaH6qDl3tlmM8ylHkJ8ud19QPbZ31-qW_ypiCnjyfNyPykZqwyah5t42D1yFxt_xl5A0i0NO5BOJ6uCazgxvfv6riDsdJv2-KlVE3ngRcvsd3w3OyEJwqMlT9AMMtfQmKQdmyRapIcaYQbolu-srmbxQQNdGPpDLBZqyJwV-DjDwO2YUZbOrOAWWDWvOfkPBo-R3o41fDi49BdsWRkF7v-REX8U52VvJmYJyzIU0bGpoLZJUm9xqkuQhFVk-pV3sKZGPOgtr60MIQCoywskYk2F0eRSlTrTZwgvw
C3_376430000A_000327,ChIJB-ItAPouaDQRaMemhg0exQY,郭鵝肉海產店,4.0,2943,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市新屋區中山西路三段960號,121.0223375,24.9878608,OPERATIONAL,{'open_now': True},AeeoHcL2HdRMPP8UELVS-71jlnwfWfZqPSXQDgWabwIlOp_4gksrmxUJ53PQTPFYm-ZbrAl8_zWmFFQo7NJF3paJlOHLmdPPR6IS0QPTK1jh22CIb-71GojbmWSpUnD2bXO_E0nEvrsrDzWzSptqgs7TmIbW67AfjlLjKUdKSALGGl3w_xC2yHVS9Lg_JMzbVlrZ2BP7oBeq_nOC0vQHR8fQlx6i_PSgi5LuioR0EaJaF5IOwjqtG0YDAE0qMMp3fLsDHF7agU8_PWgMjzLKcq5xU2t4mShuOyUpyWZQWyrDxSm2fh9clKVb1zMSOJ-MTzlrYsizhHD3JRvg6L_P_M-tqGCDDO_Wf5NX2CF03wGjeFGKDGnhmaYt1zrf3NSYWkZKcwUtaKh7N_9tZFUmL3dtyQ2kKn4i1CcmredfFThPCSl6b8W7uhSDfYVlQj41xz9_8nPXNq8HJ4jDkLaKlh7wASmKpy2KfafhCmmYPtjsDeGqsfyB3S-R2XOaeOvMMAAAOmfeAZR3xgkA5jZNo9lOD4IeM8p94BYvjXKRwdF9pNHiYbywM_W5j5OZ58ZkedcFG7liTQ
C3_376430000A_000378,ChIJ9ajlRHc8aDQRDFrkT-yUjcs,全家福客家菜館三和館,4.4,1665,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市龍潭區龍新路三和段1016巷19號,121.1756203,24.8503391,OPERATIONAL,{'open_now': True},AeeoHcJ-tpi8IQLxAUbBJ_pnr0zjgv-Q9Gs_d6v2HyVdiUljkIhoNifBrzO6OCfsgsq3vFs2Z8XFvtoPrboF8w8c_rjtjWObJSv0d34fq4__8pueQsXLMVKDFyvXZezZwo9TU4UMPEWiG5of4X377X178EuskJJMvT_cBI4Dtr6vNykBwxm1aETEgkK90PUejYpVB8BXb8psRb_gn1wsQ7qN6JJrV3n3v08yrQ3s-wVgkduz_-nj7rAhNOs-AhPHoaOPIKAJyCGENJNQO3ZTZyyfkPKtYwjTaFtfTVk5PyTacaVQ8QKZdOg
C3_376430000A_000390,ChIJO4BG6pY9aDQRw_XCKE5zGWc,老頭擺客家菜,4.0,1769,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市龍潭區中正路三坑段546號,121.2458092,24.836127,OPERATIONAL,{'open_now': True},AeeoHcLFgem6pQwFiQy9K8j3c80Va2gK9gBcJTG3TgAkIqBaADc5vzm4oLs07Q8N1T0lJEHxriyGfYQBcQr8VudZfmLpmtwz2uHK3OGUfPnFNo5gkIJ5XOXlCpJiFgSYOy2PXR0iX_lC3DmIExph6bL4kT8ApXcTP_EOEwlaZBtN6PKaRAl-GXs7c8-J6a_H4bk1vYmVej4OUPNA9fFrNcT6TD6atAKMXPaK4OUtwG2TS9cLyKWUsLusGxh3SkkeWikNsIRPZ3R4k_YZDP98HanGPw-jxC3xicmL0MpTKFHLrBQ3HhYGTSdas4kZ1J5AWK_3PbrpsHZdlzf70dsmXcuvyE-PKxz7kNZpwXa_V6_6CF1geU7iW__TpmMUqsnkM5DQdGRW1cvSk8JlNl06EBbn9G6nnzXr0nwLO70h_cMKlbP55nx5-6zvxKmwEWw8jq7eA-VVpF5AdofFqY8JHdTSaYWyXvIaYhU3H3n5BwyAZvQDQ-J2FNNvfN9NojZoV0Ae4Oc4v0fRrRV3f6soDJtWnj7GOxEzoAaEsL2cqExot1jSAblavNfGx-xm5ene6ZiVihUE3jdN
C3_376430000A_000393,ChIJHZmqfJg9aDQRL6ahd9YxoTs,石園活魚餐廳,3.8,3960,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市龍潭區文化路57之2號,121.2406103,24.8383965,OPERATIONAL,{'open_now': True},AeeoHcLe02OErwOBZteTseXpd-cWaLQaONK25DSTL5pLtZtSelIoIePHR7UIrsB5-otJrVGMip8EKamJMBg-V0Zyx52uY-permoLqbX4Kefz62lXt0kKMbS1CxqXwTU4l1dLBKZH4WFoDB4zVIG_w_zun0QSfCHUbKq1UQO7APSxIDjlgAxKm5YJoHkmmzaFEWvB9n9dR-ANrR83Bc1SEpGoeEmTBxp5rrdXu_6WN0kA4F5N-6oazTlu4Ztq95XLQUt9aGq0OaffPZRA5eIwOZP78VeTTmV1OXYHXEHtK4xJ6V8br9u10us
C3_376430000A_000404,ChIJBdw1_Js9aDQRBMC31nlg8jE,佳園活魚餐廳,4.1,1995,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市龍潭區中正路三坑段776號,121.2432807,24.8311744,OPERATIONAL,{'open_now': True},AeeoHcJY8nR-SQ9RRUNjJVHlLIrp8Z_NAdcREirx-oOuvqM7_GVejPWDR3sN1rHdBwU-U4Ibl10dCQffXZ6zIMECJ0cH-G5gMfbsB0UnPvmXg75j77QLPo6KgqzBY-9-yPnZ8cW69lOo0cI_Zt1YMCU1p4vBvoC-ZftIzNrsWw9cmtaGYMTT1H-wGGiEL1bA32rq_Ff_TViiJUN0QUwtQAlRFxgv_moUlKjmlkD47_xl4-jCJiMcISuqZ2HLrvbGtdZvfXmm1t0_ityip6k4oU0-jb9wVDENHGpe3gQoWs2GbhFS6vwQdzUHFarf8fmMLgk0OTOJPeb9-K1Co4QvhID6El4O29yMjcDlA1M03JoChmg26hea1dI3T5EMvWfJQda7Nbbsf78WV1l-EYU3635HYGF59h3kYawZoubxC6LkIAiGcsk6DoSx1Kw4klLKOtxWdcKpZVEuxs3_XUGHQLQCTYL09oApcq3ZQrgHxDVJv52kBTn7GDXZz_jPww1MtTxtBTC-ZjLsWjaWCHr-w4Vcj-o16otiV8TVNq6LEVbPr2zw6KrvdOYD4Euj9sCYXGaDnC-JBeTE
C3_376430000A_000412,ChIJN00fEJg9aDQRxXlx3DOjxvY,金園活魚餐廳,3.8,867,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市龍潭區十一份路208之1號,121.2406586,24.8426001,OPERATIONAL,{'open_now': True},AeeoHcIx8SVCA1t7RY3CC1qQAQR687-ZzZ7jKG2havuEy7inKYoIVTxW9YjvXiURA5N-FkwxqGjatPwRwvzMzONXUyCiGjCAAtr9t-JGX4lsjfBvwGziPD_lPv4oYQiFv5Hc6vOMp_UAZv4zjohjjJ2scQdz0G8NHpDYLLrTTYylMiSROKbWO_fRu2XPChtMzhQu1IdTtm3xUHO0VKz_FmlbbExdWFuZ2ruy3wghbLCdtwDSkgZdg7qsADJyY72EIMvS_-0u0uDZChU-H2arnC09vuvN-CXalzc3PcLN54HH_ipkFyRWdTw
C3_376430000A_000425,ChIJe219kIYXaDQRJfw1ERCEgeM,大溪山水庭園餐廳,3.9,3251,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區仁二街8號,121.2776894,24.8948535,OPERATIONAL,{'open_now': True},AeeoHcIGoe10zW1zLhmq6xqdTeIOho9IQmbWHtWe7i_QEEWsPEeKOfxB7_3gjmZuMf4XPAzQQ3Oer27m9XeRPNSxwn_tE_5cDNpXzD-5BTz9SXYizcirFmVbl9T0phdd6M7flDkH9E5lPhWcBCa1XMgUPe4BYSTg5Jax-5AsmqaiqE3cPuvgVoxHbZDXXzrmCF8KNv5886yfmT-HZ1hHjJGH-g9-WT4FQd5MZa-hxmJxWuaVqIk81fxAy7QtjH89OeTltfU0wZPvx7XsmExXnvH2Df335HyqwWGRhddBvytBVukOxtV9iB8
C3_376430000A_000450,ChIJC8gfKyAYaDQRYEDVPPAy1Go,焦點咖啡,4.5,170,"['cafe', 'food', 'point_of_interest', 'establishment']",桃園市大溪區普濟路76之3號,121.2857389,24.8816458,OPERATIONAL,{'open_now': True},AeeoHcJMQTBIbdetWFTpDrhx9WhsCqINxdcURbCtBRxu9PAERrmIiPuu7ayeEIBOHcQz5gGUX9SBT7vC-QfbYG65NW7xAj-tNjMPTfvFfx9SQTFr-iICRy1zajzRJul79BKhTBZZAh7IzpPFtubV2evK1ZQwD232Y2C7DWFcXzlPN3jLpAa6ozsFTgD49u0RdNTlR-KmTW7vyr6IfoP9D5_kY0ksqFT4Zvr5uNArJOB_6E8bgdBnvFsFoyqNKLSYKUIjB3nrMgNsduM-fMEXRR8yN3tR9SQuI7JtdQo3vg0GrnJfRr0rC0k
C3_376430000A_000458,ChIJt7Ch9iMYaDQRWOlWY5V4Rn4,萬友餐廳,4.2,171,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市大溪區東和路11號,121.2908086,24.8840025,OPERATIONAL,{'open_now': False},AeeoHcIaafjAa0JdHuZwgbzUUDctx48J3RRABGdYVVYW9A--gMELTJJe6QPamIGhdEmS8mGjmLKDmeYkSXL3Ogk_ezqJ5YDNvkPT-vL6nxDCAwKOTgQgdb1C72ylot9XfzKFGxUZDha2100tFwtvONbVI4mibg_UH2ALf8gxqUMpOTRQPztvm58TstbGyQBEZUxBqfYr8XVRsGA9tnIiymcuh1wvgKv8xiUXlSn8NXm4x78n6esZPDSsm8OZKDEu4Lf6IO4f3iINAzaF_AKyG-DYJQBv-plMMM2Kbo5reMzGP4YR49_ViQU
C3_376430000A_000460,ChIJ6UZsrhIYaDQRkg2j-OiOcW4,海宴餐廳,4.2,910,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區埔頂路一段320號,121.2746734,24.9025268,OPERATIONAL,{'open_now': False},AeeoHcKUZ-rgBbwN-szRNtiscBm2nKApSx-2wsYzIrf1VWO7NVW9v1SnKpn5NqvGSlRxPBmGdPI9YLo8xmrxLnAgXrdmtjT0fWyrttfSsaBC-6lKVaYr5YRxP8Ku2fdeMXar5jC-O069lb9FSE8YqC4RIkOqhLSTi4JGfM8P4lktOL4ieumEQJN_3h476Dmyeza9Sa4trB_14EyBYvweiZRMU35WxYPFC4Vz_4OR9B_Lhm2KLx49br7A1LDO_sbiOPPPyz0_bHjGOnW44paft9vsCV1Z4hZT3BeVKqeY6c_PHPb6Qmncum4
C3_376430000A_000463,ChIJ81F7MiIYaDQR1L4BeBRaLEo,金字塔三角湯圓,2.4,1640,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區中央路181號,121.2881769,24.8845248,OPERATIONAL,{'open_now': True},AeeoHcIFlYQxTv1A7GB-6KXLgUXkoTwSF_KZmO8y9MpynpJv7a5bFhu3aPbS7jB-StyymRP_Iry8oyfQpdSLWIQQbv6AmIBpg0Fz3KA1IL6Y3EUwhYp4Ymcqs7byWAsswqZi3dqz9t7jl0CzjdPVdDe77YWOjViivvJzEuC8v4k52UepXMhPq-FWcWLg8oLF_Kv9h7C1IwI5M8xBDocxJNtIDY5Jx-52Itk-haSaeFCvaEnMrlBt63NYlGOj-CTRmDx0TIx5ATw2W6WTATW7FF8vO4BHTRw2z9rnefvyNhIGL8uso7xYv68
C3_376430000A_000464,ChIJ2R3jAos9aDQR6pHQVIa1mRY,福臨活魚餐廳,4.3,1144,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區康莊路五段174號,121.2596704,24.8231821,OPERATIONAL,{'open_now': True},AeeoHcIGa_YOlGNew9MAtsDSflDFY1CkEERKgN09Pl_67Y9PygBMBg893AOaFWG5po0zPFD9PdAE2K4t5EDy9RV4qzpZRhbqAXOkTENgFUqs9Aouay4-f2lXvLGTJIge0EKBH_LjahRXoTUEwjH0KxxGTTmkAz7G-rHfZU4OZgudsHWSGUEurwxMx-5GHFAGHAQ3f6yxLELznSQXS-Td7oV4tQ5M2Ip5DXluqIAL-USiM_1B8qxcLgDOVCNAWrUFgd46uvc8lWLDeWLU8LZbH8qKUkegW0kDLO6ZIviNvOKihEQS1mibjpiNn3-s2oqqbW7oYFXnSHwn3xJB-IwZclMVZUwUPmTgYgvkpBbu50sd2rfreNNjwzfDwVmoaOtxHEAGYQO7Xc_X8P0x4RttLZCsjI9Irte7M7RKdrd-v0pp8sffYumnMvcWG7OMDFuR7niTIw5wP9CP_qddzOy6mfK4ymdvvF2cD7pRkH8H3M1akED3TNSdCounR2HOwQeNGh56pGqyaZgGfgOrP0NJ7ZNnAPibxo_VYjYmHrc_qhMMuoglvVdUiGyRkjRDos7mJCEu9mLAj4x_
C3_376430000A_000466,ChIJcdeoGYs9aDQRbeBqQDdwbrs,水源地餐廳,4.3,536,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區康莊路五段709號,121.2588786,24.8227443,OPERATIONAL,{'open_now': True},AeeoHcK_GG0P9q7ZBjq-_JsUiW_Xsl9ObnP3FNdqDh5G8OOVO-mDmaDwNr-OzvRKdTXRfE0pATUApB6moC3YRXrB5YjlFHFZyPROq5N6YSnM1h3bPDsb7BIkTSDPMmYCqUCfsPEm9w-ceddWhdahixxnRshKLbL_4Ewn2lTeOGOgMyw5XsrgtJuUKmiFpC_n_c5ws0AK9hifbLCiPmPBSeggAaIM7yz1yWEls0AyxwcNrQXgAipJ0q6z-W9dMdVSYHpRZVHApv4NACV4W-SoD_BLMGsikqY3KsK_oyZDCcTH9EhKImqygd2hsAgBt2yjBEJFB4HdCYd7IS061qjkYDZTJX8fONvKaG7NB-sIrdtlBD8POLNspfMXJqcyeAomY5d0n2JdyZi1H2R9wmmqxp0TpKWhvs7CQYNVJ6QliDbwHYoSimg9y5ITH8xIHstXhybqbqWqp_rislz5q2SqYSsCoKYHGLRbPdzllcDnInTHrZ4QHEFQga1MmyTe4tm7K9P2YC5ujMbxjn1EeYa4HAQETGYChNNUaOhWNjt5Bq69jZD7rf43EGScyUxn0hTehkF3IhT8SZhnqRsWdw
C3_376430000A_000543,ChIJUzGqYiEYaDQR1LT76BztB4A,陳師兄素肉圓,4.4,2144,"['restaurant', 'point_of_interest', 'food', 'establishment']",桃園市大溪區慈湖路24之1號,121.289107,24.883613,OPERATIONAL,{'open_now': True},AeeoHcKaE25COEFbc0MgvodI0B9io8p3aBbz2P3jZChv0vrlNaX2JJ-8bhatD4q5nv5unm_13J7z3xcEsRlICWBZHkL5LWhpotJN3gnIsOv92ZIcaG2Ze_DqaOxPHsWKKuQmBM3fJvmfTAMQnWF7feYv_dB-pGCynlywWxyN4GLXPpwc4bsqteEdH7bOlKEfVLaZLsmnpSlAU62032VV4YXCV4fMF9_eMFk8nxNbH6VO81PGdTfFQxYFWmqq47sNcEn46YDElBtjVPCHxoh_RBVs1JOpC54aVmBCD-TpgORjvFo67xYOXG7240UyurJCpqgWpr30ycj54XqhlR5ydNgCriDGH3tJu4OH9Cf2L9kJvFdZKSIbPZ1KtDLpKgQjILsIe5rulaE_D7EU3I3crZR-iBdNRjUy7BMUJNKgU7wxv75qf2wuK-RbgWYG_zFveyfdaTy3StR6NmR069hlZ_zsdmRH9izqwxEB6IliqqoqRASGPG74azBu6ETpryMO2P-3cM0cKqrdWC7dwTGU7nJGzpdgZMCDEkFCSLH7RgKgZLymo7uVkkh1_75Bt-tKufnf57WqPA
C3_376430000A_000551,ChIJi9V-tAcfaDQRSNJgp92h5ew,大方蘭州拉麵館,3.7,765,"['restaurant', 'food', 'point_of_interest', 'establishment']",桃園市桃園區永安路389之2號,121.2986998,25.0012125,OPERATIONAL,{'open_now': True},AeeoHcIpYd_0Njc_9O8c12WMNg2qbsoWFC03EvJ5NDEkib_ViX6V2Y4ZAG9jyAX47PaX_mUJ-R8CseL8HgnsHlJPjtg33qXEkkOQyekrKehCdkmrvHDAGi8uf_dDb7Z9XhEZjz2Ft9CuGbpjfXgtVBbT9J8CBVmkZ7D_OZ3BuKmvrF4-qvDEUipI1Q7BWKf-7e4Ph37bSmPe_XVK67myjHHJn-z_9AcZysiz7NR6LHuimaqixJiU9Y8XmyEvHGQ8oqGbLIN8Bk7_7uiVPWeEVW_VVFczSwjh5EFYY_iXhMFtvZCWmgQBvwyDHYgkYaQxURzlLoi6-WiiwiGHjRba6STc_nNOP-grSLqpguUE_xtYmLbBElEP6boMdETRBpi2IRDow3wMyXTobTjoIUSafwd5Nv_wfy--26kJBMK3d9C5ohtxNaQ8z1SHDi98Uy5uDZaSWsWDJOrVwJqPRI3D1qJofWuwdB4ffP2g0kDA1s8C69n6ytpgMyY0GEe_gNL3Q-YWLwIh76Kbkmklwnx14FcCMBy2N-07Gl5jXr_5jf7nezXhHcFxqCQvOdHPSMJCdNSjhodmzNjm
