gov Id 識別碼,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
C3_376430000A_003025,ChIJj1lDcwsfaDQRHmibDvTaiNA,大麻鍋物 藝文店,4.8,1706,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",桃園市桃園區南平路400號,121.2968459,25.0176506,OPERATIONAL,{'open_now': True},AeeoHcJUTdHDjBa3rm0vuMdohm9aNZMaUfUJco1uh9HgZBF7GqOu6235e5U3DXGRrB1YKWXD13GY-PZz9UgCv-Kk9cOJDW0cYFJCgLuAoL0agYLwAOLr6fPdgatXlElYWusnxE1Ttv6neOQL_-CcaajAGdDBsH4vAxjfi0PY3mT6gg_2nnNb_6-SFeuwKRZMD2CdZalxuYuFeyYWTW9cd8YeAL2nqYABXLSakLykR47yXaXc1YiraGdvtyhv8B1PvlMmjCmqxKA6mdu7cuSgzes1RZcnKbTRm_dpiaKXug8Q_TWj19uyfFc
C3_376450000A_000143,ChIJHcW8C76raTQR00W6PNR51V4,陳師傅,3.9,842,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣公館鄉鶴山村6鄰197之2號,120.8331857,24.5351165,OPERATIONAL,{'open_now': True},AeeoHcIjhr_sSHJIJOKhh7e3fVRzVzl6Ic7t0e2ffYfpLcSkL7y0MS0N1ZD5vyzumLj4LHzrg8ja883XGGhNGYObB59q9gBuTZ1LYX_JUOrWPBKjNgNsrQlmkyxrMRHjBgKTxAIe7ZGdhV-Bi4Dxk-pj7ozkWv4_HwlZwlYgaYo3GIMrkcn9dL2CE8QoFivjT9kq4xeX8gEW12tNlGd_9lcnscTIzy_MWFhk2iq7apF7AGQ_Te-MaAYS22R0pFzrPmU_62Un_lQ8GzZNFiasWVtWy_HEo8kJ1w7_CpNO-9NHEZgP-_AFvBthWVnIz-ZJenjUIpsJ7Gj0voFtTwnitf9Et9FomB-Q4NINonGTegIzj2oyXk5Oh9WW_jQL4Yhn5pCcW9pkMxdOiEzr3N_VobKfmscBVsBSRkyBBBQcq0jTBqfXWFE16f4AdgAAHNhzKb0Zf9RO7ffDPciymyZVCItGv_xod49Xnr-a6xM5BarKydXoXL8thqLcSZlPKn7L9V1bJSfbY27EuOkR9KASfjao8YkRlSxL2HbMECiaXeRxvUVyxbBVEjoRhpQ_K6MvHLnS-m5mtzHngoSSRA
C3_376450000A_000207,ChIJL4SJxx2zaTQRxWJXnx6EH3Q,布洛瓦烘焙坊,3.8,231,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣竹南鎮開元路559號,120.8656951,24.6790676,OPERATIONAL,{'open_now': True},AeeoHcIWlYwKoqIg8DeWL3DD_rkACX8CmiEbtHlpPmZRABvgPh-ZmkQB_5XPf5LGJTqbdSxNJVbJk3O5G6qIzP8KRW27bCFbJsFL4Mc1D9yX81LpI3p1DFw1lL95QtcqaCuxaG0SIlMLTFkVVO9J5yEY_9EwphSjIXocWEyrOONH-Gr893Ohat_RVQZn91PzAl5ScDUjL59ocZ_HqEJO8dmJCZQ3V6gzEL2CJkhBAl0ioITpllJXULyns35WkuRoz_F633StACUPrcd1Oe6omxP84eJniYPso6x5QSZU8C4Fn_ICrovY_AkgKNT0ShoLNAFlPwBnrUTv-JNjtwl7zBaDoW8dDA2Lt5ISyY9RujDW3OfS3JUriQS4GEXiZjgPj0q6SrUG5woInL6Ix3GgT0DVOaFTWO6RGSQV_B8jSqo-HeatM2p2HfiUCJg7YYQzAYmpdxXtSpJx8GT0SGvlBeN6OHEkHFUmyzQHGN5DDWNxTS_Nphc7eMTGBb7kwLySIDPCma8IZMbuCOEdTMjnW76PxiUflMCxcMeqXNqfAf9m9QzDsXkjEuMjoKNuhfSDv-QywUc0P3mYbrlqNg
C3_376450000A_000208,ChIJuz_EBiKzaTQRiS96Y0Q34TQ,艾蜜奇義大利坊 - 竹南總店,4.3,3432,"['restaurant', 'food', 'point_of_interest', 'establishment']",苗栗縣竹南鎮環市路二段11號,120.8688446,24.6824056,OPERATIONAL,{'open_now': True},AeeoHcIyfCbin-aF560lcCKDwLO7Vi8toKQ5G_FC51-HMIaaqaoE3sSEDfM913PGAVO6sFo6I_uXqdbXpDONU2Fu0vK-wa6j6KHsZQq7fSmuMFaFDHmT0TCYMlcNMIde06SH3ZsF9myHShcXsM8QJOJk0eRmkZTN-3ctEN0ON34CKzRvbF0uyIwZ3-PTpJLZM6y6N2IOY71DSWG42o-52kAZ5Vq-ictp0xsOVZozP3RnCJZui7U07wcuALnl2117L_BU_RSIZspue6yiKs4Nj2SsG9LbNoXkKIaPGo7bP0ysQAlbhuvIL4Y
C3_376450000A_000211,ChIJL4SJxx2zaTQR_r4r9FuJtB8,酒酷Jo Ku餐廳,4.1,1348,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",苗栗縣竹南鎮開元路559號,120.8656951,24.6790675,OPERATIONAL,{'open_now': True},AeeoHcIYLk90SDUOGYcQ8l-PMNCLZdnq7tz-wuX9oDgFDuuxQ0dcGZ0lueDpGYpH5Fs-rIsL7FDoURnADTcLkPVCRzsaqoqymb8Ywfr7FuAzG4hriMuj03aOoHdA2pRBjEyS5ni70LbOiB_fn9SmbFZ3wdhli_qDRsiUQBeZwT8iBVqiwTSeKHABtFzGz12gI1OrlPXQIfrtE_WE86BA260yMha9e4nbWS2WhTdsgSOOv36_FhATUSAb7w8CsJKj8pw7VBFMXm7_M1ktS1uWrCppLXzn6QNjQgcCBej21BhAbiDYk2f-nqM
C3_376450000A_000215,ChIJ59oS2hizaTQRple2ywJ_390,繽紛泰 Fantastic Thai,4.2,729,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣竹南鎮大業街158號,120.871546,24.6868528,OPERATIONAL,{'open_now': True},AeeoHcK6w7Hf11PqHFMxyXwqq2k3lW9AHwafKaXipWaYvOyT8tPMAGxSA7LlVABhtE2juHHJDuBNXfxHP3sKyZxtvQ_arfCSv77TOPdetejodftipEVMzI2xzZ6kUaxqV5Ef9TvrN81DJGVDo_AGARCjNKZ9DhjrXdLSjkO48ZnWg9GORJ8pfYSWopgcxuynmny1Gil1kdUMiVg7sNYc3WJMNVXlWHy51_gsQL72kgj84ioQXMItvqruC9rH_mIsHaIcMMbiwMeTYyUp6aG25Sn0971ezGGgUGhgdIOWOeESvHftJNXF-eM
C3_376450000A_000228,ChIJASxikBGsaTQRgKa2UTxkwSI,永興海鮮,4.2,463,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣苗栗市英才路231號,120.8204037,24.5720371,OPERATIONAL,{'open_now': True},AeeoHcIClzOflsO2HgjkovJPqHK95h5T53t75Xef67ffMsRlKjBDq_rATtWNO97MleSWIFs9TBRQys3RGrW5bIwXknTwL8T-xCIEFqLj_8idWw5vyqD9Bbe3SOB8MqM1cmA1N1bPgtGjVhp8qej0c7u32zIbJxwXw-IOXdNsnt2zP8jcSmZLr7efMu4N77fQju2S6Oc1EsvJK4P0CxOEY16vROHIjH4c1oCkb6crDt62d0PC-Zfm9ACybFe4XqTZ0MkMt1qdHcU1YccK5RJNepwm5k6sr9yhmGjrTK8S9YaiJZ0U3v-wEn0eicDIUaXw-0ADR1aSPimo-o-3x7fLPQfe-zGp3qvVRW1h-3fOnZ3S150dunIuYztY15MEIZmWU2Uyh_1nDfc54GSbDd72HWsvGsH0ApZocJbVaUNUgn3k87SqM8sMgaeEx8NziRqc26XGrFGmA4yYigot6GTYhZPuXozzxj7C5g4c7aEzRaDzZBXbPuPRjiSm2WgrzlqloBbD_VnChYUoWKiHhEs91omnABLO4zt3IzcpzL0QNauSI-MVChzu2nYRyRw5qE9bf0sL6cBY_lu-
C3_376450000A_000230,ChIJA8zWPkypaTQR-8VpkMQZiGo,杜石地一號紫錐花莊園,4.0,287,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",苗栗縣苗栗市新英里1鄰新英9之1號,120.78858,24.562258,OPERATIONAL,{'open_now': False},AeeoHcJZJyCgWwiBY7lZ-UExoKWHZ2UgEGFwBmnbtL40MmDBYGTitF7B6epdwpEnNxiU51IEdRiQMBMJxgpBehh6K6ehcMXg5w7lwmt87rTTn7xcG9TvFf1BLsKs5xZspQSGevClrl8qF9CViSzkgr3nBXS4SzMOfukeeJqOG6DE1vl31k1K7PGyHiJy8tfXQVMX5K3UYWkmO9Vdef54jkAp2wWHOIuy7mFKR6WnSMisCx6AsPRrTYtRuR_Iyz95nGd4_zYzWpnmsU-ALbMLFTiJbq6kfANcmV4PQ1Rt8kx1p28GuJY6EaA
C3_376450000A_000857,ChIJ34hudfaraTQRUyU8IJG44Y4,王甫尹餐館,4.1,700,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣苗栗市忠孝路212號,120.8181023,24.5610151,OPERATIONAL,{'open_now': True},AeeoHcIVFRiaIrXNc-Iiw_ziu-boSI4eRavnOC0jHVsNRGrbPP3E7SeEK-Ybw2bg9J-QJgF5XFB05TfuM9TcxdIX3MPW7HwxMinSautXw-Nrgha5TCt5JihhZXYxUWBjawWG6bHPXllU49Wf8XasgsMyvwlihapm3LkHtM1uEN7myVEaNSEimMi1ei8DBcnMjs0oVdOsqbHO4hC9PsoKF1iP-4-jKzyDBVwA_5ztVgfdEIH7e6-2IjjEV7DucY3AEik-8F2Ydm94eUhOJFum2plN1dtmiMi30FZvagYegYtBlwZ6xaBqsM0
C3_376450000A_000866,ChIJy1ev0r5MaDQRjuMEu7iydX0,蔡家滷肉飯虱目魚專賣,3.9,582,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣頭份市中華路1253號,120.9131645,24.6910969,OPERATIONAL,{'open_now': True},AeeoHcK1GwfaaxuHyO1skQbLT_S75B0_HO7kPGESNQpfGMGqb8onfJUG3zPr_-IBmsr1DECYkUhOxCmeClXl10XIz2KVeBLGL9uVKKk-9G4VnJO5J3c8vkwlYHULMkHtlJfdgaP1N72ldLSms6dTgc001A7jll-4fGv3W-U3cSsac7EBOkrsTiuKX1KFw2pb-h3CFRUVSK4LLxKOjMUR2xM5k1h577bnhTiNDlPFGV0HX9YSh-sKa2ArbVawyUvryrjRdFHKfK4_Nm9384Goic3kZXbt2kLXm-HK5K2rChIdvxSJ_hGe81I
C3_376450000A_000868,ChIJQRD68chMaDQROk3RAElWwkc,范頭家客家餐廳,4.5,2485,"['restaurant', 'point_of_interest', 'food', 'establishment']",苗栗縣頭份市和平路263號,120.9019675,24.6867904,OPERATIONAL,{'open_now': True},AeeoHcLd36LVouMIjTrVSiuGav0wUgvmDQP5zxrGKWTZmqZkas14JQhkN8o00mzUA70Ldruksi5tBwBN0TtIwWm6eRInacw9yz7b81BxVDk2JZgcW9Pa0uVY3Gjan4Mg3kVf9cxW08lhuu_7iKrfCp7QCHc4U6AbwUylpj6iPgEFZ7Qw5fBXDvIePFBT9SHT7wm5bMTbiIPl2WbGD4W4bAth4BnPH_FrVV2uPzOzT3JkEr8mHgtlDo3dsYVosFRHaRuW23I9cYvFFis3y9DU_DxaOb7iquY3PpSoAUajYDXWRI4EiwYstno
C3_376470000A_000018,ChIJ6TciQONFaTQR9OAYkwDQsWM,鹿港阿南師民俗小吃,3.9,435,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮中山路401號,120.4312197,24.0588327,OPERATIONAL,{'open_now': False},AeeoHcJsGzLhlHgnTz7_C1RHVvh-EtR3C9fjZyeeXt0aOEP27y5iifU4NR9ubWj7-EH9hx7171FTwvrRv1OOOHrriB2VoCCBmEZMlsxP4gYxB3P2jnT10lCJyrdh02Sfrw215wAyTJtnQ20jXXoDi5y3vziLiBJuYsXAUXV6vDR7WDpErScmEz0mcP8MslNQ7yg-QeXmWoojgPPaWFTBE4rOI6eWjuV9tXTGc8TCV6fzsDxuyR-CFd119awfLJmghHqGHpOCDAJr7QGtEc9j3C5-14iC3AvM6KDzRAJjepffHJ9XE-jEx3Y
C3_376470000A_000031,ChIJU4COb-NFaTQRTu-ieg4O9og,鹿港阿道蚵仔煎,4.2,11253,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮中山路436號,120.4307539,24.0596202,OPERATIONAL,{'open_now': True},AeeoHcLDsygO4tvIh5yWHBsEjxntw7_RHcF1OlPNR9FONMmJwDBva0whzDCd-C23kAUCkjMR09vPbQrZZnvEyICAtA9wYCAnLJ7sfu0RCFGb3fh2Lg6gVkjLa6EShXcFBAGRiZ7zs_FjFWDUcsANpFwI1Nz_f6dq-JaBVfCxCSfLFuaNbpddbfJ3vnRCJDg5VnVxTFod0PxdtXbLQc9M4pzrxOjKcEgwpeiEicmIWFZIpJchpgkNtN177xv0aRDsByDNN5vI5-zO-72nzpw38KJavxDp3MP8nvqPrVeB-Bnq9GKhX5prgBOOM1QjPCLtpsHXvT02jClIxm87kyedLEsy8nWo9pZX8skZ00YRP2Cdt9uJXNIap0WjM9eA9BakQFRQ5rikHX0fb4rS76tBOQrF8YLTh0MA67uuJ_e5c4pPTIUh2gLuCidezZbaWnlhNrjE5J3MHQTligdPP4zgzTBpwX50ae4Xhbyf5bvummrI7Aaw9LWMzH-jtYM8BTh91v0YWW6a2zx31EIYNR42sCgOvSGQ7o1ZL5gTbKxwGCWCJjbwxRZsYgbI2A2RVfg8_dEvv3hO2nJ4HcFreg
C3_376470000A_000032,ChIJedCGZuNFaTQR34h4mU-3Mgo,三姊妹蚵仔煎,4.1,409,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮民生路28號,120.4305527,24.059474,OPERATIONAL,,AeeoHcJHOOPxPAmK_Exk_I3M3NBwFNsSLQLCtD3QEOfbS2_tIuRg3g5y0d-qhPZRFUeXUzQgLnj3h3GWleDYyk5l7ay9_sR_edQeCRudXnl9EADLpPZ5HOEnCLjuqCRSWv18LULelidMqwLXr3MObQZrm9iOL1TJgwbj53oxSyfXy4fQeTfN_Vg8IubTQ9u6aKL82rKNGf4zi305ZQ2gJdGCAi0J8WaQaelESyuHKUluFmstuQI7G4GcSpPktj1ibRaaX2oVIcJ9vRAxZUmuwMA46MPRDNbk7VlkyFvph2ZLm-TMsJuS2YUBfCq_30JcBuCfOaC6-Kt8Io-y97abl1wuzu7nyP2pCvmP653zsWfDxNoG-GAwZ5mcv2_A6fHwHozcuxHIdHkSYGbfbopjLgbfhwDnXWfZN43YgJwuv0Mm5TW9_tlBtcHK7jL3EkU-_mdu7lG5hsKX29VG-AM_ZGnLdE7oVCHmUUKK1IiROpFvARM4-x-HkGa5YwJuSAuj5abObNy74horjF2Ai5P4XJasqWYlu2_wcymjsq-kjS_LqX_cCzbFyUtdZQsG-4bNixeSoOcByA
C3_376470000A_000038,ChIJQfBPPuNFaTQRrCZ14Cnc2ec,福紅脆皮雞蛋糕,4.8,84,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮中山路394號,120.4316701,24.058727,OPERATIONAL,{'open_now': False},AeeoHcKB4uVUcjArMMeDtYMBeQstqQqADFvbhiJ3DzG1nbkD2cRzQA-3zO5lzfgH48m4E9X69x31OlbL9j843gGi-e2R-mGnegA9EuQys-reSHcomY5E0lou6AjQFOl4myXk7y8B6Vb8bN9YXI_RhRVPSAxYUOC-0YgZSQVMr2xaprlbhl0cRNMAO5lXj2lgzIpwq3OcPopK4njDUyCsoYStlpn_09_MOVAGvA3Eh5L33buDb81fqlnLjOsKZ1pGS0j0l00MsZ13wHTUNsBKk1Td1xLii0qcjtr5By-jDVuavRZFqr8cuQwmzjU7kYLSz1a0kjVNZhO7ED74ArVRVK15YyPMMZpQY6pzMVyjyYP7giCJpyD5gXdq0ryTu-G7cxIByCyp1_Orv60ugF_t31E053Axg5xQzfPqx1Mvxzb0uTKFWjqFmQxaJcRDxhBLlUr1nqKxEbhavi6KcsPQwF4YDcrMjOKSB7tmhhi_7yKWNYWn70a2vhK4L8EcDRddqeeQj4hMUl01RAAuetoGVJA72fNnMp94IOfsr9Ry_Vb3HuyYHaifuoopemOtS4thmIpgth2yag
C3_376470000A_000045,ChIJh_9IXuNFaTQRYWfZVjNWeUU,王記芋丸,4.3,387,"['restaurant', 'point_of_interest', 'food', 'establishment']",彰化縣鹿港鎮民生路50號,120.4302161,24.0590672,OPERATIONAL,{'open_now': False},AeeoHcIxaHxL_zKlktGJY7c68mW9Pm6XqdkmcZM9YHOsbKPHTd13WddbXsQLqrV-63qOukP-rnoFcIsV_t2oSgJOzfdoX22VcR5zpAZ6KGgCDsH13mqHSoEsPu4plgVhHfDeEbAWAx78sCEVxBWOyK6pQHXluyoHzbSUwkELp6WnaugP0lsAbaCKIPHf0qhNI45wFCGHKfEET8DlxCcUxY8AL318bWDC5CE2LbwmUSpQXcgnF0hjvBPiJcZuThSt5XpuRSqk4rzoIEQAyCyK99FCoCw5g7-w3EzwW606E1s4oGNzwMjTE0k
C3_376470000A_000051,ChIJC1uM-FY2aTQRP_P2oi9WOlw,金滿意麵線糊 （大腸，肉羹）,4.6,66,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣員林市中山路二段239號,120.5711266,23.9659369,OPERATIONAL,{'open_now': False},AeeoHcKc5D1h_MeoUuh0yPFAbwe7dOND9r8uvoLyMvlNApaDhQ0wuRPFz7K-3Y9_M54qVtbdrpEzJ9tqMPHdf8a5lahT45LvWX53vXuCdt8zhH2ucBl9rfExe30gazffhus-_j_sCh6Lu9h22D-jkBahnIjFOxuNULIZwAykLZEc5JKvBTik-UxnUtTs5oOZeXbDL0jgpMoyHqJcAlvEHCzXBwrWdKNAjEXmhG1Bd5eUBeA3VZmWKfpbxB1oeKcKkAAAv_JL3MfKpfploRWwIKYVc8QwLxQoVZ5RyrnScs95IL-74CFGlBs
C3_376470000A_000058,ChIJ_QfjqoNJaTQRthKUSYVVGII,溪湖阿秀羊肉爐,4.1,6213,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣溪湖鎮長青街19號,120.48483,23.9574594,OPERATIONAL,{'open_now': False},AeeoHcIDPPsUPdAflmWuw0nLKkustUhv7eMrcik8NdDRvhy_pQLRJwuWlE2pjfRNxnKLBdtdDsae0xRtW3h5FU7JtNSkNHgIuiCSyuQhw0eoN0NNf_rEFCNraj0eM9qr4rq23wPIt6AdasJ9Uj07VWNq5JAXSH9cKtLeFT8j4EN5ad96ldP_cG44Jz1mIXyBKiq12JKO1_99HAApm00c5LL5snpm3jdt1iMPnD6Bt76rQMTWjtraHXqojvnwToETj4OBIu9tn-roe4EA3HHuaokq8CxKf6Q5dbwfyyaAcxtJP3mScjBrETSALlweGTBhFaQowrZC3VBsWiCYNWxDxLhoANQ3WAu883FB4oKMBLB1wxp51XUn5ypszKihbzDyW7QzGCoW5Z7UzP8JGmZeVLy9Iofz-WOWknpeC5f0z3IBAzCi8alzaIjQCN1Qvtm1lRK8DbTjL9D_CMHeouBtpo-1PcaiU-frii6uymlFhUotr45IYbViiLk-yuss_FOq2rRedMFEk4wv2v_cza18mv7Emd9Qpd2BgDH0nWSQonEMifnA24peBgGWFebOcx_jR-4yd-5QgwcA
C3_376470000A_000060,ChIJYzwSFYFJaTQRgZ7FHP1ucsY,溪湖阿枝羊肉店,4.0,5428,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣溪湖鎮忠溪路226號,120.486055,23.95311,OPERATIONAL,{'open_now': True},AeeoHcJ1vyfjxSrMzg24KfNZu65TEaEAYmRr1zyKRQnK3t6PyOEnI8iirpt5I27yUV8-vj5xrhNp6A7Ki9vXpJHy_fV6Dc7dhcJBX-60yXg4STxn1Pro64QKqpg1x_6YgJTHbd6ZHh8sbCbBYaO-Rk0WcG6fmoyH2LsgapJ-k1Hx0yg8AIPPVublrOd66j8ZHqMPxXv_1OcqublSWFfffRfUwqV5Q_UvyRC2xkOHmIMzlq8LIUG5neV93rcKwxMTx8zxR0OAF5XzbqI3DeyG10xQ-kDGSEwh3T3ewmPmadoEx944XVLhIz0
C3_376470000A_000061,ChIJ69i14BNJaTQR90VDIwq9yxQ,楊仔頭羊肉爐,4.1,2523,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣溪湖鎮東環路232號,120.4828113,23.9575178,OPERATIONAL,{'open_now': False},AeeoHcJLuWEb37U2eBujVHKIHqloDF9gXRLZ_BmoTBx4Sq8wO8BIDj61i8xEbmftlkWPAvaxa9BfZwdMMruHD2gVQBXnenaMMMY7jkUKXH8cgMryFT1WIwKGnRrs-3Lby6mfpJyp59BQL37otF4AkRkqehPPZooVpQWn2IqvIRDNofgo327aeshMXnRuvfAW0YqpVqxz21aHWHfmCGyS5OYs8bmX4C_f6YstZ0wfT0YEXTMnFbb9aQN_QPrXnpKbu8vBgtTDtqaIJ81XedegMnpGkFuqTadNmkxWzG9VwpWtw4YxGsxkLhM
C3_376470000A_000070,ChIJyV8cxABGaTQRqan6oica14Y,亞永師蝦丸(麵擔永仔)第四代,4.0,160,"['restaurant', 'point_of_interest', 'food', 'establishment']",彰化縣鹿港鎮彰鹿路八段69號,120.437589,24.049914,OPERATIONAL,{'open_now': False},AeeoHcIxP_VZsfj3wWrY-Arq8YpsDo3KKPAiL6CSnhujK5FyRNhc88vmD91sezvIkd4WCM-RggColgsXAziMo8-fyvuNFdzy7_BTHb0HL_kDiYuBjk_ntRd6pvapJWcMxbk17Vfh-xQ2W9XdQ3oDi22Nuy33X9jk22SFCRmQmL8dBHAKqk40w49cLiGv5ame5NUU9saa8HnzD7TdZlPHEGdSClRWfcdT7j0jRidKMTMrx6dlSnOdfcB4G2uuYkKNgQAMFfponiJa-od8hFgZT02bRPix_KitmStqgIyw9mvwuR4qSJWr5Kk
C3_376470000A_000077,ChIJhT5BcQhGaTQRsfK1oGNX5b8,海露佳味館小火鍋&干貝醬,4.4,29,"['restaurant', 'point_of_interest', 'food', 'establishment']",彰化縣鹿港鎮民族路11號,120.4374792,24.0565978,OPERATIONAL,{'open_now': True},AeeoHcKOG3WUQL3OVEqD7fWH2G3MCP-wwYDPphWlAW5UBmz-YgKU2TqlSGQAZamvTEWCu_7JI-WdBdESv-sYi-QcKRepasf0ck1dx2mpSINO5iYlI1efkBrNkUATaWGe9sL9s2i6-GinOzQ56ssHAPPgTuyqKBXUe442Jbvk1MiJxPcmc_dP0e5HAC0EfkiF79qG3k06iEAWS0qB_05scokBQDOwHNRz_tv_6YErSHkEVr7kbasVhSuMZFQju1Syyp76wUefIU3tc59ZN7zBSGmBv88bZiXHxNwF5BnxDDAOZ1VST_gbktFAHuVj2nPsNgHFrL-Wi1fOEaunSKgsrfpfrt2FTJevqCgi7TX50cgyXIh98fCJyXYmIyAUkTU6iUbqPYa8iWx-C0htasXMprMkaF6R6THLjLTyESCJZxr2UewjgLJJE2Vmym_3kKnLVXVG-WOvpEAM2THJ3oVlMbZtx4YagBdLo8y0eCGKrIjbRNqnQ82D7hd05gBz4j9d3xMdOfBARwIfNurFKAvGpc3ML2pbR5aNvDjiIdpTj5fBJEaORUd9yfDmYyYSaIt-cG_gv_ENz7KJQ56omg
C3_376470000A_000152,ChIJQ8r6gFzLbjQR873yHCzlKx4,二水古早麵（只有外帶）,4.4,175,"['restaurant', 'point_of_interest', 'food', 'establishment']",彰化縣二水鄉員集路四段348巷6號,120.6112334,23.8199851,OPERATIONAL,{'open_now': False},AeeoHcI5Gw7Pl25TuYBck4WnDlLUWlBKWqBE7i1KpkzHA4pK-1T8FlnoKhAmUs71bBi7fFOmWt7HJlyZLxXufDtCIYCl6q_aHok43TiTGm78hruBC9DXMVwRHNdjOq4oY7F_ERxr6R-WqfbYuDD9xCml_UdJxlAFIC43uUTfFxPlJ42dYLXQV58HH7ghz5O7MVpHMx-2HM_28bnKiRxyqUMMTQ24y_JMqiztvjQIRe8IhLmFG-l4itcjaktRSxfe1Bm7ijSrSKpAniuZJ3K0BKQjYX_GTuBmju3HlhOuuEWcR4XF61f5_ToIwoXlBYnurvPbKvhTxNptguhz0zUehJNVKvHd4FJQDcHpD86c3LGwQJDQCGebn1USsuDuUIVzPn77yM-xZ5TT6LLP7uSpaJpuIiQ6meJJU5J46TmY70qyDY99M5l3vQjreQ8SYQ73VHqB_Gl01455FigeZqTIP0I_CfFwrKld8uD-cfwxN1OerMEGf4VNVG9BSkvDAlMUrfgO4iFu4jZptm5PEIDpvq_TKm1HNMeTejsy05FxRmr_y8qugPdiME1wKTBX--jQq5lxgoJETKvv
C3_376470000A_000159,ChIJX0obLuNFaTQRqVnRUhHemLY,壹咖啡鹿港媽祖店,4.4,18,"['cafe', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮中山路347號,120.4322893,24.0578733,OPERATIONAL,{'open_now': False},AeeoHcIAQNs9QKTJrAr7YHIs6QOgyATbNvlkjCbFrcfKkboaKqjhBTX4APRazmWu26nLCjvL8xxN_k-kGTyYZYb0Nf7TDjnX0JzKu1ACk-U0Rh7YBEjBTidt78wRLjFZqzL86iAdIMqTYudeBC1z6CGxYpN1t7OvK5RBtmfATpn4TWm2qD88e_Ho2En_exsBEbef-dmqHf0J33-_UeLdKY35j9TShVZZ6ZSk0edkXzK1xzvDcCKafkIsI-ciGGK5PfYj4eJpsweyBKKelcjij5zNebUP0qV8Izkk27Uagqow9oTVixU5kC8J1Ny73opawR5tnVmn2B9NZ5fWmRNzDPXvbbCm2JSGuTZXRk44o88wSHRDWOYlnBMJrtKaVAUBCAeov_rnXZKDVYZnWIqjiYQaI5itMXpqrBzgXyKMSWRkl1J149EH2nyFBrmS7MJhCTFg9vHIRvSQgCTFgfc4QsfNlxJh8ILUsWvxkUOd6i_c65DJ60TxztZLE5Bpcwd9DbPKAbneBbLdq_c7hjQQ-7ms4s-td9ClM9-r8sqxwpQ1Uo73YL10G1ySDAQeRGImfwD2o9mLuKvo
C3_376470000A_000174,ChIJNYxRb-NFaTQRW46AIntIIBA,三番錦魯麵,2.6,318,"['restaurant', 'food', 'point_of_interest', 'establishment']",彰化縣鹿港鎮中山路433號,120.430815,24.0592584,OPERATIONAL,{'open_now': True},AeeoHcIfiAKmroASOQQulpQ-pCxmN6w_NVisMNoYTFCtjdhGwGoYvRUrvQ5dp55se3H6iijQGKPvI5zsCnND66WF_f1x56CUVbB_8ni_C5Ph25JTROAx2AgHLz8-UBhuF3pY5vz2IJgwEHLbZELpTDYPvcGhvSh4IiloQ_gRTWNHDe4N1GlAA5JwFsh6lEfnbfbwsVaeloeFQSOxDvfM4N-TFgNW4VHMkdgOJtAEigZSB1uhAZnxjNgM1gdfM6iaXp8X002VR9Q4dD_CzTiNP2CgpNZQRNSrafjX-PZy0Dq1e7Os7CRxZ2k
