Name,Rate,Comm,Url,Address,Business_Time,geo_loc
台灣惠蓀咖啡 HUISUN COFFEE_品牌館,5.0,"9,493",https://www.google.com.tw/maps/place/%E5%8F%B0%E7%81%A3%E6%83%A0%E8%93%80%E5%92%96%E5%95%A1+HUISUN+COFFEE_%E5%93%81%E7%89%8C%E9%A4%A8/data=!4m7!3m6!1s0x3468d9c324ecb715:0x5b54b4180820ea2d!8m2!3d23.9777474!4d120.9185377!16s%2Fg%2F11k3qnj3pk!19sChIJFbfsJMPZaDQRLeogCBi0VFs?authuser=0&hl=zh-TW&rclk=1,,星期二、09:00 到 18:00; 星期三、09:00 到 18:00; 星期四、09:00 到 18:00; 星期五、09:00 到 18:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、09:00 到 18:00. 隱藏本週營業時間,POINT(23.9777474 120.9185377)
築樂珈琲,4.4,687,https://www.google.com.tw/maps/place/%E7%AF%89%E6%A8%82%E7%8F%88%E7%90%B2/data=!4m7!3m6!1s0x3468d83316d93157:0xace8a2dd32eeb895!8m2!3d23.9489368!4d120.9400095!16s%2Fg%2F11f125zvlb!19sChIJVzHZFjPYaDQRlbjuMt2i6Kw?authuser=0&hl=zh-TW&rclk=1,,星期二、11:30 到 17:00; 星期三、11:30 到 17:00; 星期四、11:30 到 17:00; 星期五、11:30 到 17:00; 星期六、休息; 星期日、休息; 星期一、休息. 隱藏本週營業時間,POINT(23.9489368 120.9400095)
三月半咖啡-草屯網美咖啡廳|熱門咖啡館|網美下午茶|網美餐廳|打卡咖啡廳|聚餐餐廳|人氣餐廳|在地推薦餐廳,4.8,"4,963",https://www.google.com.tw/maps/place/%E4%B8%89%E6%9C%88%E5%8D%8A%E5%92%96%E5%95%A1-%E8%8D%89%E5%B1%AF%E7%B6%B2%E7%BE%8E%E5%92%96%E5%95%A1%E5%BB%B3%7C%E7%86%B1%E9%96%80%E5%92%96%E5%95%A1%E9%A4%A8%7C%E7%B6%B2%E7%BE%8E%E4%B8%8B%E5%8D%88%E8%8C%B6%7C%E7%B6%B2%E7%BE%8E%E9%A4%90%E5%BB%B3%7C%E6%89%93%E5%8D%A1%E5%92%96%E5%95%A1%E5%BB%B3%7C%E8%81%9A%E9%A4%90%E9%A4%90%E5%BB%B3%7C%E4%BA%BA%E6%B0%A3%E9%A4%90%E5%BB%B3%7C%E5%9C%A8%E5%9C%B0%E6%8E%A8%E8%96%A6%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x346931621b3ebf49:0xa61e32c7a6bf5960!8m2!3d23.976512!4d120.6863443!16s%2Fg%2F11rckwddt8!19sChIJSb8-G2IxaTQRYFm_pscyHqY?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30; 星期一、11:00 到 21:00. 隱藏本週營業時間,POINT(23.976512 120.6863443)
鹿篙咖啡莊園,4.1,"6,210",https://www.google.com.tw/maps/place/%E9%B9%BF%E7%AF%99%E5%92%96%E5%95%A1%E8%8E%8A%E5%9C%92/data=!4m7!3m6!1s0x3468d7ff153d4cc3:0x7ce5e340127c01d8!8m2!3d23.9166701!4d120.9422494!16s%2Fg%2F11fn56_868!19sChIJw0w9Ff_XaDQR2AF8EkDj5Xw?authuser=0&hl=zh-TW&rclk=1,,星期二、09:00 到 17:00; 星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、09:00 到 17:00; 星期一、09:00 到 17:00. 隱藏本週營業時間,POINT(23.9166701 120.9422494)
先得月 Tea lounge,4.9,"6,983",https://www.google.com.tw/maps/place/%E5%85%88%E5%BE%97%E6%9C%88+Tea+lounge/data=!4m7!3m6!1s0x3468d75e71c65c09:0x732cfc852435afe!8m2!3d23.8701799!4d120.9267409!16s%2Fg%2F11t17ly52j!19sChIJCVzGcV7XaDQR_lpDUsjPMgc?authuser=0&hl=zh-TW&rclk=1,,星期二、12:00 到 19:00; 星期三、12:00 到 19:00; 星期四、12:00 到 19:00; 星期五、12:00 到 19:00; 星期六、12:00 到 19:00; 星期日、12:00 到 19:00; 星期一、12:00 到 19:00. 隱藏本週營業時間,POINT(23.8701799 120.9267409)
鐵帽咖啡,4.5,314,https://www.google.com.tw/maps/place/%E9%90%B5%E5%B8%BD%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x346926dba14bfaed:0x908bf149d7fca951!8m2!3d24.0275721!4d120.8421158!16s%2Fg%2F1tm27f6h!19sChIJ7fpLodsmaTQRUan810nxi5A?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 18:00; 星期三、11:00 到 18:00; 星期四、11:00 到 18:00; 星期五、11:00 到 18:00; 星期六、11:00 到 18:00; 星期日、11:00 到 18:00; 星期一、11:00 到 18:00. 隱藏本週營業時間,POINT(24.0275721 120.8421158)
日晨咖啡烘焙 (SUNDaWN COFFEE ROASTER)南投 咖啡豆烘焙批發、零售、濾掛一站式代工專門店,4.8,401,https://www.google.com.tw/maps/place/%E6%97%A5%E6%99%A8%E5%92%96%E5%95%A1%E7%83%98%E7%84%99+%28SUNDaWN+COFFEE+ROASTER%29%E5%8D%97%E6%8A%95+%E5%92%96%E5%95%A1%E8%B1%86%E7%83%98%E7%84%99%E6%89%B9%E7%99%BC%E3%80%81%E9%9B%B6%E5%94%AE%E3%80%81%E6%BF%BE%E6%8E%9B%E4%B8%80%E7%AB%99%E5%BC%8F%E4%BB%A3%E5%B7%A5%E5%B0%88%E9%96%80%E5%BA%97/data=!4m7!3m6!1s0x346931ce1a43979b:0x7181b3d6fea43721!8m2!3d23.9103946!4d120.6834696!16s%2Fg%2F11gczv_fjz!19sChIJm5dDGs4xaTQRITek_tazgXE?authuser=0&hl=zh-TW&rclk=1,,星期二、休息; 星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、09:00 到 17:00; 星期日、09:00 到 17:00; 星期一、09:00 到 17:00. 隱藏本週營業時間,POINT(23.9103946 120.6834696)
六千金咖啡six sisters cafe,4.3,295,https://www.google.com.tw/maps/place/%E5%85%AD%E5%8D%83%E9%87%91%E5%92%96%E5%95%A1six+sisters+cafe/data=!4m7!3m6!1s0x3469310a63fd0455:0xfa5e956cfe747059!8m2!3d23.9424052!4d120.6923947!16s%2Fg%2F11fs_jst22!19sChIJVQT9YwoxaTQRWXB0_myVXvo?authuser=0&hl=zh-TW&rclk=1,,星期二、休息; 星期三、09:15 到 17:00; 星期四、09:15 到 17:00; 星期五、09:15 到 17:00; 星期六、09:15 到 17:00; 星期日、09:15 到 17:00; 星期一、休息. 隱藏本週營業時間,POINT(23.9424052 120.6923947)
蠻荒咖啡,4.1,"4,872",https://www.google.com.tw/maps/place/%E8%A0%BB%E8%8D%92%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3468d7ac050f5e3f:0x5838c719896cc43a!8m2!3d23.8820636!4d120.9208264!16s%2Fg%2F11b7vx4mcl!19sChIJP14PBazXaDQROsRsiRnHOFg?authuser=0&hl=zh-TW&rclk=1,,星期二、10:30 到 18:00; 星期三、10:30 到 18:00; 星期四、10:30 到 18:00; 星期五、10:30 到 18:00; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00; 星期一、10:30 到 18:00. 隱藏本週營業時間,POINT(23.8820636 120.9208264)
攝香咖啡館,4.8,272,https://www.google.com.tw/maps/place/%E6%94%9D%E9%A6%99%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x34693073ca338359:0xe0bca7f20c4f1c2f!8m2!3d23.983539!4d120.684526!16s%2Fg%2F12hyf_2yt!19sChIJWYMzynMwaTQRLxxPDPKnvOA?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、休息; 星期五、11:00 到 21:00; 星期六、10:00 到 21:00; 星期日、10:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,POINT(23.983539 120.684526)
JULU Cafe（鉅鹿咖啡館 ）精品咖啡專賣店 不接受訂位,4.9,540,https://www.google.com.tw/maps/place/JULU+Cafe%EF%BC%88%E9%89%85%E9%B9%BF%E5%92%96%E5%95%A1%E9%A4%A8+%EF%BC%89%E7%B2%BE%E5%93%81%E5%92%96%E5%95%A1%E5%B0%88%E8%B3%A3%E5%BA%97+%E4%B8%8D%E6%8E%A5%E5%8F%97%E8%A8%82%E4%BD%8D/data=!4m7!3m6!1s0x3468d9993c19ef97:0x501e8c26187f5b16!8m2!3d23.9647!4d120.9685803!16s%2Fg%2F11c6ch08gz!19sChIJl-8ZPJnZaDQRFlt_GCaMHlA?authuser=0&hl=zh-TW&rclk=1,,星期二、休息; 星期三、09:00 到 17:00; 星期四、09:00 到 17:00; 星期五、09:00 到 17:00; 星期六、休息; 星期日、09:00 到 17:00; 星期一、09:00 到 17:00. 隱藏本週營業時間,POINT(23.9647 120.9685803)
享日啡啡-埔里美食-餐廳-咖啡,4.8,967,https://www.google.com.tw/maps/place/%E4%BA%AB%E6%97%A5%E5%95%A1%E5%95%A1-%E5%9F%94%E9%87%8C%E7%BE%8E%E9%A3%9F-%E9%A4%90%E5%BB%B3-%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3468d9005469c4fd:0xe7f2ab58e0f0a83b!8m2!3d23.9442088!4d120.9324162!16s%2Fg%2F11y393yn5d!19sChIJ_cRpVADZaDQRO6jw4Fir8uc?authuser=0&hl=zh-TW&rclk=1,,星期二、10:00 到 18:00; 星期三、10:00 到 18:00; 星期四、10:00 到 18:00; 星期五、10:00 到 18:00; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00; 星期一、10:00 到 18:00. 隱藏本週營業時間,POINT(23.9442088 120.9324162)
金壺子咖啡,4.8,43,https://www.google.com.tw/maps/place/%E9%87%91%E5%A3%BA%E5%AD%90%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x34693f56a0225fad:0xb14faa6aa463c93a!8m2!3d23.8974413!4d120.6645072!16s%2Fg%2F11smnt9z11!19sChIJrV8ioFY_aTQROsljpGqqT7E?authuser=0&hl=zh-TW&rclk=1,,星期二、休息; 星期三、10:00 到 18:00; 星期四、10:00 到 18:00; 星期五、10:00 到 18:00; 星期六、10:00 到 18:00; 星期日、休息; 星期一、休息. 隱藏本週營業時間,POINT(23.8974413 120.6645072)
文心園・花園咖啡 Wenxin Garden & Caffè,4.3,"2,671",https://www.google.com.tw/maps/place/%E6%96%87%E5%BF%83%E5%9C%92%E3%83%BB%E8%8A%B1%E5%9C%92%E5%92%96%E5%95%A1+Wenxin+Garden+%26+Caff%C3%A8/data=!4m7!3m6!1s0x3469318d29d4bee9:0xda88d1de0bb09b0d!8m2!3d23.9133151!4d120.6882184!16s%2Fg%2F1pzrrbm79!19sChIJ6b7UKY0xaTQRDZuwC97RiNo?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 21:00; 星期三、11:00 到 21:00; 星期四、11:00 到 21:00; 星期五、11:00 到 21:00; 星期六、11:00 到 21:00; 星期日、11:00 到 21:00; 星期一、11:00 到 21:00. 隱藏本週營業時間,POINT(23.9133151 120.6882184)
墨啡,4.4,316,https://www.google.com.tw/maps/place/%E5%A2%A8%E5%95%A1/data=!4m7!3m6!1s0x3469318dfff45e25:0x9b3819ffd08bdbfa!8m2!3d23.9440749!4d120.6869673!16s%2Fg%2F1vd92t_h!19sChIJJV70_40xaTQR-tuL0P8ZOJs?authuser=0&hl=zh-TW&rclk=1,,星期二、10:00 到 20:00; 星期三、休息; 星期四、10:00 到 20:00; 星期五、10:00 到 20:00; 星期六、10:00 到 20:00; 星期日、10:00 到 20:00; 星期一、10:00 到 20:00. 隱藏本週營業時間,POINT(23.9440749 120.6869673)
隱咖啡 In Café,4.7,373,https://www.google.com.tw/maps/place/%E9%9A%B1%E5%92%96%E5%95%A1+In+Caf%C3%A9/data=!4m7!3m6!1s0x3468d9a013929d2d:0x4ca5a1fa8922d1a8!8m2!3d23.9712401!4d120.9635284!16s%2Fg%2F11fx920_4v!19sChIJLZ2SE6DZaDQRqNEiifqhpUw?authuser=0&hl=zh-TW&rclk=1,,,POINT(23.9712401 120.9635284)
老屋咖啡Old House Coffee,4.8,218,https://www.google.com.tw/maps/place/%E8%80%81%E5%B1%8B%E5%92%96%E5%95%A1Old+House+Coffee/data=!4m7!3m6!1s0x346933e18bcec61d:0x65282aed14125a44!8m2!3d23.9143163!4d120.6374987!16s%2Fg%2F11c6cx51jn!19sChIJHcbOi-EzaTQRRFoSFO0qKGU?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 16:30; 星期三、11:00 到 16:30; 星期四、11:30 到 16:30; 星期五、休息; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、11:00 到 16:30. 隱藏本週營業時間,POINT(23.9143163 120.6374987)
日月潭 湖の怪物 咖啡（5月份無公休 不用預約 歡迎來吃粿 17:00為最後點餐時間）,4.5,715,https://www.google.com.tw/maps/place/%E6%97%A5%E6%9C%88%E6%BD%AD+%E6%B9%96%E3%81%AE%E6%80%AA%E7%89%A9+%E5%92%96%E5%95%A1%EF%BC%885%E6%9C%88%E4%BB%BD%E7%84%A1%E5%85%AC%E4%BC%91+%E4%B8%8D%E7%94%A8%E9%A0%90%E7%B4%84+%E6%AD%A1%E8%BF%8E%E4%BE%86%E5%90%83%E7%B2%BF+17:00%E7%82%BA%E6%9C%80%E5%BE%8C%E9%BB%9E%E9%A4%90%E6%99%82%E9%96%93%EF%BC%89/data=!4m7!3m6!1s0x3468d51f516be5b5:0xdedf36ea719b57c!8m2!3d23.8329867!4d120.9082881!16s%2Fg%2F11q39xdd2n!19sChIJteVrUR_VaDQRfLUZp27z7Q0?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 18:30; 星期三、11:00 到 18:30; 星期四、11:00 到 18:30; 星期五、11:00 到 18:30; 星期六、11:00 到 18:30; 星期日、11:00 到 18:30; 星期一、11:00 到 18:30. 隱藏本週營業時間,POINT(23.8329867 120.9082881)
coffee stopover,4.8,"1,764",https://www.google.com.tw/maps/place/coffee+stopover/data=!4m7!3m6!1s0x34693d75a52cb74b:0xc4834a1007ee0690!8m2!3d24.1479617!4d120.6680133!16s%2Fg%2F11cmrxvf4w!19sChIJS7cspXU9aTQRkAbuBxBKg8Q?authuser=0&hl=zh-TW&rclk=1,403台中市西區民權路217巷24號,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、休息; 星期一、11:00 到 20:00. 隱藏本週營業時間,POINT(24.1479617 120.6680133)
REC COFFEE 台中旗艦店,4.4,"2,538",https://www.google.com.tw/maps/place/REC+COFFEE+%E5%8F%B0%E4%B8%AD%E6%97%97%E8%89%A6%E5%BA%97/data=!4m7!3m6!1s0x34693d7d7f1c73cb:0x48ec5c63ac3240fb!8m2!3d24.1625621!4d120.6447607!16s%2Fg%2F11n31mpm10!19sChIJy3Mcf309aTQR-0AyrGNc7Eg?authuser=0&hl=zh-TW&rclk=1,,星期二、10:00 到 22:00; 星期三、10:00 到 22:00; 星期四、10:00 到 22:00; 星期五、10:00 到 22:00; 星期六、10:00 到 22:00; 星期日、10:00 到 22:00; 星期一、10:00 到 22:00. 隱藏本週營業時間,POINT(24.1625621 120.6447607)
Phase Coffee Roasters,4.6,520,https://www.google.com.tw/maps/place/Phase+Coffee+Roasters/data=!4m7!3m6!1s0x34693deecdab6de1:0x4cad95c1f9e9f65f!8m2!3d24.1397913!4d120.6808538!16s%2Fg%2F11vj1dq4q9!19sChIJ4W2rze49aTQRX_bp-cGVrUw?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 20:00; 星期一、11:00 到 20:00. 隱藏本週營業時間,POINT(24.1397913 120.6808538)
Tamp Temper Taichung Coffee,4.9,"1,353",https://www.google.com.tw/maps/place/Tamp+Temper+Taichung+Coffee/data=!4m7!3m6!1s0x34693d74f4e7d667:0x18124288a0f465a7!8m2!3d24.1466129!4d120.6701438!16s%2Fg%2F11f55kjcfv!19sChIJZ9bn9HQ9aTQRp2X0oIhCEhg?authuser=0&hl=zh-TW&rclk=1,,星期二、09:00 到 17:30; 星期三、09:00 到 17:30; 星期四、09:00 到 17:30; 星期五、09:00 到 17:30; 星期六、09:30 到 16:00; 星期日、休息; 星期一、09:00 到 17:30. 隱藏本週營業時間,POINT(24.1466129 120.6701438)
Coffee Here（營業時間以IG為主）《網美咖啡廳》下午茶甜點｜特色下午茶｜熱門｜質感｜必訪｜日式咖啡廳｜巷弄咖啡廳,4.9,181,https://www.google.com.tw/maps/place/Coffee+Here%EF%BC%88%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E4%BB%A5IG%E7%82%BA%E4%B8%BB%EF%BC%89%E3%80%8A%E7%B6%B2%E7%BE%8E%E5%92%96%E5%95%A1%E5%BB%B3%E3%80%8B%E4%B8%8B%E5%8D%88%E8%8C%B6%E7%94%9C%E9%BB%9E%EF%BD%9C%E7%89%B9%E8%89%B2%E4%B8%8B%E5%8D%88%E8%8C%B6%EF%BD%9C%E7%86%B1%E9%96%80%EF%BD%9C%E8%B3%AA%E6%84%9F%EF%BD%9C%E5%BF%85%E8%A8%AA%EF%BD%9C%E6%97%A5%E5%BC%8F%E5%92%96%E5%95%A1%E5%BB%B3%EF%BD%9C%E5%B7%B7%E5%BC%84%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x34693d0034d09657:0x6b621c99dfcecf83!8m2!3d24.1551633!4d120.6739873!16s%2Fg%2F11vmb29cbr!19sChIJV5bQNAA9aTQRg8_O35kcYms?authuser=0&hl=zh-TW&rclk=1,,星期二、13:00 到 22:00; 星期三、13:00 到 22:00; 星期四、13:00 到 22:00; 星期五、13:00 到 22:00; 星期六、13:00 到 22:00; 星期日、13:00 到 22:00; 星期一、13:00 到 22:00. 隱藏本週營業時間,POINT(24.1551633 120.6739873)
HAUSINC CAFE,4.6,883,https://www.google.com.tw/maps/place/HAUSINC+CAFE/data=!4m7!3m6!1s0x34693d7f3dba41c5:0x42df6c39db254b4f!8m2!3d24.1618912!4d120.6677514!16s%2Fg%2F1q6qj3bs2!19sChIJxUG6PX89aTQRT0sl2zls30I?authuser=0&hl=zh-TW&rclk=1,,星期二、09:00 到 18:00; 星期三、09:00 到 18:00; 星期四、09:00 到 18:00; 星期五、09:00 到 18:00; 星期六、09:00 到 18:00; 星期日、11:00 到 18:00; 星期一、休息. 隱藏本週營業時間,POINT(24.1618912 120.6677514)
L'USiNE Café 早午餐咖啡廳,4.8,"1,508",https://www.google.com.tw/maps/place/L%27USiNE+Caf%C3%A9+%E6%97%A9%E5%8D%88%E9%A4%90%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x34693dee6d57a1cb:0x6e95ffce48ed01c5!8m2!3d24.1524861!4d120.6608111!16s%2Fg%2F11rv8_hq1t!19sChIJy6FXbe49aTQRxQHtSM7_lW4?authuser=0&hl=zh-TW&rclk=1,,星期二、07:30 到 17:00; 星期三、07:30 到 17:00; 星期四、07:30 到 17:00; 星期五、07:30 到 17:00; 星期六、07:30 到 17:00; 星期日、07:30 到 17:00; 星期一、07:30 到 17:00. 隱藏本週營業時間,POINT(24.1524861 120.6608111)
DM CAFE,4.7,553,https://www.google.com.tw/maps/place/DM+CAFE/data=!4m7!3m6!1s0x34693d0ac4e7c1a9:0x11cc3287159e605a!8m2!3d24.1437688!4d120.6680648!16s%2Fg%2F1pzqvbmb6!19sChIJqcHnxAo9aTQRWmCeFYcyzBE?authuser=0&hl=zh-TW&rclk=1,,星期二、09:00 到 18:00; 星期三、09:00 到 18:00; 星期四、09:00 到 18:00; 星期五、09:00 到 18:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00; 星期一、09:00 到 18:00. 隱藏本週營業時間,POINT(24.1437688 120.6680648)
多美咖啡,4.6,922,https://www.google.com.tw/maps/place/%E5%A4%9A%E7%BE%8E%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x34693d9ba24eacfd:0x9a2bdd0452ed6d20!8m2!3d24.1556567!4d120.6555923!16s%2Fg%2F11b70f91mj!19sChIJ_axOops9aTQRIG3tUgTdK5o?authuser=0&hl=zh-TW&rclk=1,,星期二、13:00 到 20:00; 星期三、休息; 星期四、13:00 到 20:00; 星期五、13:00 到 20:00; 星期六、13:00 到 20:00; 星期日、13:00 到 20:00; 星期一、13:00 到 20:00. 隱藏本週營業時間,POINT(24.1556567 120.6555923)
KroX Coffee HQ｜公休日、訂位資訊以IG為主｜跨蒔咖啡｜復古咖啡｜港風｜寵物友善｜附停車場,4.8,139,https://www.google.com.tw/maps/place/KroX+Coffee+HQ%EF%BD%9C%E5%85%AC%E4%BC%91%E6%97%A5%E3%80%81%E8%A8%82%E4%BD%8D%E8%B3%87%E8%A8%8A%E4%BB%A5IG%E7%82%BA%E4%B8%BB%EF%BD%9C%E8%B7%A8%E8%92%94%E5%92%96%E5%95%A1%EF%BD%9C%E5%BE%A9%E5%8F%A4%E5%92%96%E5%95%A1%EF%BD%9C%E6%B8%AF%E9%A2%A8%EF%BD%9C%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84%EF%BD%9C%E9%99%84%E5%81%9C%E8%BB%8A%E5%A0%B4/data=!4m7!3m6!1s0x34693d150534dab1:0x490ae4dae5dbb2f3!8m2!3d24.1593694!4d120.67473!16s%2Fg%2F11y1g158mw!19sChIJsdo0BRU9aTQR87Lb5drkCkk?authuser=0&hl=zh-TW&rclk=1,,星期二、11:00 到 19:00; 星期三、11:00 到 00:00; 星期四、11:00 到 19:00; 星期五、11:00 到 00:00; 星期六、11:00 到 00:00; 星期日、11:00 到 00:00; 星期一、11:00 到 19:00. 隱藏本週營業時間,POINT(24.1593694 120.67473)
single place coffee lab,4.7,373,https://www.google.com.tw/maps/place/single+place+coffee+lab/data=!4m7!3m6!1s0x34693d6881fbb605:0xb2537b721e1e6b1f!8m2!3d24.1514913!4d120.6856795!16s%2Fg%2F11g8k5fn65!19sChIJBbb7gWg9aTQRH2seHnJ7U7I?authuser=0&hl=zh-TW&rclk=1,,星期二、12:30 到 21:00; 星期三、12:30 到 19:00; 星期四、12:30 到 19:00; 星期五、12:30 到 19:00; 星期六、12:00 到 21:00; 星期日、12:00 到 21:00; 星期一、12:30 到 21:00. 隱藏本週營業時間,POINT(24.1514913 120.6856795)
佑氏咖啡 Coffee Again Roastery,4.7,177,https://www.google.com.tw/maps/place/%E4%BD%91%E6%B0%8F%E5%92%96%E5%95%A1+Coffee+Again+Roastery/data=!4m7!3m6!1s0x34693d067a0bc861:0xb051a3b82152ce62!8m2!3d24.1361962!4d120.6757501!16s%2Fg%2F11lgdgfctc!19sChIJYcgLegY9aTQRYs5SIbijUbA?authuser=0&hl=zh-TW&rclk=1,,星期二、08:00 到 18:00; 星期三、08:00 到 18:00; 星期四、08:00 到 18:00; 星期五、08:00 到 18:00; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00; 星期一、08:00 到 18:00. 隱藏本週營業時間,POINT(24.1361962 120.6757501)
混水咖啡Turbid Drip Cafe(公休日見IG),4.9,174,https://www.google.com.tw/maps/place/%E6%B7%B7%E6%B0%B4%E5%92%96%E5%95%A1Turbid+Drip+Cafe%28%E5%85%AC%E4%BC%91%E6%97%A5%E8%A6%8BIG%29/data=!4m7!3m6!1s0x34693d5f63144aa1:0x6093c9aa609829eb!8m2!3d24.1410931!4d120.6792526!16s%2Fg%2F11rhf32t3j!19sChIJoUoUY189aTQR6ymYYKrJk2A?authuser=0&hl=zh-TW&rclk=1,,星期二、18:00 到 00:00; 星期三、休息; 星期四、休息; 星期五、17:00 到 00:00; 星期六、12:00 到 00:00; 星期日、12:00 到 00:00; 星期一、18:00 到 00:00. 隱藏本週營業時間,POINT(24.1410931 120.6792526)
與魚咖啡 Yu's Cafe / 金鯱燒,4.8,319,https://www.google.com.tw/maps/place/%E8%88%87%E9%AD%9A%E5%92%96%E5%95%A1+Yu%27s+Cafe+%2F+%E9%87%91%E9%AF%B1%E7%87%92/data=!4m7!3m6!1s0x34693d5ff9678779:0x59b987d1e136a37c!8m2!3d24.1365951!4d120.682623!16s%2Fg%2F11lh5m57hz!19sChIJeYdn-V89aTQRfKM24dGHuVk?authuser=0&hl=zh-TW&rclk=1,,星期二、10:30 到 18:30; 星期三、休息; 星期四、10:30 到 18:30; 星期五、10:30 到 18:30; 星期六、10:30 到 18:30; 星期日、10:30 到 18:30; 星期一、10:30 到 18:30. 隱藏本週營業時間,POINT(24.1365951 120.682623)
珘墨咖啡 weekend coffee,4.7,359,https://www.google.com.tw/maps/place/%E7%8F%98%E5%A2%A8%E5%92%96%E5%95%A1+weekend+coffee/data=!4m7!3m6!1s0x3469179d23c8ce05:0x526f6b6168d6e840!8m2!3d24.1668569!4d120.6862769!16s%2Fg%2F11fvj6xkbw!19sChIJBc7II50XaTQRQOjWaGFrb1I?authuser=0&hl=zh-TW&rclk=1,,星期二、12:00 到 19:45; 星期三、12:00 到 19:45; 星期四、休息; 星期五、休息; 星期六、12:00 到 22:00; 星期日、12:00 到 22:00; 星期一、12:00 到 19:45. 隱藏本週營業時間,POINT(24.1668569 120.6862769)
屋七咖啡所 うち (U-JI CAFE),4.7,332,https://www.google.com.tw/maps/place/%E5%B1%8B%E4%B8%83%E5%92%96%E5%95%A1%E6%89%80+%E3%81%86%E3%81%A1+%28U-JI+CAFE%29/data=!4m7!3m6!1s0x34693d1401ccba7b:0x5dd622ad05ebaf3e!8m2!3d24.1463942!4d120.6609929!16s%2Fg%2F11tjxt20st!19sChIJe7rMARQ9aTQRPq_rBa0i1l0?authuser=0&hl=zh-TW&rclk=1,,星期二、10:00 到 18:00; 星期三、10:00 到 18:00; 星期四、休息; 星期五、休息; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00; 星期一、10:00 到 18:00. 隱藏本週營業時間,POINT(24.1463942 120.6609929)
如常。所在,4.8,349,https://www.google.com.tw/maps/place/%E5%A6%82%E5%B8%B8%E3%80%82%E6%89%80%E5%9C%A8/data=!4m7!3m6!1s0x34693d412827a959:0x198a77d45531aa58!8m2!3d24.1275685!4d120.6668423!16s%2Fg%2F11ppc6x0y_!19sChIJWaknKEE9aTQRWKoxVdR3ihk?authuser=0&hl=zh-TW&rclk=1,,星期二、12:00 到 20:00; 星期三、休息; 星期四、休息; 星期五、12:00 到 20:00; 星期六、12:00 到 20:00; 星期日、12:00 到 20:00; 星期一、12:00 到 20:00. 隱藏本週營業時間,POINT(24.1275685 120.6668423)
同齊咖吡 Coffee/自家烘培/深夜咖啡館,4.7,292,https://www.google.com.tw/maps/place/%E5%90%8C%E9%BD%8A%E5%92%96%E5%90%A1+Coffee%2F%E8%87%AA%E5%AE%B6%E7%83%98%E5%9F%B9%2F%E6%B7%B1%E5%A4%9C%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x34691711f65b0dc3:0x24f44c8889c138f8!8m2!3d24.1750133!4d120.6882118!16s%2Fg%2F11sc3g_1pv!19sChIJww1b9hEXaTQR-DjBiYhM9CQ?authuser=0&hl=zh-TW&rclk=1,,星期二、08:00 到 00:00; 星期三、08:00 到 00:00; 星期四、08:00 到 00:00; 星期五、08:00 到 00:00; 星期六、08:00 到 00:00; 星期日、08:00 到 00:00; 星期一、08:00 到 00:00. 隱藏本週營業時間,POINT(24.1750133 120.6882118)
