區域,類型,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
萬華區,咖啡廳,ChIJw2A9BK2pQjQRg6KC98gL3co,inn cafe 西門店,4.4,1652,"['restaurant', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區成都路27巷8號,121.5067881,25.0430363,OPERATIONAL,{'open_now': True},AeeoHcLGXx4b5W5_I_4C0dbe9pvApY_ubGk6uvw1i_7peT1B4qTrhDilROg51EDdb2lDJgwe2-EZsJMiqO-ytiSbERezZoprrZqZsy7LEgXQUOwNt7bHT2SsJb3EiCtP3x5VGiAC_bhpdnW3TPa1u3N05WJv6C5SjWhuwQ__VK_XU--g2udlWhTJ4kH_Ojv9hhhqWe59tFDBGv3MuXVb7qbtI65nDrNGRl0TCCOzeSKMQ6t0kV0T-bSbivVTgdIGkUsACLnvHdisRNn2eKETqRZyaeJIU_cWKQMbOHEeyEQ6fvjo08hk7dQ
萬華區,咖啡廳,ChIJF_jpglipQjQRSDDbLEVXm7Y,Cafe tailuu,4.6,154,"['store', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區內江街34號5樓,121.5056167,25.0415746,OPERATIONAL,{'open_now': True},AeeoHcLeQQy78Dnx3Cl-UkVA-W7FJ5qikG9EY-rXiCA_fUbqEigz__lyDUDAz1DGWcySe66rSGJJxbsqSzuKbdpddRmjDTJ1I2z3O8x9T6LIOTyHqMRf-uwBi-8rKLYYKZvLWdyvCWPSwF7MXS7V8KCJ2spqEFtdkMkE49_Ahe01_cDpPB1K3AhMoykr-0X5dRXoW55EJ1SkYMYL_skngnZMMHFz-nIzh-2vT3ZYsj3rj51c-I7DllEIhFR7jahtMimlD9dolOySCByA4h6oBXPXAGmeZblG3PYiXTa6T47txW_IESNeX5U
萬華區,咖啡廳,ChIJc0dWY9erQjQR8RN1CdS7npE,樂野食,4.6,3553,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區武昌街二段37號5樓,121.5077062,25.0446668,OPERATIONAL,{'open_now': True},AeeoHcImE_U-zRuiGVFI9fW_n42E8yxI6FLBq0GaBL8cOHK8puUeW3Cwe7AkJ7IG84bJwcA2yAdsL_1fnCnctpTuwEkSIJ89_0qv3XOXnV0N9BypJr9OW896wAQ7qy7Vsw4sPz5NZDAmdAJDRxxIk0t4wRHtmzapxB6BW94YgXxdYPPyBOs-jjzRzH6_V2i33bl9O0LcJ2zsbfDZPtrhYUAqFPRU9K96VA3K8aRC1S0x9C-x9zd7HBG3APJn42hSM7xo5tdzZfJQlsY0-G9WjW1YytL4cuAOY-rkyt3Ffw28m7n5rUrJCb8
萬華區,咖啡廳,ChIJY2wHW-apQjQRA72XzRlYgO8,旺旺屋,4.7,266,"['store', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區康定路287巷26-1號,121.5019057,25.0340205,OPERATIONAL,{'open_now': True},AeeoHcJWZLWKODsHmDvMj4N6gsmJKjCA1VauDhqJjVdm_yNnRgGDI8EBkvolOoEP7U_hDeBhsw-fvWs6o-XUA6nO047vhHMOf8nmGH0MD1I7F-0rP00DhftaG7ot0Q4gy0PFflfoZYUvOkratk2DXm5Zz5j6Hvey0YeBdyXOKOkitHxFiH92-5Sd3G5PO6gXXfNUPbFtgg6iLA6x4HQZqHPgIggOi_rngwXa-gURpOrNeyuoKirg8VNAWpYMbRFt_ZqIbXT4U7gPLrA4ksBtYf9PjdjmU0Zf7mRZQ14PguDxWBTLmi0HG_U
萬華區,咖啡廳,ChIJP9Jz6g6pQjQRwjUQ-Ya0MdI,有地咖啡 UDE Café | 無訂位服務,4.7,401,"['cafe', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",10841台灣台北市萬華區開封街二段62號1F,121.5068599,25.0465355,OPERATIONAL,{'open_now': True},AeeoHcIbMDZOZYSwc1ocDw_sYmugjZI0X9ETOf7XXTBDC1TytJndEd6WXzZTr3Z929ENmY4qEemd7Ebv7FLunBKLTt8L1g3ErybeKvtUaSri-GyTXM4zsF7-3Q9oPBPHRTa1lLZbHUcC7zXLu7n3gRC5VpPMi5CztfR2Ko3uOetPnLq56MNDGvrHkfyxwOseamOdS1nf07wU3tNvTgAu647d48eV14Bkg9wJ9Gvt9JF5e1yTIwl40dRI23Hr02p22uswbEyhkZz80p2X0LDgDHQojkExzLmsoX8tB9RrgzBfdP_T4LsR
萬華區,咖啡廳,ChIJQ7EnP-qpQjQRRv3M8gPRnco,我不渣 咖啡渣 Coffee Geek/咖啡/台北咖啡廳/西門咖啡廳/coffee/咖啡小酒館/外帶/內用/捷運西門站/西門咖啡/甜點/巴斯克乳酪蛋糕/鬆餅/提拉米蘇,4.9,161,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區漢口街二段90巷11號,121.5043109,25.0458455,OPERATIONAL,{'open_now': True},AeeoHcI_2Z1_-rnNWVduRtXkVReEUwNNeh-TGi96HESU40ySwIdss05S_U6lS1huT9hWerkeOiBwCT5t1sB8_ipck5feV7PhBW5jqBUZYuXUAsGhShlQufCYhPRfGOnxF4Zkku3BAmm6eAHLdCWfUNtIyh4WPbJsLhEDw5Eb20M-bkj710_FMCzly5uyx6yYEfzq-0NE1s24Lo6rHkEPPvZy7GVIh9Cg8h9injJB-i8gGv7UPnKz5iVPEyqwd2BKH-uiZFz4D03jxoIWFNL7q2QiQCGze1MJb4EgJQbZpJAuHew2Zc6VDK4
萬華區,咖啡廳,ChIJ8zwS6d6pQjQRhjVY66zzGJE,木咖 Horoka,4.8,727,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區貴陽街二段40巷6號,121.5049593,25.0391461,OPERATIONAL,{'open_now': False},AeeoHcIDMP-CBGVvS1wKnoKS3oQak-Gk2oN9XSj-VPY6BScf37fR1DdYMmbJiOh6NfRvORcfD5kVTIOYiU1Rw_L665-3waWCEc5R23duUtqMT2IyuVK9HndHG3wHrF3jLfCnNDLy87W2XjkBDlQT7oumSG5hV9FqpD_nC5eHDsgaK4B8ArS_ojikoA7m0JzxVl4VnfjoVl7oDHoKzUvbOfRiRY6m_WvRhpgK8lwAoUCxTssZ9ZeZL0eCE2FSAbEMBNlBtq4ULUY2dHsiVyNRCnC8eOMX9NXPHJNuvju_vQ1OAGZHgn68jZQ
萬華區,咖啡廳,ChIJoTSvuMGpQjQRK52LGjwSjcM,嗨嗨咖啡HiHi Coffee/小仺館ココクラ/咖啡/下午茶/日式熟成咖哩聯名/嗨吧Hi Drink 每週五、六晚上/經典、創意調酒,4.7,294,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",108台灣台北市萬華區西寧南路88-1號,121.5058674,25.0421609,OPERATIONAL,{'open_now': True},AeeoHcIkUNASGd_i01ffMGRc9EsdqPJa2wfgppSXlOQ8fjTZICKGVmeQtqfzEGI1Qh3pX3JW8WehkfHBMhi73Qrwe9qJu92PROVKksmE5RE2oQh9RAHSDflDH-zUNZIWExqL3nIp7H3cADAqCEW3fr-W96TSMiWQ-xAQ4Z57Lf6Etz9Jm2SUE6CcYKWPvSyefbwvP6R5ArAWwaIIR6DANzEUc335AYYHE4yjG7OCxZ92G3vn6TVCSs6LTbLMHfc1w8vUlslpxPSqhGDeZGdz7VABhP3ND8tfJYx9zUpwCAcqzan5EKy57Fs
大同區,餐廳,ChIJlWk-Gx6pQjQR8iwdYDURin8,HU’s Restaurant 互餐廳,4.9,184,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區重慶北路二段172號2樓,121.513398,25.059345,OPERATIONAL,{'open_now': False},AeeoHcJxOKnQPHPohWOkp6Ss-ANWoPQ3b53MP3KQIKI7BqJpJYVnYOnDP17-QyvODygmgSg0VMXG4KmQAOo6RUob6eqBsv32eUdjosm-4yixbx81U-oO7olCnFL0gfBtcZn5yXvfCtxs2DZ7RdxXFRWSrYVwkc6Pq1ZD4mUUJCpBTVqVBUFH1-A9Wh7Pck6L3bqeT4tLhpHJnSSuiqaVGPpa6sCNPa-EN0PWC5zX2iEgAV0BC3i1xnXwYlJzVR9UG8r_xhwQWW70mqK4J3fMek_NSoyjoYNNM2P_LjXwPiLOZAVhNu4Ukw0
大同區,餐廳,ChIJMwu0sxmpQjQRhngWqb23XlQ,waku waku pasta 赤峰店(無訂位服務）,4.1,1642,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區赤峰街8巷4號,121.5191288,25.0538357,OPERATIONAL,{'open_now': True},AeeoHcIEObBat6Hv6IMDGyFpjN2J1MCtapabMrtXB8HZsfEW9y1n5ejBW6MMFDi3-vVtLHiZ9uZWRgV_FSQ6_A6GfbfK4bavTohEg6xB2MaGkWyBwIFlUTHUsyRviNfUPa5oo9Gbi-_RFqFBSGn3DWF15mDh2Ipm7bj02ldY_Ag4p0Y9CdFGS7508RAVFxcaszDttej68ewW_0nZJaR30xQmrMq0_vD9bOGajm2yv7cJ2Lux33U6yYniOU7WH3K7ILKtHcMi7hJAgd8eZVUVKTnTAw5vBqE5EnGRUL_A8wIDb9yozjuB3bs
大同區,餐廳,ChIJazuHbz6pQjQRGGRLxz2VfIQ,稻舍食館 迪化店,4.3,1542,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段329號,121.5093333,25.0624956,OPERATIONAL,{'open_now': True},AeeoHcIr3u_ru_BCm1FME--KIdKLX5QuSYMbWxeq1HPP678gDetQkoTjS69wdSKYkPbcqaCKKpta6cRLnTjXXHS47Dky65A7DEVIMYJ2WzQwq1YVK0PLOuorkx9weXLDXdUp1XjptrRtm41rK8ouu2FFjk-Fc0ApNDj0GXWjhluZ8GKGbf3qE4Ky5JfXnNxpfzbNgInuJS1DAqm5YK_-TixDA5y8S7kPFfDzkwlGXF4I9x6bs-e93aP-_uQ1PvOZC7dFj3ej8kZ7R93Wlh_XV0Kbqa34rklefDNBl9ouuw4DVsluVQ7apvs
大同區,餐廳,ChIJ2TLUxmOpQjQRlsPjR7pI8DY,微醺花園Tipsy Garden|餐酒館|酒吧|朋友聚會|約會|宵夜|深夜美食,4.9,2441,"['restaurant', 'meal_takeaway', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區延平北路二段16號2樓,121.511617,25.054309,OPERATIONAL,{'open_now': False},AeeoHcJrORUtcS4sU5KOyLBR0onQMpGCf_9xynHLKU5eWa9zrlFWeQB3bVpXk9PXhSMBD0wNEQW07U0WnZXgWxothOXqmaKLRm_y31rHH0-DMWj0Ge6m4P1JYrIx5uTs88d3n3yDnNQEXooIqvHMTGspetC563qQa_IgMdUfkO6wqY-qy41K8R8KLE18C1qSqa4CWWA1QxQEgH1e-eqmo5kneMTH0rwqyFj8Je2mVYu-yj7Ao4ZuNRFlX17KXLH29l_YMgQ1exeFgsuX0gQmJhfpc_0NLc0XCclCvBG7re5m-dOSUV0Dj6k
大同區,餐廳,ChIJdYjHunWpQjQR7-iV4cEMf5E,老童小吃部,4.6,513,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區承德路二段209號,121.5184691,25.0597106,OPERATIONAL,{'open_now': False},AeeoHcInWa10tXoQG3pH0eg6kEXdsk13nPwNgrxN0ajT0b3oK2WMrqnlBqZELSOIsxih60wLqMHTYqt2_a0FiRrTGE87GrP-m0veEVPHCPsWmjM2beTiwIUPD6sDs1GJaYQTBsJc3aYg0VQfGlx_T44Tc2SjS7TrFMhAItQz4Rz5nkeVbxPU4izCcyHVJox8XR4N2RsT2_1lmZOxZ2rzH1icyVGMnPVeiEtjGZciqgG3_S4Trn6oYNnXlw3yBSX5v08EJkeISkkwEoMxFhF734XsDFfflsc-odh8Z69Cj7uBHET7jStUKgs
大同區,餐廳,ChIJ1X46NoSpQjQRTUQ5RsEZLTA,王師父脆皮豬｜台北大同區美食,4.9,376,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區長安西路220巷9號,121.5147096,25.0511648,OPERATIONAL,{'open_now': True},AeeoHcIh-7tO9nbFK-RWMXHhsQGXCwHcY0DqJbVCWT--x94XPBC8TMeIhIwdup5RVWERBTuvDThKxGnr_KIOzFUmbOFyjylDiPig4b48JmDiQ0Huhoc39pv3ToACUMRi9JRSxUT9Gsj9-DSxNtjpREh-I91AwOtDxXr1PpPsXojq9KSMzHOZP_h2X2d9VbDEhUFDyi94zapM2HFkLUDPf9dGl2IkidTSIzJuEwqTVAP8qG0xvACEIvgu4c5KunxJPeL0TC8qvVSWLogR5BmphCFv0PEzmDzyAORtSUzO0k6ynHzmxxP509I
大同區,餐廳,ChIJRY4bdhSpQjQRx0pki-OEzVE,漁匠甘霖,4.4,1176,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段21號,121.510295,25.055027,OPERATIONAL,{'open_now': False},AeeoHcK5DCdM0K1ZM-DOlut022dZ1TZ_eh6p7TuoYOkoss7N_iMZeC01LyK4LYh5fEiEHl0T_qj_JWMtm7IiNoE66HR473qTNRA2BNYQe0L4bGV-VNttYPSFabuzTkRbLzouUQXjmX2q1JFONS8BkEu_bPVI8k-AnejXj-wHcxrPapcO8LMqBEOpIuZnm62HK4Q_QEXqBpHNgivpxQHp0j64DPQpn_KLKSg7kSASlxDxvtpBhLV1Cz-R80yPeoKub0B_TIYvUmnBoTHI7Qgj0ijr07TNaVYco5Ifx5cLNFeWmSlhvv8H40Y
大同區,餐廳,ChIJK9fPLm2pQjQRidE8hbLFxCE,大稻埕魯肉飯,4.1,4865,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區長安西路220巷17號,121.5146457,25.0509665,OPERATIONAL,{'open_now': True},AeeoHcKTRmMVaTznxr89oO-IEEGscJ8aC501TLeK1rVp7v1EZ7ZZ0Pk-AkfdVFoStep-VQgP_2OEm4qqDncQPJ0G5QuD5zU6vjyhsI8AuEv_2YclX0eCzyajaQn6fk5VzW_GFJ3vgvTBhMZSdZkTh5kA84zrRDqdv1gmaRJIq3ekL5KS4CqevF0i6F-amVfGwJF2reNFgg3iKpztMUWk5C_J5noZXOvG5-OC45r5b59LJTLEQueNX-pbVnIc6IqnWtGDuFIN7cqJqYn7d_beRH47vOfMlPsozvDbI5-8Z8hbHQ-NIhYsdgA
大同區,餐廳,ChIJp6WvuNWpQjQRfupqxOY5xMk,Moni 咖哩（餐廳）,4.7,1180,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區西寧北路63號,121.5089613,25.0546507,OPERATIONAL,{'open_now': True},AeeoHcKl7_Wzl9LgCAFSxYD41aBeOL7Jf2sk9CvnsyutDNANiy5GVw-4TwpFqNd7Ji6jJyKXrrmbS_mTVXZrKHIUL5Rz1jYsNomFUxagja7fwgyO63Xje9rf10PeM9sdIOCBjRsK65atk25mPMXds_95uLPN-pjkTBhlpljYB5kb8NzT0lxGmKy4ZmLtV2MPyu2jB-OToUEmV0aK8E6RJxkufeJFDEUk535YZ68z72hoWXKJzxsPZhN4Y5ig4XhAlAJiFQHQ1yKKU2G575v0z_yXBFUu0YZ5qF-jOW0CyL0ulAjrAIpyMm4
大同區,餐廳,ChIJAdNKvnOpQjQRbhQLPflI9O8,螺螄福Rose food正宗柳州螺螄粉,4.9,15368,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區赤峰街14-1號,121.5195571,25.0550226,OPERATIONAL,{'open_now': True},AeeoHcJHxJRksSjfueYn3jbH_PluN3qvAgLhJgrZI4rKGBJe95wRwxjeGZuiFTpL-l7LJHelLoumxuYjUnuHnEnDREEr5cQ6VY-56V09Rw4ualx5dyDtA-xO3c70T0jmC-DU7pHqYzvM9vw4zfWZGUz_N6FRGQNVJbGEZi14zZy2Jmd2Qvapt40xIFHhPnvZU25iGoCt2tpNEwy61W4OOpIWCB2JidYiCqs1_CuoypnhZJobCoAwSL1YFwrfbrcWPpmT7kbWFU5kKz3bjHqCaFkmZkmiVVBTE27Y4mFm2dtUeQL73mo0_Pw
大同區,餐廳,ChIJKeEEgSGpQjQRVNOc_WvKiFE,月見 Meet the Moon日式料理,4.4,647,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區長安西路74號,121.5194055,25.0502687,OPERATIONAL,{'open_now': False},AeeoHcJnSwSmt4fbiuw45heYW-_xrvEiLToOeod_T-s3rkx0cYjTjJxx4A0CyZDrGLaHaSexwwml90LfRcUPdg-y12Q2i1OlSkYA_OD9zgWDEHTaPAJQJjMz4Xiu2ORh_-F6hSZ2lTXCs14JrDbv5xZJifPEOb5eWjBlPdewh7ZKast797x9gqft6VJ4eQU2-G0TAEqckxYbVMaktFa5dbicDzoB1BmgJU4RYP_ZF4-3Q_WUw_JaIyADaBOwP3b1NViVXZ24knh9RbWUhcoW9dM1snfXRIRdM-caG4nY5eC0nhmD5EXdJR8
大同區,餐廳,ChIJvZ52YQmpQjQR4l-ag3QE3ms,無所洋食 SyoSyoHouBou,4.5,612,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段358之1號,121.5090979,25.0628079,OPERATIONAL,{'open_now': False},AeeoHcKgeKt9B8jA75-ZXdxjnEPiDT-eu9yv2lMhAQu2Oxu4HTc_CFoxag2FiDWMBS6087ldq8-uevCBBRJcYe2hR0EpDOhsbejEtztGaPdYO7AvvdD6E7lKjxXmFWLZsKIQc20CdG9Aa7div0UAtjZQXnggQRWSWLNXtW0qBo8wI5WNNmUb7sOnqC6t9BSZLw3WO5qOZoXmtWqyFcSArdxDphcAnKqzTzSHVTO6mGObu83viVtfBcHJrAV-dS8zh95wjoaraLkIYRsd_SjOpXj78sDADGLpE7f7-oqLQp9WYvJbbsvhkqk
大同區,餐廳,ChIJ6y0nb2upQjQRLgOjrLK3g64,四喜堂創意食饌,4.8,586,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區太原路152巷15號,121.5159535,25.0544829,OPERATIONAL,{'open_now': False},AeeoHcKHfYmp9pWHAlgHQNrDyOHaiR-RyaBCcr30DOd6Duk4rLx9r1fIbKgCUyTUcwEhsTN-2nsQgEMCDuNRT25Zfi3cAaLxI_LhbOx8fM-PZf8BppFYVpDXf7z0zuZBZjkCdBYiTY9n-gFgNS1GtyR3rdsIMh68MZEbq-E8bcM5XiKxH8J2N64TREWGJ2XWZkcnE4TdbqWDDpVj5CljjZHoeKrVfuVBaOXq423523JZ-rg9an9HGSA7l3PaxJ3G5lzm2E7dzpPLSB73vUsDaXQJ6xyBYqNDpulA-mjzg3rsKLQmOpM9kog
大同區,餐廳,ChIJC5v3WaapQjQR7-Pb6CAyHgw,大稻埕貴賓 寵物友善餐廳 standard poodle coffee,4.3,355,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段302號,121.5091797,25.0615348,OPERATIONAL,{'open_now': False},AeeoHcLNZPtgpepm7q2hQDCi2oAK5NtSupit-U6L8QWi7E9nBgISW4hgpBFdjxQbj2ngiQNHRX26p2KvB0tTJKnltZct915snFSF21NrDKxJYYGdkrWlldmyVzY1-S0MOa1kN-_NcCkyX5db6E2PmGEaI-g3HZNxuAMpBa6SsE5NHb71kNjtc04BRJvrZ7OiwDrPJqVmEyu34mOHWhhNAp7GUf6he3eDI1sgezC4hPqVQxGKcZiBETUCNvC0SXjD-ajqGkD1sJ3-W73QK0ITTV0g2y0hRSocn7v_BMvgPb83rx9jnrVNCdM
大同區,餐廳,ChIJ4dluKTipQjQR3oOU_9XUGOQ,老麵店,4.3,3891,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街二段215-8號,121.5116813,25.070358,OPERATIONAL,{'open_now': True},AeeoHcJJS5k-_fuviDoWZ9c10NQNhOW9R6kt1HRkzo01GnZOCZ0MTUw-FQOOgWBVPzChFVRAhiPCpqIcsKItxtGhj7keDyjK6AyJIfXYSJdqAqimzmgKUwq-MX3Iwwt-xyki7vcfeHUBEw7-6pr93nA8L2bpxOiPnbrYHUpzPKV2NC1sQSl8qOZoKhXbNgffTKHUQhn5YTY2o69fEZVEOV7YBEUsHZAax3YMIpSCEVKk71FmYYTpp-Rj62NWOz7vvWzdXsg5HTlWGSkRNszdkWflJZtnkPUVg_un4C2XCEpebOrJNu0YROA
大同區,餐廳,ChIJfxuQSo-pQjQR_9uFG5xyALk,大稻埕芭夯汗,4.4,52,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區民生西路5號碼頭大稻埕,121.5078314,25.057173,OPERATIONAL,{'open_now': True},AeeoHcLPMGZ6BA4jzeNEsRO3kmt3TeGeGBvk5Z7Na3CeOHmeZonssO69hy7E4RK2bnVEixYUc9zqX-BPIFT3CvmDcXAtCf0Pg3CShGit3CA978_TdZgG9h3CVPa0-VX10aGXuEYjGEhUCBvzfYBOozlsxZGNzoplqsZbApMfxwpoR3HRHFb7Qwfnuo0qF7r6-e6d680KovnHzj9U2LFw_84WZ_5zmqsB1iI700cK9Mp7ZaFXaMYXJvLrClrxuGcFCPY93F9ODkKIrHJ7aExDuAu6-Q_aoJZNdyMGHV66xVn9_hfUDPgHkUw
大同區,餐廳,ChIJw5vm__WpQjQR_ERdcXnsvCU,渾水摸魚料亭,4.7,748,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區太原路79巷38號1F,121.5168113,25.0515541,OPERATIONAL,{'open_now': False},AeeoHcIJ8MS9rFNj9wxq7nVDKWsxtc9u7hIgYw8LQxaLJSRFpaksp8QEXCfxIeKJMI-T54A0l9xepzJCMcYA_Xu72rj5cPOWCz2G8UJw5R0m16zdNBnQy-wC2vV7ABk5HcRD1Pg-VuNYAE0gGggTUcaLaIfOd0Kn_pi3GiGuvSasRKcTy4MOWNxVJhpJASP-Wwnodb7Y7P_Gcd4syQabgaKEn88-Mb59hl_dkaGKX3xI-7lPTYbPqJkAN-8_DrWFWcG433eEGyN_hidROP2E13R3ijmqINRxulUxmFSFCIFk-3XJv4Dwi_E
大同區,餐廳,ChIJb11ZN9epQjQRUsV7UwtyD4s,微醺花園大稻埕碼頭貨櫃部|約會景點|宵夜|深夜美食|酒吧|餐酒館|,4.8,119,"['meal_takeaway', 'school', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區民生西路底號大稻埕碼頭五號水門,121.5074516,25.0561721,OPERATIONAL,{'open_now': True},AeeoHcJlVtT426hcxi5_gmMjYd0NzL3O7XIqWZbc8njDBuGAGG_CPXct1cBcREzpieTkAeaTzsGCTw3yj0lDEWf7OG9u2H5rkou9KJqDADe5Qxw2wDCFl5SDv1oIXyBUOe1SJRJ9aFrK_dSic5-NGJm9g1wTNPTaUwXw6NsC1bOmv6VVtC5sa0Su5Lbu3rdL48R7dI37gWw_3BCrdjMEcuvsM0sIiXcwXMcRlqogLbG-uTeNZ-AyRht0QmVf6LlebLnC9ymFVRuO9Q7cNL_TQqxZF1mBgPDaxhuVL6pfNNqXnY7Xl0ZoO9A
大同區,餐廳,ChIJ33b5tz2pQjQRsWkDeiQMdZU,BeMyGuest Taipei Cooking Classes 好客台北,5.0,281,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段356號十連棟歷史建築後方大樓2樓,121.509064,25.0625756,OPERATIONAL,{'open_now': True},AeeoHcLdp6Qf9l0qjFtnB_FsqsVh5l4EkFI559TY6KBhMtRILVyPzxeZoLm5kpTk9iCxGPr8fziYYt2L9XJ--nf3teusuJDrDGAAWQmDMgv3TL6AfH9PN0VdQqu6z4xzi8m_hwxY9sr6DIPNGxnH6dvBTw0qN39aERZumb1OCXROpRQmdGCWzpWYUbVmUXk7OPOnlnsxHwWGB-Ok4eBGFtMoEfC1M2TLuKTXQ-DhniDrVQ43iw58UznvtTSG24ixBC-UpsBo-V9dTirV_tL9icxgRzqZhJ1FrSz61ipC28sNWVLyVOsp
大同區,餐廳,ChIJK-3CxhWpQjQRCdqRFa1pamo,牧山丘,4.3,2522,"['restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區迪化街一段173號,121.5096237,25.058723,OPERATIONAL,{'open_now': True},AeeoHcJ2r4xY8ylY8IcxWBS3l0piwCsh3DMQ_9J1V25B9ptAhfQl3Kw4nZDluqtUb-yyZYCSQtDcbawdopautsB1XgXOrUhW9zxgnGp0Ap2SxxKZNL6m5QSCGEP2wGptR4ad6VKpiKh8lqI1PmCMjjgNov_3p1C_9oqMD9UJtgQ_V9pdeTVuRepd6uYTfTQEoPQkDgv7F0KKi1eCH8jf_cOEDuE4u7STTZ1y9Muwx21nrFD_GNRdbb1ZOR3AYzPFqXfV1kfVV5NLAMRKYJQWDfn05TzP4GSZ8unG2usslpVvDn_F6x__vrY
大同區,咖啡廳,ChIJAZyrjsapQjQRi70yW6zdWBE,琢磨咖啡 coffee,4.7,1031,"['cafe', 'food', 'point_of_interest', 'establishment']",10347台灣台北市大同區歸綏街265號,121.5100584,25.0582958,OPERATIONAL,{'open_now': True},AeeoHcIq_qP5FFqk0PEexvhmbt7OPWLaucqvscz9pGqNRHSeOH7aSUbX5oE7-tBDgbMtKx7UdTsV0SoGAjwPjYnXEwVWstZikrKF6_2YTF4odsdu0AMs-jk-4jSmeuD7csIYTGKIzXrn28jTcCTQ7qSoTZK0sshh_wSM40nbFu62rzJIynwGLEZdFpmlrFAL6YTz4FnROKa1AXLZrCUwtlLRfQc4DmIeA6531aQnWcyjuDhESjOa37KRX0M3J4q0xRKbCLfpT31AJ6cCaWn2ntXWbAa958lgK-hiLXYtXkju2N5vKbt-M6gNlGqXVAZpSYvdBbmkoJjaOmv-46vw4akK3eGO_JQHKhnTzExTgN9bwFh6sQwHjeQgNIGiNSm_kLo4c6_ut5XbG7JspgMqVePJ0s-noQRLZoIdrW9z0X0wJa7lCU5KeWTuwc7S6cvZ5zvOrlIy7U8XWr-aXoMGx2GjXXIE95d0o67R2xgwqAuKcB7w70tL1X-TB59fnzjrlIqSsy2DGn46EEzxhZbT88g2w4qo7fW3Pl7dMVr1YRBiv6i-nG-dEtV2Kt09wqPLfwmeBo51AA
大同區,咖啡廳,ChIJYR9wWIytQjQR8gzoVNqYgy8,波赫士領地精品咖啡館 提拉米蘇 千層蛋糕 BorgesPlace昌吉店,4.7,986,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",103台灣台北市大同區昌吉街22號,121.5172911,25.0657177,OPERATIONAL,{'open_now': True},AeeoHcL2-0y0HRCSA0IyOOhwf2UsB55pbyGhjpO2fY4iFCrzajT9xmwoGK32_3NbJYCcVefoTjvm_MS2yAQEEU0MtkIWNHCMcCkIhm49WwvSJOd0V5JP2rpsZFDwOA1nqjUYzlh-gFCNb0y_1tiSolCHRA4NT3gp7LBNXEqsnfTGV6Xhe6sgfQvyBPCxDYjltpa4ovr3f8wSePmu6GhMxNan1T7ahUU6tILYdeKdMtcg7qCtcgU7qdD5UW5C8e--EeXGXbjkrFIj07lWzugjhG1V8_EvfOg3Dlc-p33kkDAwGZ5TMiJCxak
