區域,類型,Place ID,名稱,評分,評論數,分類標籤,地址,經度,緯度,營業狀態,營業時間,圖片資訊
士林區,咖啡廳,ChIJyVAY8RKvQjQR6cPMA1K1bQE,Old soul 老靈魂 coffee studio。應援咖啡廳。寵物友善。,4.3,127,"['food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區大北路38號,121.526194,25.090061,OPERATIONAL,{'open_now': True},AeeoHcIbisc46PFT8APKDfPyX3TbLKjudCHqGSkMYExwsZ0Eocv-3QHIVH9eADaG0OfLqzzCxIAoJZfbu94NpzMjEWTG1SqyyvNdQuIKopH194UtDPN4t-Q-BjyqJPAWK0IEHOoQXyFW4Gh_BQCEFuOoys7_hW80gll2EuuE-gdAR7BiXh4pShba7q5d4Qs91JjYmGTqxfCBQkCaxXVV_J4B-4EkrGUSTFxzCtguct92xj7F-QUDfP-tw2GkJ3hJijZtcbQacY8bFxVvH1j0xGF1KeVG5-MjWi1xzIdiiEIw3ExwzSvLo2g
士林區,咖啡廳,ChIJE5boxaSuQjQRMPPlxXH78q4,看電車咖啡 Orange Cafe,4.1,888,"['cafe', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區文林路302號,121.526365,25.0919424,OPERATIONAL,{'open_now': True},AeeoHcIIoEkB08-cJ-2XqeJspB0LZ187ygqHWchqbxzDfTWf2bJqflwsEr8TZRwboq-lPPKyCwYEJpE2UtD-k_m3_XTe_7ia949cErUjUkT9a6TwGR6Ix_L3L-0JJZdt9lT3sG19TouR-4gC49omP2iUH3K2dO4NqwGQP8TmHz79bub1Ybbf5WY9J-gn5e_lOtgFeD53ej3yvTthGE_lnaRxnBRtQKCuAIc1Wqwu555kpoNG5e308x-i8-QJm1AHY-InNo05UUJ9SueSk45KVpn0HzJAUcquZNTtwOKAroX2waNsZ1lJY0c
士林區,咖啡廳,ChIJN_NxPkWvQjQR1u2UC7jT6S0,CAFE ACME mini｜Songjiang 松江,4.3,507,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",104台灣台北市中山區松江路169號,121.5333277,25.0559191,OPERATIONAL,{'open_now': True},AeeoHcJxusF7rR44Z-a2YW2AENQlIF2QZGcsP6_LXlaUuQu6hWZG4hAa2Ck4ZAQiJNtf1TCBgGwupYbFlIxXALd_gs8bEWNX6ZfXVmsA5agF5G8cZ7ZY_zIL_yGat7p92LVw10b4gld6GndURNkEqVpzy6_8y69htz80G4TfXgYgakoHPEWMYnRaoigbzix9rsLl5oErO7OBIGP2NpPhYUgwxeYZDUZSF_LpvFUKt_X0hD2bADMpOXkPQQKqh-42WWkHsLspgRazLI9MX-M4IZtdP2rAcB_7WohwtgV2GPlxibNuOUYYzQQ
士林區,咖啡廳,ChIJ77KEJzGvQjQRBMFo8JTHrPU,客美多咖啡 Komeda‘s Coffee - 士林店,4.3,619,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區中正路124號,121.5284158,25.096068,OPERATIONAL,{'open_now': True},AeeoHcIWPC2T2XCsuaagjEZZfTw239zO-jpVBwkEu9ANU8XZOz0FIokbpEfL2ZnGBslY0g6Hg4OwVRmj4E8W2zSU1ibz0ZvmJ3fzogoC1YYHu6pQBsw67CC4Po2iK5U6atZh16KY2RFy692AFQ6ySV5Fw-kIaPsDeSovGm4wxyMDgrngkxaGoHIPKpQxztqnOXxMolrvPMN8szAQcFhIKrHCDuSXbZaXn4brCaRkEIIVeDOMMCzraL6nbhXB4ouOtpNY12ifQPQbusnaN5w1SnQws-rQjlk40d2AKGBj_TZ0SCW_AbP5WxY
士林區,咖啡廳,ChIJZ5vfxPOvQjQRQ4l-DizRSXk,凹屋珈琲｜早午餐,4.9,389,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區中山北路五段505巷18號,121.5273079,25.0932928,OPERATIONAL,{'open_now': True},AeeoHcITCRSPi7swOBr9SS8y5Ion7VucvPqvMDY-SmBCo1luxQ6o-KNCfzWpOcp8Y_s5F5FWbdUNJcLOTbBDUx0WuvNt9qiM-AJmV6OqZRop-WXgvJSZy_aY2TdQ1nSQZDQJKDrbVKJ3QY9yA20r_UZTqJJV5PEJsuY9t6A36AhXPlRfxLv2H0gFOjX_nO2xm_xSCO16XJuHhb4gj4hjoVKptNjaNpmoXAyDoJz3in0BhMYQW1NP8IyXZEBkQjkaAkodqsfNjK1IZhw2k2n2ns9aSbzb3gSXe0xzAdgZN4WINTZIhnv8nU8
士林區,咖啡廳,ChIJAwlEckevQjQRrkCMoS_2vKs,Banana Blue Coffee｜不限時咖啡廳｜士林店,4.1,606,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",11145台灣台北市士林區中正路182號,121.5272899,25.0958028,OPERATIONAL,{'open_now': True},AeeoHcK4SDaTLk9gB4QdJGdHTnlvTiao9IzD7nFG5KPcypB41Eq_ZC8JDUKkdCp5EOfs1Ovfsau6dLAe50R5CmKjEXbYmT1p0r7Eg4h_QXEgIuK5AxI6gFpOe8Qk1CL-qSyxbZha4PQ3I8DTBpi5zNyYmcGSQ8fUjL4DCONsMKExP-TRx6U3IqaonzDkb5isWVktLHHmrf71B0N7GqtozXgyzNri48CpnYor208DKlzrAupyoZ-9mAUv6oyeInAuswVlgimEcuwAMqzWTf8kKEy9xRcLvI_B6_pFLAtkZz3yxZGGih3DO5Q
士林區,咖啡廳,ChIJN7wFrX6uQjQR1-0jCcR-0Y4,Goodman Roaster(阿里山咖啡),4.6,638,"['cafe', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區天玉街110號,121.5318387,25.1239915,OPERATIONAL,{'open_now': True},AeeoHcJk4ZJksnuqv3nEV1vNVCuv5j2_AEwGggylBtlKqSQHkpIU-pi-wBO10kKGhZVNYBjHJo_3tTwnPKSirI1dz0YERVWU2UfdfmPe0LN0gd3M6rspxjaQ9odzg1bLr7fjRNbTw1_BKBJGacsMbmSrS8w4tjRy0udUx_j6WhEPoUV-_KxQUWA4OWjVYRNhdwqr_hp0r82UMGxxTw1lqzPmcFhUPxuCvrEAMxfKDUAet5oLJRQl6ZinZVInREUYoEZr4GvX4XEv3Rc5Uhh9uod9SJBymQ63Bgzy0vhQJXALxdtsYVxSMkQ
士林區,咖啡廳,ChIJe4aiq7GvQjQROXeeOsKtsO4,GreatMeet Cafe,4.6,176,"['cafe', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區後港街88號,121.5219463,25.0859373,OPERATIONAL,{'open_now': True},AeeoHcJQAqxcKSILgacDMPXlZ1aAyKgdEbIgostBsuwvbtzWJT2dHxxEN4V2izHhKipQG8mN0SDa-Jm8-kQIVjghcpbRq0-NCER2zpNrMp-K6NK0JM49GzfQ89rb8kl0jn4sPMKtXphcky3ogrd04Mg-WpYKPSDFoAPR7ooyxcj2STGFhyPZ22xnD2k1KjUBYtqpLEzIGelX1uS_dKAsnNaBZXA81FuAczUVy4N_AihzP7duZDhot7zlWfRKj5KSkZHFpGZDMoJbsIO0QaRSRJxFoZzVfXmOteWbZ7mepZGFcJJe7AzzdZc
士林區,咖啡廳,ChIJscNHc8KvQjQRKsvSBUI0wfs,泰谷咖啡,4.9,39,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區福壽街11號,121.5255687,25.0959557,OPERATIONAL,{'open_now': False},AeeoHcJ33YewMI55TK6lOthSqFQx4p-7ZgcBRnij-3G3TRVY7oItXw4CfWhLeGFsZDeLerabT8pGkDwCWr5A1sNmPCZxUMd81QHC8njRrSY4iaBLEAHUIiv1It-zfsaEH9iwPWyPsxiwFfull_hGeuKXfHVQ0Bfe-5MSa_i8o9eq88RescYqlIKpSZXpSp-qgnkWTXzHfCsL8Kq03ubvVy_ir1AqYp2gY0-tyBy-lzqoeZCpa2ZbAFkP8Ou4_9eD4bLCQ8yg8ati1eotzdG9QyEacMAVxPBIGyZweSXWdUAdogCSDSqeNE4
士林區,咖啡廳,ChIJ4WcIbvWvQjQRS5HchIYnjQg,一杯咖啡士林店 A Cup Of Coffee,4.5,339,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區福華路157巷18號1樓,121.521504,25.103727,OPERATIONAL,{'open_now': True},AeeoHcJo9BzRaplq60qcYQYP3x3PnksLd1BYzkgwnDGyZdRnlK_9Yw5GSapCDs2dBAOOSChrrBXs68jZVIWSDGv4qf_Hau-qorPuSx-RcQVifMazLEvMG6G_TSL7Fh4fomfx2AT3AD0inmWIi6JTAGW1dNGRiVrNItIQwsQEGmWRWruzPuX5RCket21Gl4eoYrkwNej7CvnkJVJwLs2jfKs079WgvjnZ49MkxGvw9In_e-1R066SpBXQDUF3MpmZkCTt2ltQ7Bvu09KHTA0aPcfqkZLJAjsoPSdyXlfG2Qg6o-karJ10LPk
士林區,咖啡廳,ChIJ82bWsLyuQjQRhnCz31yDET4,咖啡弄(士林店),3.7,1454,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區中正路253號2樓,121.5250049,25.0949519,OPERATIONAL,{'open_now': True},AeeoHcJHM-CfXMKSWve5wYaxWIB9ToMH1nm5AvgZiVnGemoeYG7vfkbOXFH5niLvTgpWemsU-h1km9bEDA5HMXxNFibgjgPxXxusR_S5c5giApAhxPtfi92-Qk1fE_in5Xfx12uqnwtH_XSexRAOZmOYdbgPMw7WwQvcYi-SDlQrOY97kOjHLfxUIY9suzxF00M7ji4hPz29wg-uFLlw_JN0xsPctvrHidzitQ5sTDaWflGtu7yephlcf6R2YKOqp-MYBxw5CmtYH4-1AMKBbEuUcfCVSDEPft3YBZJ9GmZtkNAajV_Fkyw
士林區,咖啡廳,ChIJBxI3rOetQjQRMonpMsqY7pg,白房子Yang Ｍing Caf’e,4.3,5069,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區愛富二街厚生巷2號,121.5460612,25.1391412,OPERATIONAL,{'open_now': True},AeeoHcKcpGhy7LG3sWPB8xbyNH0OhXXbjgvvtd79QgQa6Y4y6vJRazZPkVyizdUrcUylh_vArU1yTlEPaWlUvsFFzVEZatnKNEnu6fRy4ELM1Zm_t8r5saU2ScZvw2mS5zyHxWF7rL2iLdyguiVhkwgl_wEPPTyJd5MENqaG979XnaFtWQM79bYSed8RvrrmkO8LMT8Og0dXod517a2iPG4hsRVI99k_PyIjCyHX0xJiqnyBdYaMomCv1uiEm1oUsXAHFdNsZBtx0B8bfJ7pn18Mt93PkqzgmOg8HEIloFX-GVuNWJG4ljA
士林區,咖啡廳,ChIJbzdgPQCvQjQRtTYy0Z-KOYQ,Leible Coffee,4.3,107,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區文林路294號,121.5265122,25.0917692,OPERATIONAL,{'open_now': True},AeeoHcKfzDndEmiMiciPxUQ90qOYPAl09oO3LAgGDRgltJKL-9CdVVGwUfH0wPQq9ipCsgADTCBKJTAo929LZIpAuNSLDzdiDpM8lg8CyPhJW69NDBwJe6KQefwEZunxxiT3PNx2gv5G-bY6rKSYxG34YwdRipKOx75glP7d-k4RzBbTIdrf_E8yFLp0ph-NHAOpXL0PYdOEpzNgrd6G5GBgvwnRkr2XB29sr7LXWMPpniU7WNWLhtziJVzno6EzFTJ1JOPRvcpdB761sJneNzK0qvc42zvpYAO74_GCK5Uqhcn9kHEflhI
士林區,咖啡廳,ChIJdeVTvFyvQjQRc4pooOFuA90,第二人生咖啡館士林店 Second Life Coffee Plus (正門在捷運橋邊),4.5,884,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區美德街74號,121.525113,25.0957758,OPERATIONAL,{'open_now': False},AeeoHcJkkPp0WD2ZcKWN_wudV6kT0ePeHKlBHcwFk1GVGTWlndf9zE_86ek-BBhnwibuPLMGFVp-PWZMl4hUQaXwVpbzNBh1uD6pAQRkP7ofVfxgtRaYWFzmUj0rXzptWH4jLhr9zzWOXBr6sZcbCOEczYgbgKYASk8lve7B6xQHJNe4xgDkprNrYL9IsBZCqhum3LQ__NE-wI71r7FiJ1lMOCqs82AXv3XFpyuviuPzlj0z8WG4y-ayJ8xYiDBcB5eOtPyVDwogL5TrU2V6upTWcgygQqbRiglrYWwK9cg_vHGQjAjD-zg
士林區,咖啡廳,ChIJEU5EuKavQjQR61XCswMVRsk,Chüan Chuan Coffee｜捲捲｜咖啡｜捲捲咖啡｜肉桂捲(正門在捷運邊側 請從中正路236巷進入) 公休日請見IG,4.8,290,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",111台灣台北市士林區福壽街45號1樓,121.5253051,25.096623,OPERATIONAL,{'open_now': True},AeeoHcKuNy1xFslZUPhp0vPH6nu1x_mBepUliCaBXXEunwAbx_Q0-JX54Vo-gWFoOEPidLBqEfV71IZbDntpLIgwf7JVKnOwVdNQx-DM1kNj3PGQsu787mYCQs003VDBscNOY3q5gC2_yvtzc4DV7_TbOpUB85NGaJqIHUmk8fi_HbdTuh0k0Jp1GJOzsLOcyjZrGmpo8bKFP9DmXK_R5C5Ppo-ZfN62BrsFLclz8q048GdTAeB3OJtU3P8dcmn2qr1IIaigUoGLl7rpdojUlNjumd6IwHEZXgE23OpGFs8pRPzzwGUsMLg
士林區,咖啡廳,ChIJt7vNFFSvQjQRp-Cw_uCjY8k,INTRO Kitchen,4.2,1128,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",11162台灣台北市士林區基河路300巷21號,121.5185614,25.0937708,OPERATIONAL,{'open_now': True},AeeoHcIEAfFRiM00GU8k23hABTMJ_9ndAK2B2eduroFrjaUawPy-UlawyQrV4be6GIdUhqVycATIehZcQ6r0yoKQ7bSUCkcJnbhKpFBumyOcBbG6EbZWbWu7sFEYRZkKdAz1ryPW7utZTVLkrfNL7bJ7n8aPlbRvAY18-HcF6y-3sw1HtStXhgoY7rLq5KzTaBqkd_y_UQSvVYdtjvk6PCUef04e918s-eqVJSLvIiagR9pZDRZCIt5r_kLW-2PuYclfKwNSqNAqljXWvZ9x139vst3OJPJ6xk7z_np5rvDdyIczNgMKAWE
士林區,咖啡廳,ChIJE9s48c6pQjQRyPHYSisn7_4,愜意 Pleasant Café（不定期店休 請查看粉專發文）,4.5,596,"['cafe', 'food', 'point_of_interest', 'establishment']",111台灣台北市士林區天玉街38巷18弄22號1樓,121.5304054,25.1202937,OPERATIONAL,{'open_now': True},AeeoHcJNNC67tQ7WPlO1417jiSsfUsBP3lmFDt082tjAQBAEKJJ7ppuYHxeRzD35gBCatAdEag6DsI3ledm6yTBwy199wFOTccHhFAQ5wsGOLjhjhYngnhhfajDXJm5mQBXTkNUTxNdW2IF7EmYW4-NVjqeefWdoxcESFgKarpky7izQoeJt_9Nk_zAHKpuc1CEuCXzvCLOSr4pfuVpPoTlW5ItJzRZbn7HoAspqbR7K4x9ZCh30pf7Gnn07cBUccRkAL788PAcD4401gmGJPRzucu0M0FMCObjLQ5EOo_Sx1d9-53Pm
士林區,咖啡廳,ChIJKzsqhymvQjQR0Y-XF9apD3U,CAFE!N 硬咖啡 士林門市,4.0,481,"['cafe', 'food', 'point_of_interest', 'establishment']",111011台灣台北市士林區美德街16巷1號,121.5256676,25.0944249,OPERATIONAL,{'open_now': True},AeeoHcJU9UdsIUAsj9yeIaGY_NcXgR21Ii1dU3t4XDQ3SsVoQbKBoW4GyAdSdrFb4pBETa61-9NihymOKZS0gkA7SkrFKUbvVxsM50fUXaTFFpbVc1N-Dj8DZRGgZdXzPDh4hstCzWj5zbMo-QFxY3Md80BcM6QwZL0tofGGFcii_Lj1AFV3vDtltF_c2UyELt77h-vgLfjifiGKKZpvfMufetznTI3aMSLQ1zACBGnRwt73QBxtU8U_LPaL_IAM65vRfXp-9Zhraat1j8VjKMzog1FomjTD7H2tSEaN6UybDuFEak5ew1Q
北投區,餐廳,ChIJA9_TFFmvQjQRA-tp1e3KJlo,雙月食品社 北投店,4.9,9590,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區光明路228號,121.505752,25.1358382,OPERATIONAL,{'open_now': False},AeeoHcL2pSkP41OHwQNyKSxyQ-xqkedee6tFaYaLRAANyCgjqOwYGnEn0njxk_b6hgsC78is1-NhWEoC9NV5LRrepcvhPpHssNx0nnnBn0d7ukqprsvBiA8Z_NL9yEZlFchfOXmeZlI1SwbhDOneuqLaMYDczJMQdxfZOuEjynosQQZ-6sibVmLW0iBVCG82mioNc6Mr62Iw9tr7089q2l5DhpfKIP4V7xfEg30Ymod-Nuba7rsm-5P_to1Z6bl4lGUH-GMUJdLbj06_MYE2lI-4gb4JGpATac_I19ShHAityOyj4XhWcqY
北投區,餐廳,ChIJk7jbcxKvQjQR-HWxzlgfSLY,山边咖啡 Brae Café,4.7,764,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",11241台灣台北市北投區溫泉路110-1號,121.511012,25.1362794,OPERATIONAL,{'open_now': True},AeeoHcKcym5_xCSlk3eQZWHMTzLJWhenEmc7XdB-fx4fSIJOSDj3U8dxUg46OHR4gbb3-u43W-YU-R87mrozf697DmLRI0nIUkMk9VRaRqu6Cm9ecT1-WXmYTLuSlzDfJxd7sACrYm4q_XB0cfY1ktJv3CeB_55MJBqxc3LFafjNNULC4myl3tx_nFPhtyhe8MQeTI7fdy109ChnD51JwUVR97lzSQAHNTFQsuFiVL6pSOVPfYzzXez1C6rSzwiUnNxaX3r7-FE8JcZUHNLw42y3U-5ziOSr0gtHuLFkLYSfqfhhfCi45lg
北投區,餐廳,ChIJObAPmYyuQjQRpFI6mLHcmT0,水龜伯古早味,4.3,7765,"['store', 'restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區石牌路二段75巷8號,121.5158233,25.1169022,OPERATIONAL,{'open_now': True},AeeoHcIzrpQrp6AD6P292QWxZQi-fmyItUuu4X7BYXCvATQINhWqJQlmRF0T79jM18JSIkLzKTFsX9mtXJnKbCB1nWpAlxUHuBJnWlUQLtm4o1B8pqvNBiRAhb8WJvwzpNrTYAsd9g7bLB3UEW8FNIV6Q9oK13efWT-4ryCj570N0siwnYEhwfVFB_aVhs7uRccDv6AeSLnXEj29HxsM0fAOLJujdcbo7f1szYMSukUk3T6xHKAweoFismIFth72axv74PyZSwBHTDqw896ey96W4mwIynRaUnZxKloK0E1et98pSpH5IeY
北投區,餐廳,ChIJhdUJQkWuQjQRBjl-hfM5hUo,PURE CUISINE,4.3,527,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區中和街2號1F,121.503704,25.1375891,OPERATIONAL,{'open_now': True},AeeoHcL2N-AsdM4vLYdaTJk0fjLM2mxVkuh25h7RvGwz5F5C1Ihcet484F5D-TcFqegGJDqcHx3bwehuav3eyS41OToXsrU36RN4hAvGY7V8D8H7m0oNQKI0GZ1G_Mj7xwtvkjfWjQBRw3zCZtQ-Ys1BTMbVKvL_4kFp-OByKWPeF70Ga3rQZDKJPMxKn5OyE374yyW2cbSatUTBtQB-HyuJ067xguXfMhwq0HicubDcklgwoBidMAFKqi5puq99IWeZPpp3rJmqM7YQrxstpWI_qrlNeyUrprRgEiJDBenItd8DARY5-dM
北投區,餐廳,ChIJqzV-SFuuQjQRIpnzP-xiypc,北投奇岩一號,4.7,386,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區奇岩路1號,121.5072708,25.1347904,OPERATIONAL,{'open_now': False},AeeoHcLTStfgCZitbAtOPmh4MahfR2nj6FgP37hqq_FYJHouTaf9_uF2G5ZaJnp9zVjzmHHK6OC6VwBX6RnNWjhTumCMGMKeyZaeSOtcEItUUdV3Kujsd9nY_2cnbwX5L9rhTHYbL-QIFpCRFoNCSJVt5E_6nODMHQSdSE1aomUReXTuTVETJm80xZeX6XRuSefEi9ShcNxr9hwheBRgUi9czUvJvxLMSn-e4SXjr4XdLMKXOmJsbkC8LGewvCCUVNhZvOv4iFRJ65uN4JaiFrOTRolo9wfQzLAvqjo0JBf6sO6sv-0Ey2Y
北投區,餐廳,ChIJb6eU51auQjQRxy44Lb9d14o,蒔蘿香草蔬食餐廳,4.2,1969,"['restaurant', 'cafe', 'store', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區北投路二段7號,121.4992856,25.1304732,OPERATIONAL,{'open_now': True},AeeoHcJ2uql7B1zNQiPoLPic1VYr1tIETfXWQZufv-hpMmOwq4p6PLnrfT1XSJ1_tUhIR-WYYdcJy-pvKSPnApVhxfQrvIpYewsyIruTcI2yhMVCcDqMdoNO6jgHYvs8W3PRU4_0WirkWS2oFpp7ZcC_UCn7I4ug_SmKsex8bv_NFWKoaGR-S0QXdbCjx9ktn5ZUE98jWkNj-xZJIsZquCWUHpjCffTE9f8uVb3B4f1Tw5L7Ld8dPpupeSJk0UgUPIKCz9xMO6-9kqwdnISSJHDmP2qVLnKocRhwmisWPLpPI8cBWtkBXX0
北投區,餐廳,ChIJS55Pk1euQjQRphqEK5PBdAM,葉子異國小廚坊,4.5,959,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區復興四路8巷4號,121.4998627,25.1414121,OPERATIONAL,{'open_now': False},AeeoHcJlOwmy9lwe1PvshS8U_i1ghEIPFuyDkexKAPPq17qiepQFinszM121vX0tZqoUrz4dg5wbOFEnxBvaMnj4z5nvP2mY3patPnRoR_dqIL28WMr-8r1e3U5__shjcd2Mqd_stIXaxsao3QBv2Wi49JqPxYs2M5yOSJNjwZKW2LRbqnYCBhoplrMNuP0g2afcj8XmUkHU_CVPaEzSEulBoBb5jKrdhuYap5LPu2lRxTQmedaCVZbm3RAbflCOC0kiyupzpduyUexl5Uw-vgTseJNhC3vZhkTMrMfBscXm13esHQ_uXas
北投區,餐廳,ChIJ_fFccXivQjQRQrVr4JQoLsU,漁當家食堂-請洽臉書IG預約,4.7,302,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區裕民四路13號,121.5162416,25.1154853,OPERATIONAL,{'open_now': False},AeeoHcImH8bcCNwTlQnZGh8OxJB4kn2bEQirqlqqNLOyPHf6w9LBPgvk2eEWaq3uDf-sjMsllndkqcOxxBJHNN1zAMH9UomLT1xiFNMysYPJ9jEibr3uG-gFiSNkvCc20GxCvnb4wGdtndOw5a8baOdqPjv7P0Wadr2bZzu8g5KcsQR3LX-_fH-2IaDUCutugyeHQAfdLeca7AkTjEkksQvrgff8Cw5ZslHwPkD9zsKzKqUp5MtjMHihQ1iWq7XLGQ9iyZ3BJ6mRiSiBq-cvMwytmHX6a0nsiLQIYMhjQG19JKKUBo1BK2w
北投區,餐廳,ChIJxT54hmKvQjQRyEf7KYJIkS8,酒米食堂chumi_canteen－北投店beitou,4.9,3351,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區永興路一段47號,121.5004795,25.1395295,OPERATIONAL,{'open_now': False},AeeoHcJ_pvGcz1W8q7GCVoFg763H-7CG6AcggOQ6lbRx7aiNe-0zz8gGMcMwwUXVLztuVJWelUhCQ1t-1-KqieYfNQsVSttjHDZLsfMwdbpuEh3Npkg7k8_vUsoiajSzgRN3xf5Ol84Qh-t8ltAwGfEVvpYbpEyMVcf_jONLUms6VkZTs-tP-vneoE8Sr_5oE7i47bKX6gzXWNQoaKFC7mam4IucdX4ltpj6jMrsrEqqpsbcLenXG7FiA8L0ovU00qgiLy2PhXALErXIMbXTFfzKHFlID2pgigyEKX16jl9quXgw6a7pTPc
北投區,餐廳,ChIJew6ZUEevQjQRcqtDTBwck0w,北投文物館-怡然居餐廳,4.8,72,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區幽雅路32號,121.5141838,25.1382433,OPERATIONAL,{'open_now': True},AeeoHcJpwj8NfP1qCkAtZkg8EcDs5474wctVwWXaWAu0Jn4-Jc5K0Tc1kXZFthSnJAYIgGdBnYGsotpxD6bIOlzF2h13ZfPJ7HnFwpMpNN1o1fSgdbYmEUCxTxitOnGaL6OJ2UUuvZZAE1kbdUSneEmqG2sdK-B3Q0O8bTKUICbD5s2PYvKwU9M4AawvjTkz-p1uKB-FKiRNRvrT-Q3a1jz3BEl0cBuZw-XNY6sZKdK5h87JIqAbbuoBFbmu6dpUUmkjujlZ0grJTtcT9CAZ6C344c7FzBTENYW8R2qF7IzzuffGEjaNn3I
北投區,餐廳,ChIJf5b9IeOvQjQRXyHwj63mp6A,北投飢廠,4.5,213,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區中央北路三段17-1號,121.485987,25.137928,OPERATIONAL,{'open_now': False},AeeoHcKXriys8GN8z7X18MRXY8fjLvihOcAiaBYWMEfa-LOOMIebsHhIhQfZtXBYN9GnhNrib_CrVKvohMUSrDf1JtZzCsU5OPrIAzsFQusyC1Y47VUY215R9uwl3MJMY5wJ7fDkiehmhv2ybBZ0XEdmwynn4V2Ilgdk-GRwHYeVeWNGWk1nR6n3pCMb_5JWEN9wNA9q2kqxHRAZ2rTerr6EEm5oEIfhxL937iMFtXyoPB9N8fzpZXR4cDG81KULk0nSVWNl11R8Lg39zHKcrpHPuJBkRkAfpscaEAF4JzGqbC44eFyMr64
北投區,餐廳,ChIJD_RlHEOuQjQR3oz88b8C2eU,蘿特思咖啡簡餐,4.5,93,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區溫泉路110-1號,121.5109666,25.1362533,OPERATIONAL,{'open_now': True},AeeoHcKddL-RGmyfTZlwuyES_gcFNYVe06TRc4gSpi0PRDlAW-4kHXWxdpxrsrTGy1T1hykm2G8RwcaQ9izOHEvvMuOz0gITffhkoT0MwozxQeRSndUiI_lFc1Oeqmfp5I6tU_GjlUhhbBvdgPcwiLzLrc3s-eeiTpNK28DjZOxmEEBrCIGQSc7-ADdDNnWd5R0umcNSBTYKJOr0Lcc2uIK4PPurNf31cJ2TXCzTYdyJRfejNZFcl_MQJlTEHZkeXhY2ao7XM1DmR-kW5fB1eSRoaGpwoW1XfcKisXf_CaLJ2ROHwnmtmW8
北投區,餐廳,ChIJl7ziPQCvQjQRJyCcG50hMUo,三燔北投 Mihan Beitou,4.9,1480,"['restaurant', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區泉源路19號北投晶泉丰旅2樓,121.5044611,25.13815,OPERATIONAL,{'open_now': False},AeeoHcIwzCKF9mZvjn1GAAInvX7mgc-mDmr097HjrD7T4S9-AkztxZhqhiMDuFUEgUJDu3MR9_ojYHPSzOV6Os21451leaTcqtDlbtT4_NYzCUZjCFamnvBJ-E4f-SurlAp_SHj3H9EWNmgErRx78yhpSmuaj6fgWxiyG9jikTkvG_sFY-c9R9mMiM4W3KL0JEfPVfUCL3DuG_F49LrjNARAhC8SL_tpnnwIE4JW7sTy-5v7RH29URjYGF1VPZ0qA6MOUm4PZX7Ygb5rWmj495LdTLcEr9VBPNk2vp8JdKxWyzpt4Lv71CY
北投區,餐廳,ChIJgW7nPkWuQjQRGwTLuQU2QaI,拾米TOGO - SheMe TOGO,4.1,992,"['restaurant', 'bar', 'store', 'point_of_interest', 'food', 'establishment']",112台灣台北市北投區泉源路12號右側號,121.504345,25.137063,OPERATIONAL,{'open_now': True},AeeoHcLB2Xfm7imxHtTGCBNisftfVjysZqcPtXAt8SBGl9hpKCX_PO-rwa67ofzQVzt576zif78hN567v0lWTL3KSpiB-H_G_FQAbjkRkg-bpKo8BMwiYIIXgtiR1NGc2XN3evYfZmtQYCNbCxuaNqYCT7aChTT3kOka7Who7qvakzU7xm46cVoQm9oHMMjW0kG4CCLvUyG9BoPh4snrOxAT5Z3IN1vyBksuSfMGiPTDfv896BgzWJRkauNp3WFPOgKrqZvvm-di_FuGSgTY8JmiND5NRQ-oHEITVcivtYYRvPm_fWr76C4
