id_open,name_open,region_open,town_open,add_open,place_id,s_name,rate,comm,types,address,lng,lat,business_status
C1_313020000G_000026,宏亞食品巧克力觀光工廠,桃園市,八德區,桃園縣八德市建國路386號,ChIJ96H7-OoYaDQRfp4Gv9WY3cQ,宏亞食品工廠,4.0,414,"['food', 'point_of_interest', 'store', 'establishment']",334台灣桃園市八德區建國路386號,121.2881995,24.9401053,OPERATIONAL
C1_313020000G_000026,宏亞食品巧克力觀光工廠,桃園市,八德區,桃園縣八德市建國路386號,ChIJ96H7-OoYaDQROPdHKCsGUsg,77巧克力共和國,4.2,8502,"['museum', 'tourist_attraction', 'food', 'point_of_interest', 'store', 'establishment']",334台灣桃園市八德區巧克力街177號,121.2929627,24.9417755,OPERATIONAL
C1_313020000G_000136,臺灣菸酒(股)公司林口觀光酒廠,桃園市,龜山區,桃園縣龜山鄉文化一路55號,ChIJi7XZuD2nQjQRipQbQOBqbJc,臺灣菸酒股份有限公司 桃園酒廠,4.1,1374,"['tourist_attraction', 'point_of_interest', 'food', 'establishment']",333台灣桃園市龜山區文化一路55號,121.3751967,25.0563265,OPERATIONAL
C1_313020000G_000136,臺灣菸酒(股)公司林口觀光酒廠,桃園市,龜山區,桃園縣龜山鄉文化一路55號,ChIJdZ0EkxSnQjQRuKGw9qc3Wt8,臺灣菸酒公司 桃園印刷廠,4.2,23,"['shopping_mall', 'point_of_interest', 'establishment']",333台灣桃園市龜山區文化一路55號,121.3751273,25.0563984,OPERATIONAL
C1_376420000A_000001,蘇澳冷泉公園,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路6-4號,ChIJl46E4DXoZzQRguSwNiYmEyM,蘇澳冷泉公園,3.8,7287,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮冷泉路6之4號,121.850703,24.5973124,OPERATIONAL
C1_376420000A_000002,豆腐岬風景區,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮南方澳漁港東側,ChIJtUP3qTXoZzQRH9XGPtgr2j0,豆腐岬風景區,4.3,6263,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8714345,24.583822,OPERATIONAL
C1_376420000A_000003,武荖坑風景區,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮武荖坑路75號,ChIJTZgZcHboZzQRDdgb5km-Ros,武荖坑風景區,4.2,3172,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮武荖坑路75號,121.8144652,24.6106094,OPERATIONAL
C1_376420000A_000004,南澳農場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮270宜蘭縣蘇澳鎮海岸路92號,ChIJucTI28LaZzQR89z3vyumaZk,南澳農場（目前暫停露營）,4.2,757,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮海岸路92號,121.7904369,24.4534174,OPERATIONAL
C1_376420000A_000008,內埤海灣,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路(北濱公園旁),ChIJmdhowNnpZzQR-TP-weGF6bk,宜蘭內埤情人灣,4.4,603,"['natural_feature', 'establishment']",270台灣宜蘭縣蘇澳鎮宜蘭內埤情人灣,121.8705989,24.5772293,OPERATIONAL
C1_376420000A_000008,內埤海灣,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路(北濱公園旁),ChIJDdsy-tjpZzQRKIdFA283d68,內埤海水浴場,4.3,383,"['natural_feature', 'establishment']",台灣宜蘭縣內埤海水浴場,121.869554,24.5754922,OPERATIONAL
C1_376420000A_000009,頂寮生態公園,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮頂寮,ChIJibyDQejoZzQReCK_U9UbbVU,頂寮生態公園,3.6,222,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮頂寮,121.8427459,24.6394413,CLOSED_TEMPORARILY
C1_376420000A_000010,獅子公園,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇南公路往南方澳方向路旁(紫竹寺斜對面),ChIJlbz-S8zpZzQRjS4Hu-ru3Tg,蘇澳獅子園,4.0,308,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮蘇南公路11號,121.8600192,24.5886832,OPERATIONAL
C1_376420000A_000011,東澳灣.粉鳥林漁港,宜蘭縣,蘇澳鎮,宜蘭縣272南澳鄉蘇花路三段東澳灣,ChIJmZBjUaArZjQRroDO79PlpB4,粉鳥林漁港,4.2,9498,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮蘇花路三段東澳灣,121.8415038,24.4973072,OPERATIONAL
C1_376420000A_000013,朝陽漁港,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮朝陽路1號附近(朝陽社區內),ChIJLQf1adfEZzQRFF1mW-l9KhY,朝陽漁港,4.3,265,"['natural_feature', 'establishment']",台灣朝陽漁港,121.8211573,24.4610255,
C1_376420000A_000014,朝陽國家步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮朝陽社區內,ChIJ-zlZLCrFZzQRptkEvIm7qx4,朝陽步道,4.1,1864,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮龜山山丘上,121.8192249,24.4611582,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJdcuKz4rpZzQR9JCzXewt_EU,南方澳第一拍賣魚市場,4.0,365,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮漁港路32-2號,121.8686367,24.5827377,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJ3cUYH-HpZzQRVbFpJ0SzEh4,南方澳魚巿場,3.7,66,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮漁港路12號,121.869225,24.582656,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJi74WPRrpZzQRgMVgk5UZOjw,南方澳新魚市場,3.9,27,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮漁港路32號,121.8686367,24.5827377,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJccU_tnvpZzQRASWH4WcheMY,三魚市場,4.3,6,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮漁港路,121.8685561,24.5824689,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJfVxSVNrpZzQRtmYmsojZ05w,南方澳(南寧市場),4.1,7,"['transit_station', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8704,24.5806,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJ72KjedDpZzQRmHASWdiHDFY,南方澳第一漁港（蘇澳漁港）,4.2,101,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮南寧路,121.8674013,24.5819166,OPERATIONAL
C1_376420000A_000015,南寧魚市場,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮內埤路185號,ChIJ0w4J_NrpZzQRWi0a88VVd6Y,南方澳第二漁港（內埤漁港）,4.0,383,"['point_of_interest', 'food', 'establishment']",270台灣宜蘭縣蘇澳鎮內埤路185-194號,121.8701493,24.5811259,CLOSED_TEMPORARILY
C1_376420000A_000016,砲台山風景區,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路起點旁,ChIJAQAAQDPoZzQRuVNnGlQBeoU,砲台山風景區,3.9,612,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8569861,24.5932222,OPERATIONAL
C1_376420000A_000016,砲台山風景區,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路起點旁,ChIJmYPnR8vpZzQRprOfyucqSNE,砲台山觀景台,4.1,44,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8570071,24.5930183,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJ9VsOmE7oZzQR29kXmGOvwJ0,蘇澳七星嶺步道,4.5,425,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8513996,24.5980063,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJpYmvxEjoZzQRubTEL6B4ED8,七星嶺步道星嶺公園,4.4,337,"['tourist_attraction', 'point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.8469657,24.6037712,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJUfq1ZUzoZzQRVkhKyGpokyA,七星嶺步道-六星觀海,4.6,156,"['point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.852496,24.6026134,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJj_qnykvoZzQRHuMTAkUT910,七星嶺步道-四星觀樹,4.2,63,"['tourist_attraction', 'point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.851989,24.600944,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJo0-JDkroZzQRiMPti4TKlpU,七星嶺步道- 三星觀山,4.2,43,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮中原路66巷14號號,121.851572,24.598828,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJJzcPw0joZzQRMAxnYSdGCFs,七星嶺步道星嶺公園涼亭,4.7,20,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8469311,24.6034301,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJ8_np6DXoZzQRx5T6qePM81A,七星嶺步道-一星觀泉,3.9,123,"['park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮中原路66巷,121.851392,24.597314,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJReNM_bLpZzQR7lBBxk_cY38,七星嶺步道好漢坡,4.2,6,"['park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮270,121.8442805,24.6032414,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJvRj4pSjpZzQRvcyEQab7DZU,七星嶺步道星嶺公園健康步道入口,4.5,22,"['park', 'point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.8375783,24.6025265,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJYzL3lUvoZzQR9J4amVaAp4E,七星嶺步道-五星觀港,4.5,31,"['point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.8522945,24.6021726,OPERATIONAL
C1_376420000A_000019,七星嶺步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮冷泉路(主入口位於蘇澳冷泉旁),ChIJC6RF8DXoZzQRr4qXHdEDwIM,七星嶺步道-二星觀澳,3.7,21,"['park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮中原路66巷,121.8514051,24.5977459,OPERATIONAL
C1_376420000A_000020,蜡藝彩繪館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮德興六路7號,ChIJZ89b0YjoZzQRbzXlPTCEoSU,蜡藝蜡筆城堡,4.2,14287,"['tourist_attraction', 'restaurant', 'point_of_interest', 'food', 'establishment']",270台灣宜蘭縣蘇澳鎮海山西路500號,121.828104,24.6163405,OPERATIONAL
C1_376420000A_000021,白米木屐村,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮永春路174號,ChIJK4iHkSjoZzQRQQlVPAJ1yY8,白米木屐村辦公處,3.8,98,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮永春路134巷11之1號,121.8453765,24.582654,OPERATIONAL
C1_376420000A_000021,白米木屐村,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮永春路174號,ChIJbUZhoijoZzQRSTWdc5VIMdk,白米木屐館-保證責任宜蘭縣蘇澳鎮白米社區合作社,3.8,1481,"['museum', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮永春路178號,121.8458579,24.5814072,OPERATIONAL
C1_376420000A_000023,宜蘭餅發明館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮海山西路369號,ChIJb6lDH2boZzQR871NrJByho4,宜蘭餅發明館,4.4,20516,"['tourist_attraction', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",270台灣宜蘭縣蘇澳鎮海山西路369號,121.8291677,24.6145577,OPERATIONAL
C1_376420000A_000024,東方纏工藝館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮永光路51號,ChIJcSmqQ0PvZzQRHaXZvOxagCs,東方纏,4.6,25,"['clothing_store', 'point_of_interest', 'store', 'establishment']",268台灣宜蘭縣五結鄉五濱路二段201號,121.8236472,24.6851618,OPERATIONAL
C1_376420000A_000024,東方纏工藝館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮永光路51號,ChIJK5NW-jPoZzQRR6jTLvY713c,纏絲工藝,,0,"['point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮永光路,121.8511294,24.592674,CLOSED_PERMANENTLY
C1_376420000A_000024,東方纏工藝館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮永光路51號,ChIJZ89b0YjoZzQRLGA0uvsW-64,蠟藝,3.5,4,"['museum', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮德興六路7號,121.8245305,24.6308457,CLOSED_PERMANENTLY
C1_376420000A_000025,後山公路文物館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮中山路2段3號,ChIJJegm4T3oZzQRwUa2it_Kc6I,後山公路文物館（預約制，5人以上）,4.2,24,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮中山路二段3號,121.8349568,24.596564,OPERATIONAL
C1_376420000A_000026,討海文化館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮跨港路2號,ChIJtWzbZ9DpZzQRCBe38uch6IY,南方澳討海文化館,3.8,152,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮跨港路2號,121.8718737,24.5852491,OPERATIONAL
C1_376420000A_000027,南方澳觀景台旁步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮臺九線蘇花公路108公里,ChIJMYba8knoZzQRGUjgaehywyo,南方澳觀景臺,4.5,8240,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮蘇花公路,121.8667597,24.5765079,OPERATIONAL
C1_376420000A_000027,南方澳觀景台旁步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮臺九線蘇花公路108公里,ChIJbdeBz37pZzQRstReBuB07tg,南方澳觀景步道,4.6,8,"['park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮內埤路119號,121.8677005,24.5774086,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJY_70La3DZzQRZNKxeI7Cdxo,蘇花公路安魂碑,4.4,927,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮蘇花公路114號,121.8655885,24.5311113,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJUfq1ZUzoZzQRVkhKyGpokyA,七星嶺步道-六星觀海,4.6,156,"['point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.852496,24.6026134,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJ9VsOmE7oZzQR29kXmGOvwJ0,蘇澳七星嶺步道,4.5,425,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮,121.8513996,24.5980063,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJpYmvxEjoZzQRubTEL6B4ED8,七星嶺步道星嶺公園,4.4,337,"['tourist_attraction', 'point_of_interest', 'establishment']",台灣宜蘭縣蘇澳鎮270,121.8469657,24.6037712,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJFxrJBBnpZzQRA41uV2Erbls,蘇花公路蘇澳段公園,5.0,6,"['park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮蘇花公路,121.8609316,24.5843022,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJ-zlZLCrFZzQRptkEvIm7qx4,朝陽步道,4.1,1864,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮龜山山丘上,121.8192249,24.4611582,OPERATIONAL
C1_376420000A_000028,蘇花公路107.6K步道,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮蘇花公路107.6K步道,ChIJAdYfs2IrZjQRu9SG_igv4L4,舊蘇花公路（台九丁線）171.1k（清水斷崖）,4.8,61,"['tourist_attraction', 'point_of_interest', 'establishment']",972台灣花蓮縣秀林鄉台9丁線,121.6908272,24.2177724,CLOSED_TEMPORARILY
C1_376420000A_000030,一米特創藝美食館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮宜蘭縣蘇澳鎮祥和路199號,ChIJBfuMf2boZzQReixSAifSKpA,一米特米食點心觀光工廠,4.0,6759,"['tourist_attraction', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",270台灣宜蘭縣蘇澳鎮祥和路199號,121.830808,24.6171866,OPERATIONAL
C1_376420000A_000031,奇麗灣珍奶文化館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮頂強路23號,ChIJE9Hm6u3oZzQRHOcpGbeT_8A,奇麗灣珍奶文化館,4.2,21763,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮頂強路23號,121.83672,24.6342063,OPERATIONAL
C1_376420000A_000032,祝大漁物產文創館,宜蘭縣,蘇澳鎮,宜蘭縣270蘇澳鎮江夏路52-2號,ChIJiYeA6c_pZzQRdLkmO0Blx_Q,祝大漁物產館 ZHU DAYU Culture Museum,3.6,4304,"['tourist_attraction', 'point_of_interest', 'establishment']",270台灣宜蘭縣蘇澳鎮江夏路52-2號,121.86639,24.585263,OPERATIONAL
C1_376420000A_000071,橘之鄉蜜餞形象館,宜蘭縣,宜蘭市,宜蘭縣260宜蘭市梅洲二路33號,ChIJYa-rS0n7ZzQRq6rvo8hKYmg,橘之鄉蜜餞形象館,4.3,6702,"['tourist_attraction', 'point_of_interest', 'establishment']",260台灣宜蘭縣宜蘭市梅洲二路33號,121.7368309,24.7801005,OPERATIONAL
C1_376420000A_000072,亞典蛋糕密碼館,宜蘭縣,宜蘭市,宜蘭縣260宜蘭市梅洲二路122號,ChIJxwxiEU77ZzQRZ3a_KNM6LXg,亞典菓子工場,4.1,15815,"['tourist_attraction', 'bakery', 'store', 'point_of_interest', 'food', 'establishment']",260台灣宜蘭縣宜蘭市梅洲二路122號,121.7320056,24.7809913,OPERATIONAL
C1_376420000A_000073,吳沙故居,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉北門巷39號,ChIJcS8qGSL7ZzQRg1e94JtaomY,宜蘭吳沙故居,4.3,398,"['point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉北門巷39號,121.759368,24.7881752,OPERATIONAL
C1_376420000A_000075,柴圍佃圳水門公園,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉白鵝村(礁溪水利工作站),ChIJiRnm0Rn7ZzQRHN3eaTqBRzM,柴圍佃圳水門公園,3.4,51,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉四結路33--36號,121.7544104,24.7937978,OPERATIONAL
C1_376420000A_000077,大塭觀光休閒養殖場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉大塭路23之8號,ChIJ0w6pSmz6ZzQRFs2grL9Yfb0,大塭觀光休閒養殖區/輕親魚朶,4.7,2722,"['restaurant', 'point_of_interest', 'food', 'establishment']",262台灣宜蘭縣礁溪鄉玉龍路二段495號,121.7954441,24.8193513,OPERATIONAL
C1_376420000A_000077,大塭觀光休閒養殖場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉大塭路23之8號,ChIJC--YNGz6ZzQRgImFdtynTdk,大塭休閒農場/蘭陽蟳屋餐廳,4.7,3221,"['restaurant', 'point_of_interest', 'food', 'establishment']",262台灣宜蘭縣礁溪鄉玉龍路二段497號,121.7964562,24.8194939,OPERATIONAL
C1_376420000A_000078,金車礁溪蘭花園,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村奇立丹路103-1號,ChIJkemq1Uf6ZzQRz1rnNZRfZqQ,金車礁溪蘭花園附設動植物生態館,4.0,8917,"['tourist_attraction', 'zoo', 'park', 'aquarium', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉奇立丹路103-1號,121.784266,24.8207801,OPERATIONAL
C1_376420000A_000078,金車礁溪蘭花園,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村奇立丹路103-1號,ChIJ40LLfEH6ZzQRk0dr0SVHRKI,金車蘭花園礁溪園區停車場,3.6,136,"['parking', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉奇立丹路103-1號,121.784368,24.8210016,OPERATIONAL
C1_376420000A_000079,宜蘭甲魚養殖場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉奇立丹路86號,ChIJnwYPYE_6ZzQRS5ZPtsrl66Y,宜蘭養殖場,4.0,4,"['point_of_interest', 'establishment']",26242台灣宜蘭縣礁溪鄉奇立丹路86號,121.7765164,24.8213373,OPERATIONAL
C1_376420000A_000080,金車生技水產養殖研發中心,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉淇武蘭路162-13號,ChIJ4XxrOGn6ZzQRNaC6GgG-bMI,金車生技水產養殖研發中心,4.0,10998,"['tourist_attraction', 'zoo', 'aquarium', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉淇武蘭路162-13號,121.7936162,24.816999,OPERATIONAL
C1_376420000A_000081,呂美麗精雕藝術館,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村興農路322巷1號,ChIJvREktVz6ZzQRf6hIck9261s,呂美麗精雕藝術館,4.5,567,"['museum', 'point_of_interest', 'establishment']",262002台灣宜蘭縣礁溪鄉興農路322巷1號,121.7835,24.815621,OPERATIONAL
C1_376420000A_000082,二龍河,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉二龍村二龍河,ChIJaQRBzq_7ZzQRgB1Md8ncHGI,得子口溪,4.2,9,"['natural_feature', 'establishment']",262台灣宜蘭縣礁溪鄉得子口溪,121.7564956,24.8214195,
C1_376420000A_000083,二五連水門公園,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉大塭A區排水門旁,ChIJ58m8Qa_wZzQRWo-3afrm9Oo,二五連水門公園,3.7,120,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",261台灣宜蘭縣頭城鎮時潮村,121.8118933,24.8299752,OPERATIONAL
C1_376420000A_000084,礁溪蘭花咖啡館,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉玉石村玉石路44-5號,ChIJKX6TyEH6ZzQRKkprkHP36yY,伯朗咖啡館 - 礁溪門市,4.3,2247,"['cafe', 'food', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉玉石路44-5號,121.7867431,24.8222675,OPERATIONAL
C1_376420000A_000084,礁溪蘭花咖啡館,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉玉石村玉石路44-5號,ChIJS9dr38z7ZzQR1MOfyhzoCZc,蘭境咖啡館,4.9,54,"['food', 'point_of_interest', 'store', 'establishment']",262台灣宜蘭縣礁溪鄉公園路33號,121.7759049,24.8306594,OPERATIONAL
C1_376420000A_000085,五峰旗瀑布,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉五峰路,ChIJW7uyRL_7ZzQRHZHM7hadNLo,五峰旗瀑布,4.5,1329,"['natural_feature', 'establishment']",262台灣宜蘭縣礁溪鄉五峰旗瀑布,121.7470068,24.8342242,
C1_376420000A_000086,五峰旗聖母朝聖地,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉五峰路91巷10號,ChIJW8dCqr_7ZzQRnF1ccABiBLg,五峰旗聖母朝聖地,4.6,4543,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",26247台灣宜蘭縣礁溪鄉五峰路91巷10號,121.7451,24.8329,OPERATIONAL
C1_376420000A_000088,礁溪站前廣場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村溫泉路1號,ChIJg9dQ8Df6ZzQR1YGrgYdb4ZY,礁溪地景廣場,4.2,2221,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉262台灣宜蘭縣礁溪鄉礁溪路五段中山路二段,121.7759893,24.8288596,OPERATIONAL
C1_376420000A_000088,礁溪站前廣場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村溫泉路1號,ChIJ86DaKjb6ZzQREjjojIctFB0,礁溪溫泉廣場,4.2,994,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉礁溪路五段156號,121.7736374,24.8287318,OPERATIONAL
C1_376420000A_000088,礁溪站前廣場,宜蘭縣,礁溪鄉,宜蘭縣262礁溪鄉德陽村溫泉路1號,ChIJw7xgWjT7ZzQRm5NT090R8qU,礁溪站前停車場,3.7,32,"['parking', 'point_of_interest', 'establishment']",262台灣宜蘭縣礁溪鄉溫泉路,121.7748798,24.8266188,OPERATIONAL
